排名,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,是否同原适应症领域,是否同已知靶点家族
765,暂缓,跨大领域老药新用,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,2.3721096000000017,0.25083092,39,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
766,暂缓,同领域新靶点/新病种探索,Fentanyl Citrate,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,1.9061510410776528,0.49167258,20,0.2797672877515993,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,是,否
767,暂缓,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,AR,前列腺癌,prostate cancer,实体瘤,1.5992284000000012,0.38426918,20,0.8026045909519542,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,是,是
768,暂缓,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,AKT2,乳腺癌,breast cancer,实体瘤,1.056820200961031,0.20344625,20,0.5731553422649348,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,否
769,暂缓,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,AKT2,乳腺癌,breast cancer,实体瘤,0.9190042009610302,0.20049305,65,0.5731553422649348,激酶生化/细胞,高,PubMed pair审计未见明确报道,0,0,否,否
770,暂缓,跨大领域老药新用,Risdiplam,其他,Other,CCND1,乳腺癌,breast cancer,实体瘤,0.68556554871736,0.28030097,31,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
771,暂缓,同领域新靶点/新病种探索,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,SCN3A,癫痫,epilepsy,神经/精神,0.42654617429764485,0.2752459,30,0.7517809262650805,离子通道功能,高,PubMed pair审计未见明确报道,0,0,是,否
772,暂缓,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,TP53,乳腺癌,breast carcinoma,实体瘤,0.3681328204268901,0.38128835,35,0.6625782142411952,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,否,否
773,暂缓,跨大领域老药新用,Obeticholic Acid,其他,Other,SCN5A,心律失常,cardiac arrhythmia,心血管,0.3503352190933242,0.27838022,95,0.7863374052930366,离子通道功能,高,PubMed pair审计未见明确报道,0,0,否,否
774,暂缓,跨大领域老药新用,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SLC18A2,帕金森病,Parkinson disease,神经/精神,0.10629084296073898,0.31451443,1,0.433879293761218,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,否,否
775,暂缓,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,SCN5A,心律失常,cardiac arrhythmia,心血管,0.0,0.20849499,99,0.7863374052930366,离子通道功能,高,PubMed pair审计未见明确报道,0,0,否,否
776,暂缓,跨大领域老药新用,Dexamethasone,内分泌/代谢,Endocrinology/Metabolic,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,0.0,0.23841012,76,0.803548887170282,酶/表观遗传生化,high,上市后文献有新靶点线索,24,17,否,否
777,暂缓,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,0.0,0.21536064,86,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
778,暂缓,跨大领域老药新用,Zidovudine,感染性疾病,Infectious Disease,AR,前列腺癌,prostate cancer,实体瘤,0.0,0.23490378,77,0.8026045909519542,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,否,否
779,暂缓,跨领域但同靶点家族扩展,Fluocinolone Acetonide,内分泌/代谢,Endocrinology/Metabolic,TP53,银屑病,psoriasis,皮肤/免疫,0.0,0.24271986,3,0.098796265629957,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,否,是
780,暂缓,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,TP53,银屑病,psoriasis,皮肤/免疫,0.0,0.2504636,67,0.098796265629957,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,否,否
781,暂缓,跨领域但同靶点家族扩展,Clobetasol Propionate,内分泌/代谢,Endocrinology/Metabolic,TP53,银屑病,psoriasis,皮肤/免疫,0.0,0.27460933,6,0.098796265629957,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,否,是
782,暂缓,跨大领域老药新用,Telaprevir,感染性疾病,Infectious Disease,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,0.0,0.2385227,8,0.0105111087649668,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,否,否
783,暂缓,同领域新靶点/新病种探索,Ribociclib Succinate,肿瘤,Oncology,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,0.0,0.281257,48,0.0105111087649668,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,是,否
784,暂缓,同领域新靶点/新病种探索,Belinostat,肿瘤,Oncology,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,0.0,0.31636885,2,0.0105111087649668,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,是,否
785,暂缓,同领域新靶点/新病种探索,Fludarabine Phosphate,肿瘤,Oncology,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,0.0,0.5110517,21,0.0105111087649668,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,是,否
786,暂缓,同领域同靶点家族扩展,Fluorouracil,肿瘤,Oncology,IMPDH1,乳腺癌,breast carcinoma,实体瘤,0.0,0.25693,4,0.0125143845239069,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,是
787,暂缓,跨大领域老药新用,Prednisone,内分泌/代谢,Endocrinology/Metabolic,GGCX,银屑病,psoriasis,皮肤/免疫,0.0,0.20945372,21,0.0256088099492829,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
788,暂缓,跨大领域老药新用,Obeticholic Acid,其他,Other,GGCX,银屑病,psoriasis,皮肤/免疫,0.0,0.34026152,57,0.0256088099492829,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
789,暂缓,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,GGCX,银屑病,psoriasis,皮肤/免疫,0.0,0.3462712,29,0.0256088099492829,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
790,暂缓,跨大领域老药新用,Mifepristone,内分泌/代谢,Endocrinology/Metabolic,GGCX,银屑病,psoriasis,皮肤/免疫,0.0,0.43904766,45,0.0256088099492829,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
791,暂缓,跨大领域老药新用,Fludarabine Phosphate,肿瘤,Oncology,CTSC,类风湿关节炎,rheumatoid arthritis,免疫/炎症,0.0,0.28359717,100,0.0318247951605612,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
792,暂缓,跨领域但同靶点家族扩展,Dacomitinib,肿瘤,Oncology,FLT1,慢性肾病,chronic kidney disease,肾脏,0.0,0.26294407,13,0.0378819763579827,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,否,是
793,暂缓,跨领域但同靶点家族扩展,Tucatinib,肿瘤,Oncology,FLT1,慢性肾病,chronic kidney disease,肾脏,0.0,0.31695533,10,0.0378819763579827,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,否,是
794,暂缓,同领域同靶点家族扩展,Fluorouracil,肿瘤,Oncology,PPP2CA,乳腺癌,breast cancer,实体瘤,0.0,0.20003816,9,0.0447412322784055,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,是
795,暂缓,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,DPYD,肝细胞癌,hepatocellular carcinoma,实体瘤,0.0,0.46592423,42,0.1130853823077233,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,是,否
796,暂缓,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,DPYD,肝细胞癌,hepatocellular carcinoma,实体瘤,0.0,0.50017345,29,0.1130853823077233,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,是
797,暂缓,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,DPYD,肝细胞癌,hepatocellular carcinoma,实体瘤,0.0,0.5037315,22,0.1130853823077233,酶/表观遗传生化,high,上市后文献有新靶点线索,1,1,是,是
798,暂缓,跨领域但同靶点家族扩展,Mifepristone,内分泌/代谢,Endocrinology/Metabolic,TP53,银屑病,psoriasis,皮肤/免疫,0.0,0.4151737,56,0.098796265629957,核受体/转录因子 reporter,高,上市后文献有新靶点线索,4,4,否,是
799,暂缓,跨领域但同靶点家族扩展,Dexamethasone,内分泌/代谢,Endocrinology/Metabolic,TP53,银屑病,psoriasis,皮肤/免疫,0.0,0.51363266,2,0.098796265629957,核受体/转录因子 reporter,高,上市后文献有新靶点线索,47,47,否,是
800,暂缓,跨领域但同靶点家族扩展,Etonogestrel,感染性疾病,Infectious Disease,TP53,银屑病,psoriasis,皮肤/免疫,0.0,0.5318631,24,0.098796265629957,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,否,是
801,暂缓,跨领域但同靶点家族扩展,Prednisolone Acetate,内分泌/代谢,Endocrinology/Metabolic,NFE2L2,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,0.0,0.24157488,5,0.1085881405472105,核受体/转录因子 reporter,高,上市后文献有新靶点线索,9,9,否,是
802,暂缓,跨大领域老药新用,Prednisolone Sodium Phosphate,未知,,NFE2L2,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,0.0,0.24157488,5,0.1085881405472105,核受体/转录因子 reporter,高,上市后文献有新靶点线索,9,9,否,否
803,暂缓,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,AKT3,乳腺癌,breast carcinoma,实体瘤,0.0,0.20077015,26,0.2012942705677015,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,否
804,暂缓,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,BTK,肺鳞癌,squamous cell lung carcinoma,实体瘤,0.0,0.46883672,13,0.2771848910135263,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,是,是
805,暂缓,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPAS1,肺鳞癌,squamous cell lung carcinoma,实体瘤,0.0,0.2017354,23,0.2776468658318822,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,否,否
806,暂缓,跨领域但同靶点家族扩展,Bempedoic Acid,心血管,Cardiovascular,TYRP1,黑色素瘤,melanoma,实体瘤,0.0,0.27558625,42,0.1255576218909147,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,是
807,暂缓,同领域新靶点/新病种探索,Bosutinib Monohydrate,肿瘤,Oncology,EPAS1,肺鳞癌,squamous cell lung carcinoma,实体瘤,0.0,0.536204,21,0.2776468658318822,核受体/转录因子 reporter,高,上市后文献有新靶点线索,1,1,是,否
808,暂缓,同领域新靶点/新病种探索,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,NR3C1,帕金森病,Parkinson disease,神经/精神,0.0,0.37304986,2,0.3334298529596506,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,是,否
809,暂缓,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,JAK1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,0.0,0.42458314,42,0.3075515545476405,激酶生化/细胞,高,上市后文献有新靶点线索,1,1,是,否
810,暂缓,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,MAP2K2,乳腺癌,breast carcinoma,实体瘤,0.0,0.5135422,13,0.284923196060696,激酶生化/细胞,高,上市后文献有新靶点线索,2,2,是,否
811,暂缓,跨领域但同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,CA4,,,心血管,0.0,0.2124918,47,0.0,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,是
812,暂缓,同领域新靶点/新病种探索,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SCN3A,,,免疫/炎症,0.0,0.23301673,34,0.0,离子通道功能,high,PubMed pair审计未见明确报道,0,0,是,否
813,暂缓,跨大领域老药新用,Clobetasol Propionate,内分泌/代谢,Endocrinology/Metabolic,FGFR3,,,实体瘤,0.0,0.22820276,28,0.0,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
814,暂缓,同领域新靶点/新病种探索,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SCN8A,,,免疫/炎症,0.0,0.22756779,37,0.0,离子通道功能,high,PubMed pair审计未见明确报道,0,0,是,否
815,暂缓,跨大领域老药新用,Risdiplam,其他,Other,VEGFA,前列腺癌,prostate cancer,实体瘤,0.0,0.2199897,61,0.3760890067822182,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
816,暂缓,跨领域但同靶点家族扩展,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,NR3C1,心律失常,cardiac arrhythmia,心血管,0.0,0.4636377,1,0.4311511742837118,核受体/转录因子 reporter,高,上市后文献有新靶点线索,5,5,否,是
817,暂缓,跨领域但同靶点家族扩展,Fedratinib Hydrochloride,免疫/炎症,Immunology/Inflammation,PDGFRB,乳腺癌,breast cancer,实体瘤,0.0,0.35642365,7,0.4280398724553814,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,否,是
818,暂缓,同领域新靶点/新病种探索,Selinexor,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,0.0,0.30546656,7,0.4105397664872695,酶/表观遗传生化,高,上市后文献有新靶点线索,1,1,是,否
819,暂缓,同领域新靶点/新病种探索,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,KCNJ2,心律失常,cardiac arrhythmia,心血管,0.0,0.2538714,38,0.5202047968455021,离子通道功能,高,PubMed pair审计未见明确报道,0,0,是,否
820,暂缓,跨大领域老药新用,Telaprevir,感染性疾病,Infectious Disease,SCN4A,波动性肌强直,myotonia fluctuans,血液肿瘤/血液病,0.0,0.21144308,22,0.5547009499209655,离子通道功能,高,PubMed pair审计未见明确报道,0,0,否,否
821,暂缓,跨大领域老药新用,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SCN4A,波动性肌强直,myotonia fluctuans,代谢,0.0,0.2504934,19,0.5547009499209655,离子通道功能,high,PubMed pair审计未见明确报道,0,0,否,否
822,暂缓,跨大领域老药新用,Zidovudine,感染性疾病,Infectious Disease,RAF1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,0.0,0.20922372,100,0.4584995965098081,激酶生化/细胞,高,PubMed pair审计未见明确报道,0,0,否,否
823,暂缓,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,SCN4A,波动性肌强直,myotonia fluctuans,血液肿瘤/血液病,0.0,0.3131624,37,0.5547009499209655,离子通道功能,高,PubMed pair审计未见明确报道,0,0,是,否
824,暂缓,同领域新靶点/新病种探索,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,KCNQ2,癫痫,epilepsy,神经/精神,0.0,0.24951118,40,0.6000335881744284,离子通道功能,高,PubMed pair审计未见明确报道,0,0,是,否
825,暂缓,跨大领域老药新用,Hydrocortisone,肿瘤,Oncology,RARG,银屑病,psoriasis,皮肤/免疫,0.0,0.2793782,15,0.5908221069683322,核受体/转录因子 reporter,高,上市后文献有新靶点线索,1,1,否,否
826,暂缓,跨大领域老药新用,Hydrocortisone,肿瘤,Oncology,RXRA,银屑病,psoriasis,皮肤/免疫,0.0,0.24043411,37,0.5852793505735276,核受体/转录因子 reporter,高,上市前或窗口外报道,1,0,否,否
827,暂缓,同领域同靶点家族扩展,Ripretinib,肿瘤,Oncology,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.35308427,5,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,是
828,暂缓,同领域同靶点家族扩展,Abiraterone Acetate,肿瘤,Oncology,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.45037144,97,0.663919419942994,酶/表观遗传生化,high,上市后文献有新靶点线索,3,3,是,是
829,暂缓,跨领域但同靶点家族扩展,Atorvastatin Calcium,心血管,Cardiovascular,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.45533887,4,0.663919419942994,酶/表观遗传生化,高,上市后文献有新靶点线索,1,1,否,是
830,暂缓,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.20439348,57,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
831,暂缓,跨大领域老药新用,Entecavir,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.2382409,9,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,否
832,暂缓,跨大领域老药新用,Ritonavir,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.2529925,61,0.663919419942994,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,否,否
833,暂缓,跨大领域老药新用,Ivabradine Hydrochloride,心血管,Cardiovascular,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.25632012,56,0.663919419942994,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,否,否
834,暂缓,跨领域但同靶点家族扩展,Darunavir And Cobicistat,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,0.0,0.3295362,99,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,是
835,暂缓,同领域新靶点/新病种探索,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,SCN2A,双相障碍,bipolar disorder,免疫/炎症,0.0,0.27598226,29,0.7139169025815748,离子通道功能,高,PubMed pair审计未见明确报道,0,0,是,否
836,暂缓,跨大领域老药新用,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,MAP2K1,黑色素瘤,melanoma,实体瘤,0.0,0.2845271,49,0.7309105929215368,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,否
