对照编号,新靶点名称,新靶点的已知药物名称,精确对照原始证据已匹配,对照身份,对照证据类型,对照确认状态,对照ChEMBL编号,对照完整InChIKey,对照SMILES,新靶点ChEMBL编号,新靶点基因,原对照名称,参考证据层级,真实ChEMBL实验编号,真实ChEMBL文献编号,证据文献DOI,原pair_id,对照用途,pair_id,原对照编号,替换前对照名称,替换前对照ChEMBL编号,对照修订版本,本次FDA替换,FDA身份状态,FDA审批申请号,FDA审批来源,对照构建适用条件,替换依据,选用参考activity_id,选用参考端点,选用参考值_nM,选用参考实验描述,对照原靶点名称,对照原靶点编号,对照原作用机制
CTRL-068,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",ROLIPRAM,True,通用名称已收录,"Ki,IC50",仅Ki记录，需先确认SPR结合适用性,CHEMBL63,HJORMJIFDVBMOB-UHFFFAOYSA-N,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,CHEMBL288,PDE4D,ROLIPRAM,Ki_NO_Kd_RECORD,CHEMBL1023029; CHEMBL1045943; CHEMBL1045956; CHEMBL1045957; CHEMBL1045958; CHEMBL2175751; CHEMBL3362177; CHEMBL3374902; CHEMBL3630867; CHEMBL4266755; CHEMBL4266762; CHEMBL4340311; CHEMBL4340312; CHEMBL4390506; CHEMBL4397961; CHEMBL4730650; CHEMBL5615634; CHEMBL5638042; CHEMBL6093521; CHEMBL839598; CHEMBL839599; CHEMBL840090; CHEMBL864319; CHEMBL989823; CHEMBL999595; CHEMBL999596; CHEMBL999597; CHEMBL999598; CHEMBL999599; CHEMBL999600; CHEMBL999601; CHEMBL999602,CHEMBL1138125; CHEMBL1142672; CHEMBL1151716; CHEMBL1152805; CHEMBL1154619; CHEMBL1157355; CHEMBL2169806; CHEMBL3351837; CHEMBL3352813; CHEMBL3627623; CHEMBL4265881; CHEMBL4265882; CHEMBL4339243; CHEMBL4387778; CHEMBL4396884; CHEMBL4725427; CHEMBL5614392; CHEMBL5634154; CHEMBL6092169,10.1016/j.bmc.2015.10.033; 10.1016/j.bmcl.2005.10.026; 10.1016/j.bmcl.2014.07.016; 10.1016/j.bmcl.2018.03.031; 10.1016/j.bmcl.2018.04.068; 10.1016/j.bmcl.2019.06.056; 10.1016/j.ejmech.2023.115893; 10.1016/j.ejmech.2024.116710; 10.1016/j.ejmech.2024.116930; 10.1021/acs.jmedchem.9b00518; 10.1021/acs.jnatprod.9b00049; 10.1021/acsmedchemlett.9b00369; 10.1021/jm030603w; 10.1021/jm300514y; 10.1021/jm701635j; 10.1021/jm800582j; 10.1021/jm8010993; 10.1021/jm900977c; 10.1021/np500394d,HJORMJIFDVBMOB-UHFFFAOYSA-N__CHEMBL288,每个靶点另计参考；不计入384候选；不是384次重复采购,HJORMJIFDVBMOB-UHFFFAOYSA-N__CHEMBL288,CTRL-068,ROLIPRAM,CHEMBL63,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-069,JAK2 — Tyrosine-protein kinase JAK2,RUXOLITINIB,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL1789941,HFNKQEVNSGCOJV-OAHLLOKOSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CHEMBL2971,JAK2,RUXOLITINIB,Kd_RECORD_PRESENT,CHEMBL1292866; CHEMBL2155751; CHEMBL2186598; CHEMBL2186603; CHEMBL2378509; CHEMBL3118993; CHEMBL3299201; CHEMBL3299209; CHEMBL3382736; CHEMBL3388144; CHEMBL3784139; CHEMBL3784147; CHEMBL3991744; CHEMBL4031305; CHEMBL4145181; CHEMBL4341683; CHEMBL4341687; CHEMBL4429697; CHEMBL4714135; CHEMBL4732643; CHEMBL5136190; CHEMBL5385204; CHEMBL5503690; CHEMBL5503710; CHEMBL5706195; CHEMBL5714835; CHEMBL5731567; CHEMBL5737936; CHEMBL6098439,CHEMBL1287810; CHEMBL2150873; CHEMBL2176876; CHEMBL2375236; CHEMBL3112442; CHEMBL3297690; CHEMBL3351789; CHEMBL3779778; CHEMBL3991601; CHEMBL4028864; CHEMBL4138312; CHEMBL4340536; CHEMBL4428074; CHEMBL4706688; CHEMBL4732032; CHEMBL5131539; CHEMBL5380863; CHEMBL5500392; CHEMBL5705885; CHEMBL5712911; CHEMBL5725835; CHEMBL5729032; CHEMBL6096668,10.1016/j.bmc.2016.08.008; 10.1016/j.bmcl.2010.10.026; 10.1016/j.bmcl.2013.02.012; 10.1016/j.bmcl.2014.01.001; 10.1016/j.bmcl.2016.02.035; 10.1016/j.bmcl.2019.04.011; 10.1016/j.ejmech.2024.117107; 10.1021/acs.jmedchem.0c01952; 10.1021/acs.jmedchem.2c00283; 10.1021/acs.jmedchem.3c00036; 10.1021/acs.jmedchem.4c00197; 10.1021/acs.jmedchem.7b00678; 10.1021/acs.jmedchem.8b00076; 10.1021/jm300438j; 10.1021/jm3012239; 10.1021/jm401490p; 10.1021/jm501262q; 10.1038/leu.2009.50; 10.1038/s42003-019-0723-9; 10.1039/d0md00436g; 10.1126/science.aan4368,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL2971,每个靶点另计参考；不计入384候选；不是384次重复采购,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL2971,CTRL-069,RUXOLITINIB,CHEMBL1789941,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA202192; NDA215309; NDA217180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215309; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217180,,,,,,,Non-receptor tyrosine-protein kinase TYK2; Tyrosine-protein kinase JAK1; Tyrosine-protein kinase JAK2; Tyrosine-protein kinase JAK3,CHEMBL2148; CHEMBL2835; CHEMBL2971; CHEMBL3553,Tyrosine-protein kinase JAK1 inhibitor; Tyrosine-protein kinase JAK2 inhibitor; Tyrosine-protein kinase JAK3 inhibitor; Tyrosine-protein kinase TYK2 inhibitor
CTRL-070,ROCK2 — Rho-associated protein kinase 2,Y-39983,True,通用名称已收录,"IC50,Ki,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL571948,JTVBXQAYBIJXRP-SNVBAGLBSA-N,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,CHEMBL2973,ROCK2,Y-39983,Kd_RECORD_PRESENT,CHEMBL3240142; CHEMBL3991871; CHEMBL5150293; CHEMBL5257163,CHEMBL3232974; CHEMBL3991601; CHEMBL5149965; CHEMBL5257016,10.1016/j.bmcl.2014.03.017; 10.1021/acs.jmedchem.0c01511; 10.1021/acs.jmedchem.5b00683; 10.1126/science.aan4368,JTVBXQAYBIJXRP-SNVBAGLBSA-N__CHEMBL2973,每个靶点另计参考；不计入384候选；不是384次重复采购,JTVBXQAYBIJXRP-SNVBAGLBSA-N__CHEMBL2973,CTRL-070,Y-39983,CHEMBL571948,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-071,PRKCB — Protein kinase C beta type,ENZASTAURIN,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL300138,AXRCEOKUDYDWLF-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL3045,PRKCB,ENZASTAURIN,Kd_RECORD_PRESENT,CHEMBL3991843; CHEMBL4234419; CHEMBL5210620; CHEMBL761758; CHEMBL764582,CHEMBL1136405; CHEMBL3991601; CHEMBL4229455; CHEMBL5210307,10.1016/j.bmc.2018.07.012; 10.1016/s0960-894x(03)00286-5; 10.1126/science.aan4368; 10.6019/CHEMBL5210307,AXRCEOKUDYDWLF-UHFFFAOYSA-N__CHEMBL3045,每个靶点另计参考；不计入384候选；不是384次重复采购,AXRCEOKUDYDWLF-UHFFFAOYSA-N__CHEMBL3045,CTRL-071,ENZASTAURIN,CHEMBL300138,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-072,CDK9 — Cyclin-dependent kinase 9,DINACICLIB,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,CHEMBL3116,CDK9,DINACICLIB,Kd_RECORD_PRESENT,CHEMBL3777660; CHEMBL3856518; CHEMBL3991663; CHEMBL4841252; CHEMBL5504167; CHEMBL6101072,CHEMBL3774312; CHEMBL3856187; CHEMBL3991601; CHEMBL4840335; CHEMBL5500401; CHEMBL6096727,10.1016/j.ejmech.2016.01.011; 10.1021/acs.jmedchem.1c01148; 10.1021/acs.jmedchem.4c00233; 10.1021/acs.jmedchem.4c01933; 10.1021/acs.jmedchem.6b00150; 10.1126/science.aan4368,PIMQWRZWLQKKBJ-SFHVURJKSA-N__CHEMBL3116,每个靶点另计参考；不计入384候选；不是384次重复采购,PIMQWRZWLQKKBJ-SFHVURJKSA-N__CHEMBL3116,CTRL-072,DINACICLIB,CHEMBL2103840,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-073,"PIK3CB — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",GEDATOLISIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL592445,DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,CHEMBL3145,PIK3CB,PICTILISIB,Kd_RECORD_PRESENT,CHEMBL4019280,CHEMBL4017506,10.1021/acs.jmedchem.7b00930,LHNIIDJUOCFXAP-UHFFFAOYSA-N__CHEMBL3145,每个靶点另计参考；不计入384候选；不是384次重复采购,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL3145,CTRL-073,PICTILISIB,CHEMBL521851,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA219908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908,人源PI3Kbeta催化蛋白；参考构建118–1070，核对调节亚基与蛋白状态。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,18088192,Kd,3.5,Binding affinity to human PI3Kbeta (P118 to S1070 residues) expressed in mammalian expression system by Kinomescan assay,PI3-kinase class I; Serine/threonine-protein kinase mTOR,CHEMBL2842; CHEMBL3559703,PI3-kinase class I inhibitor; Serine/threonine-protein kinase mTOR inhibitor
CTRL-074,HCK — Tyrosine-protein kinase HCK,STAUROSPORINE,True,通用名称已收录,"Kd,IC50",有Kd记录，待确认构建与SPR实测活性,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL3234,HCK,STAUROSPORINE,Kd_RECORD_PRESENT,CHEMBL1063730; CHEMBL4328442; CHEMBL4720708; CHEMBL5720746; CHEMBL860887,CHEMBL1144455; CHEMBL1150977; CHEMBL4325871; CHEMBL4715818; CHEMBL5715954,10.1016/j.bmc.2018.02.022; 10.1016/j.ejmech.2018.10.052; 10.1038/nbt1068; 10.1038/nbt1358; 10.1182/blood-2016-08-731240,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL3234,每个靶点另计参考；不计入384候选；不是384次重复采购,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL3234,CTRL-074,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-075,CA12 — Carbonic anhydrase 12,INDAPAMIDE,True,通用名称已收录,"Ki,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL406,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CHEMBL3242,CA12,INDAPAMIDE,Kd_RECORD_PRESENT,CHEMBL1029738; CHEMBL2446502,CHEMBL1143325; CHEMBL2439997,10.1016/j.bmc.2008.12.023; 10.1016/j.bmc.2013.09.029,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL3242,每个靶点另计参考；不计入384候选；不是384次重复采购,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL3242,CTRL-075,INDAPAMIDE,CHEMBL406,20260910_FDA_V2,False,FDA名称匹配；精确结构身份待复核,ANDA074299; ANDA074461; ANDA074722,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074299; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074461; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074722,,,,,,,Solute carrier family 12 member 3,CHEMBL1876,Thiazide-sensitive sodium-chloride cotransporter inhibitor
CTRL-FDA-076,HDAC1 — Histone deacetylase 1,VORINOSTAT,True,FDA获批药物精确结构已匹配,Ki,FDA药物拟用对照；本次依据Ki记录，非SPR实测Kd；待实验室确认构建并测通,CHEMBL98,WAEXFXRVDQXREF-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1ccccc1)NO,CHEMBL325,HDAC1,TRICHOSTATIN,Ki_NO_Kd_RECORD,CHEMBL1216982,CHEMBL1212811,10.1038/nchembio.313,RTKIYFITIVXBLE-QEQCGCAPSA-N__CHEMBL325,每个靶点另计参考；不计入384候选；不是384次重复采购,WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL325,CTRL-076,TRICHOSTATIN,CHEMBL99,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA021991,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021991,具有活性的HDAC1催化构建及金属辅因子；采用Ki记录，不能视为SPR实测Kd。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,3390002,Ki,1.3,Inhibition of human HDAC1,Histone deacetylase 1; Histone deacetylase 2; Histone deacetylase 3; Protein deacetylase HDAC6,CHEMBL1829; CHEMBL1865; CHEMBL1937; CHEMBL325,Histone deacetylase 1 inhibitor; Histone deacetylase 2 inhibitor; Histone deacetylase 3 inhibitor; Histone deacetylase 6 inhibitor
CTRL-FDA-077,"PIK3CG — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",GEDATOLISIB,True,FDA获批药物精确结构已匹配,Kd,FDA药物拟用对照；有选用Kd结合记录；待实验室确认构建并测通,CHEMBL592445,DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,CHEMBL3267,PIK3CG,PICTILISIB,Kd_RECORD_PRESENT,CHEMBL4019281,CHEMBL4017506,10.1021/acs.jmedchem.7b00930,LHNIIDJUOCFXAP-UHFFFAOYSA-N__CHEMBL3267,每个靶点另计参考；不计入384候选；不是384次重复采购,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL3267,CTRL-077,PICTILISIB,CHEMBL521851,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA219908,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908,人源PI3Kgamma催化蛋白；参考构建144–1102，核对调节亚基与蛋白状态。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,18088198,Kd,24.0,Binding affinity to human PI3Kgamma (S144 to A1102 residues) expressed in mammalian expression system by Kinomescan assay,PI3-kinase class I; Serine/threonine-protein kinase mTOR,CHEMBL2842; CHEMBL3559703,PI3-kinase class I inhibitor; Serine/threonine-protein kinase mTOR inhibitor
CTRL-078,HDAC11 — Histone deacetylase 11,PANOBINOSTAT,True,通用名称已收录,"IC50,Ki",仅Ki记录，需先确认SPR结合适用性,CHEMBL483254,FPOHNWQLNRZRFC-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,CHEMBL3310,HDAC11,PANOBINOSTAT,Ki_NO_Kd_RECORD,CHEMBL3829041; CHEMBL4236298; CHEMBL4339277; CHEMBL4357507; CHEMBL5043905; CHEMBL5226428; CHEMBL5524167; CHEMBL5550846; CHEMBL5735577; CHEMBL6087085,CHEMBL3826921; CHEMBL4229543; CHEMBL4339181; CHEMBL4354838; CHEMBL5042504; CHEMBL5226279; CHEMBL5523684; CHEMBL5550109; CHEMBL5727872; CHEMBL6083289,10.1016/j.bmc.2024.117587; 10.1016/j.bmcl.2018.06.029; 10.1016/j.ejmech.2020.112887; 10.1016/j.ejmech.2024.116324; 10.1021/acs.jmedchem.1c01472; 10.1021/acs.jmedchem.4c02024; 10.1021/acs.jmedchem.6b00579; 10.1021/acs.jmedchem.8b00189; 10.1021/acs.jmedchem.9b01792,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL3310,每个靶点另计参考；不计入384候选；不是384次重复采购,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL3310,CTRL-078,PANOBINOSTAT,CHEMBL483254,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,Histone deacetylase,CHEMBL2093865,Histone deacetylase inhibitor
CTRL-079,ENPEP — Glutamyl aminopeptidase,研究化合物 CHEMBL4217064（无通用名称）,True,仅研究编号，实物待落实,Ki,仅Ki记录，需先确认SPR结合适用性；须按结构落实实物,CHEMBL4217064,DVQGHYMQIXFLEX-RLDOYHLOSA-N,CC[C@H](C)[C@H](NC(=O)C(S)C(N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL3439,ENPEP,CHEMBL4217064,Ki_NO_Kd_RECORD,CHEMBL4194806,CHEMBL4190377,10.1021/acs.jmedchem.7b00782,DVQGHYMQIXFLEX-RLDOYHLOSA-N__CHEMBL3439,每个靶点另计参考；不计入384候选；不是384次重复采购,DVQGHYMQIXFLEX-RLDOYHLOSA-N__CHEMBL3439,CTRL-079,研究化合物 CHEMBL4217064（无通用名称）,CHEMBL4217064,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-080,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",BIFONAZOLE,True,通用名称已收录,"Ki,IC50",仅Ki记录，需先确认SPR结合适用性,CHEMBL277535,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CHEMBL3522,CYP17A1,BIFONAZOLE,Ki_NO_Kd_RECORD,CHEMBL1006441; CHEMBL661140,CHEMBL1145784; CHEMBL1156610,10.1016/j.bmc.2008.07.011; 10.1021/jm020576u,OCAPBUJLXMYKEJ-UHFFFAOYSA-N__CHEMBL3522,每个靶点另计参考；不计入384候选；不是384次重复采购,OCAPBUJLXMYKEJ-UHFFFAOYSA-N__CHEMBL3522,CTRL-080,BIFONAZOLE,CHEMBL277535,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-081,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",研究化合物 CHEMBL5810180（无通用名称）,True,仅研究编号，实物待落实,Ki,仅Ki记录，需先确认SPR结合适用性；须按结构落实实物,CHEMBL5810180,FEPNMKDMRNRDPJ-APHBMKBZSA-N,C[C@@H](c1cnc(C2CC2)nc1)n1nc(C#N)c2c(=O)[nH]c([C@@H]3CC[C@H]3c3ncccn3)nc21,CHEMBL3535,PDE9A,CHEMBL5810180,Ki_NO_Kd_RECORD,CHEMBL5736469; CHEMBL5736916,CHEMBL5728301; CHEMBL5728515,,FEPNMKDMRNRDPJ-APHBMKBZSA-N__CHEMBL3535,每个靶点另计参考；不计入384候选；不是384次重复采购,FEPNMKDMRNRDPJ-APHBMKBZSA-N__CHEMBL3535,CTRL-081,研究化合物 CHEMBL5810180（无通用名称）,CHEMBL5810180,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-FDA-082,TYK2 — Non-receptor tyrosine-protein kinase TYK2,TOFACITINIB,True,FDA获批药物精确结构已匹配,Ki,FDA药物拟用对照；本次依据Ki记录，非SPR实测Kd；待实验室确认构建并测通,CHEMBL221959,UJLAWZDWDVHWOW-YPMHNXCESA-N,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL3553,TYK2,STAUROSPORINE,Ki_NO_Kd_RECORD,CHEMBL2155752,CHEMBL2150873,10.1021/jm300438j,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL3553,每个靶点另计参考；不计入384候选；不是384次重复采购,UJLAWZDWDVHWOW-YPMHNXCESA-N__CHEMBL3553,CTRL-082,STAUROSPORINE,CHEMBL388978,20260910_FDA_V2,True,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA203214; NDA208246; NDA213082,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203214; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208246; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213082,具有活性的JH1催化域；参考酶学Ki，不适用于仅JH2域。,替换拟用对照；FDA身份与具体活性记录已核对，实验室构建和SPR适用性仍待确认,12062098,Ki,4.39,Inhibition of human recombinant GST-tagged TYK2 using 5-FAM-KKSRGDYMTMQIG as substrate by peptide mobility shift assay,Janus Kinase (JAK),CHEMBL2363062,Janus Kinase (JAK) inhibitor
CTRL-083,MET — Hepatocyte growth factor receptor,TEPOTINIB,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL3402762,AHYMHWXQRWRBKT-UHFFFAOYSA-N,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,CHEMBL3717,MET,TEPOTINIB,Kd_RECORD_PRESENT,CHEMBL3404456; CHEMBL3767620; CHEMBL3991789; CHEMBL5339368; CHEMBL5516142; CHEMBL6186837,CHEMBL3399942; CHEMBL3763130; CHEMBL3991601; CHEMBL5338715; CHEMBL5512666; CHEMBL6182925,10.1016/j.bmcl.2015.02.002; 10.1016/j.ejmech.2015.12.016; 10.1016/j.ejmech.2022.114561; 10.1021/acs.jmedchem.3c02426; 10.1021/acs.jmedchem.5c00834; 10.1126/science.aan4368,AHYMHWXQRWRBKT-UHFFFAOYSA-N__CHEMBL3717,每个靶点另计参考；不计入384候选；不是384次重复采购,AHYMHWXQRWRBKT-UHFFFAOYSA-N__CHEMBL3717,CTRL-083,TEPOTINIB,CHEMBL3402762,20260910_FDA_V2,False,FDA获批身份已匹配（完整结构；2026-08-03官方快照）,NDA214096,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214096,,,,,,,Hepatocyte growth factor receptor,CHEMBL3717,Hepatocyte growth factor receptor inhibitor
CTRL-084,CA4 — Carbonic anhydrase 4,ACETAZOLAMIDE,True,通用名称已收录,"Ki,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL20,BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL3729,CA4,ACETAZOLAMIDE,Kd_RECORD_PRESENT,CHEMBL1948411; CHEMBL3377082; CHEMBL4007128; CHEMBL4316475; CHEMBL4316487; CHEMBL4736950; CHEMBL5239382; CHEMBL5352231; CHEMBL6077600; CHEMBL839013; CHEMBL993072,CHEMBL1143327; CHEMBL1144327; CHEMBL1944506; CHEMBL3352490; CHEMBL4004875; CHEMBL4312038; CHEMBL4732171; CHEMBL5236613; CHEMBL5346980; CHEMBL6074704,10.1016/j.bmc.2017.02.037; 10.1016/j.bmc.2022.117111; 10.1016/j.bmcl.2004.12.009; 10.1016/j.bmcl.2008.12.056; 10.1016/j.bmcl.2011.12.069; 10.1016/j.ejmech.2019.111825; 10.1021/acs.jmedchem.0c02077; 10.1021/acs.jmedchem.3c00721; 10.1021/acsmedchemlett.4c00380; 10.1021/jm501003k,BZKPWHYZMXOIDC-UHFFFAOYSA-N__CHEMBL3729,每个靶点另计参考；不计入384候选；不是384次重复采购,BZKPWHYZMXOIDC-UHFFFAOYSA-N__CHEMBL3729,CTRL-084,ACETAZOLAMIDE,CHEMBL20,20260910_FDA_V2,False,FDA名称匹配；精确结构身份待复核,ANDA040089; ANDA040195; ANDA040784; ANDA040904; ANDA084840; ANDA090779; ANDA200880; ANDA202693; ANDA203434; ANDA204691; ANDA205301; ANDA205530; ANDA206533; ANDA207401; ANDA207659; ANDA209734; ANDA210423; ANDA210588; ANDA211069; ANDA211372; ANDA211556; ANDA212089; ANDA214282; ANDA215101; ANDA217197; ANDA218023; ANDA219775,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040089; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040195; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040784,,,,,,,,,
CTRL-085,METAP2 — Methionine aminopeptidase 2,WM-1119,True,通用名称已收录,"IC50,Kd",有Kd记录，待确认构建与SPR实测活性,CHEMBL4456585,QLXULUNLCRKWRD-UHFFFAOYSA-N,O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1,CHEMBL3922,METAP2,WM-1119,Kd_RECORD_PRESENT,CHEMBL4883187; CHEMBL4883188,CHEMBL4507321,10.6019/CHEMBL4507321,QLXULUNLCRKWRD-UHFFFAOYSA-N__CHEMBL3922,每个靶点另计参考；不计入384候选；不是384次重复采购,QLXULUNLCRKWRD-UHFFFAOYSA-N__CHEMBL3922,CTRL-085,WM-1119,CHEMBL4456585,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
CTRL-086,GART — Trifunctional purine biosynthetic protein adenosine-3,研究化合物 CHEMBL5653589（无通用名称）,True,仅研究编号，实物待落实,Kd,有Kd记录，待确认构建与SPR实测活性；须按结构落实实物,CHEMBL5653589,MWKSRKSEWLRPBL-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,CHEMBL3972,GART,CHEMBL5653589,Kd_RECORD_PRESENT,CHEMBL5651460,CHEMBL5649169,10.1002/cmdc.201800398,MWKSRKSEWLRPBL-UHFFFAOYSA-N__CHEMBL3972,每个靶点另计参考；不计入384候选；不是384次重复采购,MWKSRKSEWLRPBL-UHFFFAOYSA-N__CHEMBL3972,CTRL-086,研究化合物 CHEMBL5653589（无通用名称）,CHEMBL5653589,20260910_FDA_V2,False,本轮未确认FDA批准身份,,,,,,,,,,,
