drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits,origin_scope_note
dextromethorphan,RESPIRATORY;NEURO_PSYCHIATRIC,单药镇咳；与quinidine复方治疗假性延髓情感；与bupropion复方治疗MDD及AD痴呆相关激越,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=47b713bd-4c1e-f44a-e063-6294a90a63d3;https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=dcefda7c-9a68-278e-e053-2995a90aec79;https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=484e0918-3442-49dc-8ccf-177f1f3ee9f3,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。区分OTC单药与神经复方；复方适应症不等于单药获批。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
diltiazem,CARDIOVASCULAR,高血压、慢性稳定/冠痉挛心绞痛；注射用于房颤/房扑心率控制及PSVT转复,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a0f67ad-17d8-a3f4-e063-6394a90afb32;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc02db0f-5311-4b61-896e-bfe340832735;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59464700-f7f1-6ab0-e063-6394a90aa778;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c567fe7e-887e-4291-a0d1-2dd3f25cbf25,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
donepezil,NEURO_PSYCHIATRIC,轻中重度阿尔茨海默型痴呆,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0516d548-db9b-410a-aec9-79aedbc3f6e9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a085ed33-c262-44ab-e053-2a95a90a5557;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c942a4c9-dbe5-4131-bb6c-aa2d31b387e7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8138f616-83f3-4c47-84ef-1bce2db339f7,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
dronabinol,GASTROINTESTINAL;ONCOLOGY;INFECTION,AIDS相关厌食体重下降及难治化疗恶心呕吐的支持治疗；不治疗HIV或癌症本体,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd8c5d57-0173-4f62-8ff0-d8147986a976;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=adb1801c-0fb5-4e16-b969-1db91230e0b9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7801c70-995d-46a2-91ee-141ef427c6b5;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66f36fe0-9808-4b73-a99a-794d86ff0c1c,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。ONCOLOGY/INFECTION仅支持治疗场景，不是癌症/病毒病直接治疗。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
duvelisib,ONCOLOGY,经至少两线治疗的复发难治CLL/SLL；不将标签明确不推荐的一/二线计入,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3c5ac56-e1f6-473a-bc73-687836534780,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
elexacaftor,RESPIRATORY,TRIKAFTA复方治疗符合CFTR条件的囊性纤维化,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f354423a-85c2-41c3-a9db-0f3aee135d8d&type=display,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。仅复方成分；不能声称单药获批治疗CF。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
enasidenib,ONCOLOGY,IDH2突变复发难治AML,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5b4cdf0-3fa8-4c6c-80f6-8d8a00e3a5b6,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
esketamine,NEURO_PSYCHIATRIC,难治抑郁及伴急性自杀意念/行为的MDD抑郁症状；不是已证实自杀预防，也非标签麻醉,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d81a6a79-a74a-44b7-822c-0dfa3036eaed,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
etravirine,INFECTION,经治HIV患者联合抗逆转录病毒治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea3856f6-fedf-ee88-e053-2a95a90a33ce;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=458bb39e-2e87-b4b4-e063-6394a90ae867;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e009f19-4609-4020-bee1-dc27c504046c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50ca19cb-0f43-4d7b-8c9e-8b3aaded0546,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
flunisolide,EYE_ENT;RESPIRATORY;IMMUNE_INFLAMMATORY,季节/常年鼻炎鼻部症状；AEROSPAN历史标签哮喘维持及减少口服激素需求,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50d87523-e1fb-4342-825f-9dba972c6a25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f39cae46-c68f-47ef-82f3-4fd3dd46c74c;https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021247s017lbl.pdf,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。补核历史吸入哮喘标签，未声明当前销售状态。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
furosemide,CARDIOVASCULAR;RENAL_URINARY;GASTROINTESTINAL;RESPIRATORY,心衰/肝硬化/肾病相关水肿、高血压；急性肺水肿辅助，非各器官原病通用治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dba00759-87b4-4ecf-998e-ba03ed3d2f1a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58cc1e38-6000-1489-e063-6394a90a5978;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7cdcd001-ab4b-4210-a455-2e17a7bc4972;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d312ab0-589c-427b-84da-18887244bfc9,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
gepirone,NEURO_PSYCHIATRIC,成人MDD,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c78edd8-6acb-433c-9d34-2527da8d64e1,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
glimepiride,ENDOCRINE_METABOLIC_REPRODUCTIVE,成人2型糖尿病血糖控制；不包括1型及酮症酸中毒,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc9d8495-184c-3af1-e053-6394a90a5e29;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e863f84-d6f2-4d61-8250-774569e84353;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cc2bc07f-3fab-4df1-85cc-dc0c8e60b4fa;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=744a5cca-7863-491a-b43a-1b649791702c,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
hydroxychloroquine,INFECTION;IMMUNE_INFLAMMATORY;MUSCULOSKELETAL_CONNECTIVE;DERMATOLOGIC,敏感疟原虫疟疾治疗/预防；类风湿关节炎、系统性及盘状红斑狼疮,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebe00e35-ed3d-40f4-9a93-a37b0da01ddb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da435181-0c5a-4188-8d59-51234116b005;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68d6439d-b927-47e6-86ef-20e572e81941;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6971241c-8323-456e-91a4-a404a9e100de,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
imipenem,INFECTION,与cilastatin合用治疗敏感菌严重感染,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f41d8abd-7792-4918-1b93-bd83ea01955e,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。cilastatin复方，不能将协同给药要求删除。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
indapamide,CARDIOVASCULAR,高血压、充血心衰盐水潴留；不把正常妊娠水肿/子痫预防记作常规用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59cd3331-7afe-432a-8b50-39533fd5f392;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25b5bb79-400d-e266-e063-6394a90abfd8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0687ed93-4761-4f9c-887d-95309c03f60e,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
ivosidenib,ONCOLOGY,特定IDH1突变AML、MDS及经治胆管癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=65d254c0-67ad-42c4-b972-ad463b755b2d,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
labetalol,CARDIOVASCULAR,高血压/严重高血压控制；风险管理中的糖尿病等不是本药适应症,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2e50571-d8c1-43e7-b90f-877ba1c35c9b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5954cc5c-3e73-e039-e063-6394a90a7d6a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abfc6b75-1ed5-41f1-0484-4597488237bc;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30281c4d-2fd1-167a-e063-6294a90a77c4,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
larotrectinib,ONCOLOGY,符合NTRK融合及晚期/手术代价等条件的实体瘤，不按器官拆跨类,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c8ca614-58b2-4aa4-83d3-0387a8f782fd;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9525f887-a055-4e33-8e92-898d42828cd1,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lesinurad,ENDOCRINE_METABOLIC_REPRODUCTIVE;MUSCULOSKELETAL_CONNECTIVE,与黄嘌呤氧化酶抑制剂联合治疗未达标的痛风高尿酸血症,EXTERNAL_REVIEWED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。历史2015获批用途；未据此断言现仍在售。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lidocaine,NEURO_PSYCHIATRIC;CARDIOVASCULAR,局部/区域/黏膜麻醉及局部镇痛；静脉用于急性室性心律失常,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f8d20d2-6a91-4a5b-bfe8-f1baada38442;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1986c302-82a0-95a9-e063-6294a90a3339;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9920daef-b156-4a14-b641-f714191ffb5c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dfef4554-aeb4-4bdf-9557-648d3e84af3c;https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6947af02-f4e0-7f9c-e053-2a91aa0a45cd,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
lisinopril,CARDIOVASCULAR,高血压、收缩性心衰辅助、急性心梗降低死亡；卒中风险降低属CV收益,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34bb4602-ccff-4939-91b9-26a63bfd40f7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e6364a4-6d66-4151-8197-d45e2a762895;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6051cc96-86e0-bd0b-e053-2a91aa0a5dcf;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42f49299-7ae5-4d30-86eb-66b739c0e95d,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
losartan,CARDIOVASCULAR;RENAL_URINARY;ENDOCRINE_METABOLIC_REPRODUCTIVE,高血压、特定高血压伴左室肥厚卒中风险降低、2型糖尿病肾病,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a397502e-abe7-49cf-97c7-d53a616947eb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=021cd76a-b093-4704-8410-5e7d01e20a54;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e136356b-e4d2-4e00-a409-35825c5637c9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c43e9dc6-2c8a-47d7-b40d-eb55dfe11a51,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
luliconazole,INFECTION;DERMATOLOGIC,足癣/股癣/体癣局部抗真菌治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ccda3ba-9c98-468d-83c6-7f0cc7c88c33;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7016010-ce43-4c09-8d21-aeb697ffed31,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
mebendazole,INFECTION,肠道蠕虫感染；VERMOX蛔/鞭虫，EMVERM另含蛲/钩虫,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a720c424-517a-461b-8e13-6c37caf8aa3f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8c46363-f739-4f6e-bca8-1ce5e8d3f78d,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
meropenem,INFECTION,复杂皮肤/腹腔细菌感染及儿童细菌性脑膜炎；含vaborbactam复方另有cUTI,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a2a545e-b336-416a-be73-9e0a7ccf6177;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e8848f4a-bca9-4978-b0a1-38483fd4d639;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e237fd0f-3050-42a3-b43e-b6fb4824e93d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=240325ba-47a8-4ad1-bcab-6772069ee790,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。输入含VABOMERE复方；保留感染宏类，不把复方cUTI归单体独立批准。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
methylnaltrexone,GASTROINTESTINAL;ONCOLOGY,阿片诱导便秘，含晚期疾病/活动癌痛姑息场景；不治疗癌症本体,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c488fb7c-0a5b-487c-b452-996809d1cb99,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。ONCOLOGY仅癌痛阿片便秘姑息支持场景，不是抗癌。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
migalastat,ENDOCRINE_METABOLIC_REPRODUCTIVE,特定可响应GLA变异Fabry病；肾底物终点不等于独立全部肾病用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66dbd928-0f1c-48b1-a832-54e4abd9f1db,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
morphine,NEURO_PSYCHIATRIC,需要阿片治疗的严重急/慢性疼痛；非针对所有致痛原发病的治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=533034fd-c8e7-495b-8874-0db41bd1e65a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67f0ee8d-696e-4c08-9007-3df0e3988bad;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69a0d5be-3211-4b7f-962b-e9d9a507321f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c354b3bf-86c0-4bb8-8b1f-be2164942698,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
naltrexone,NEURO_PSYCHIATRIC;ENDOCRINE_METABOLIC_REPRODUCTIVE,酒精依赖及外源阿片作用阻断；CONTRAVE与bupropion复方长期体重管理,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57e8b767-54c2-dfa3-e063-6394a90ae6c2;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f821dd49-3fa7-4d33-99de-19023ff1ae65;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57439bad-00f0-5696-e063-6294a90a2ea5;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=adb7c4dc-221a-4d91-9687-0d78913a92ad;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=485ff360-32c8-11df-928b-0002a5d5c51b,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。体重管理为与bupropion复方，不宣称本药单体获批减肥。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
nicotine polacrilex,NEURO_PSYCHIATRIC,戒烟尼古丁渴求与戒断症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a94092b-f80e-c656-e063-6294a90ab15a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec341a77-5b62-4980-8d31-27c12ae92561,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
olanzapine,NEURO_PSYCHIATRIC,精神分裂症、双相I躁狂/混合/维持及相关急性激越；与fluoxetine联合双相抑郁/难治抑郁,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63bcfe98-d1fc-4cd7-9212-f59ee4dcc6d1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c47ee16f-5a86-49f2-8d85-5f49a6c8d91e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38a89689-efc2-4931-8f65-868dc0248d6a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5ba67321-6988-46ea-97a0-549954e2c405,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
olmesartan,CARDIOVASCULAR,高血压；标签为medoxomil前药，含HCT复方条目仍同用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1be698df-30a0-4117-8c24-7253af94c8ad;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=812d2d57-14d6-48a9-9687-85c2d125197e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b8585a2-22e0-4a4f-a1c3-24bcdec01834;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569596a2-98f0-116a-e063-6294a90a3fa1,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。活性体与medoxomil前药需身份另核；检测到复方污染但不增添原疾病领域。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
ondansetron,GASTROINTESTINAL;ONCOLOGY,化疗/放疗及术后恶心呕吐预防；肿瘤场景支持治疗而非抗癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=416be720-82e8-4a6d-8531-c1a29869daae;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=269c920c-643a-4eea-9bf9-b1f008915db9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f175a336-433b-7ab2-e053-2995a90ad5ca;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a29b5c18-9884-4c88-8827-65d9ad5f69f6,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。ONCOLOGY仅化放疗支持治疗，不是抗癌。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
oxybutynin,RENAL_URINARY,神经源性膀胱不稳定相关尿急/频/失禁/排尿症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a08a16a-f16d-4ef1-95bb-6943bcae0737;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7c497c6c-2448-2c80-e053-2991aa0ab8c7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9578b6b8-5b9d-4263-9142-39b2c7216b85;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fe4ed76b-0009-455f-be30-47e80fc1afdf,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
ozanimod,NEURO_PSYCHIATRIC;IMMUNE_INFLAMMATORY;GASTROINTESTINAL,复发型MS及中重度活动性溃疡性结肠炎,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93ce2fab-edfb-4804-8074-963071de51e4,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
palbociclib,ONCOLOGY,多种特定HR/HER2及PIK3CA状态乳癌联合/维持治疗，不按乳癌亚型制造跨类,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89a142d5-7e61-48bf-9e77-e2cd124c4792;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0e6412f-50b4-4fd4-9364-62818d121a07,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
