candidate_id,pair_id,modeled_entity_name,drug_names,gene_symbol,target_chembl_id,recommendation_band,evidence_utility_unvalidated,within_target_review_order,execution_condition,proposed_stage
C384-240,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL286,afatinib,afatinib,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-241,NYNZQNWKBKUAII-KBXCAEBGSA-N__CHEMBL1902,larotrectinib,larotrectinib,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-242,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL4179,dolutegravir,dolutegravir,MAPK9,CHEMBL4179,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-243,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL286,ribociclib,ribociclib,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-244,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1952,etravirine,etravirine,TYMS,CHEMBL1952,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-245,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1977,etonogestrel,etonogestrel,VDR,CHEMBL1977,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-246,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1808,labetalol,labetalol,ACE,CHEMBL1808,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-247,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL2148,ubrogepant,ubrogepant,JAK3,CHEMBL2148,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-248,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,efavirenz,efavirenz,AR,CHEMBL1871,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-249,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2276,bictegravir,bictegravir,MAPK8,CHEMBL2276,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-250,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,avanafil,avanafil,PDE4D,CHEMBL288,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-251,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2243,glasdegib,glasdegib,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-252,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1902,lubiprostone,lubiprostone,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-253,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902,vaborbactam,vaborbactam,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-254,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922,ubrogepant,ubrogepant,METAP2,CHEMBL3922,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-255,PBAPPPCECJKMCM-IBGZPJMESA-N__CHEMBL1944,mirabegron,mirabegron,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-256,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,ranolazine,ranolazine,PDGFRA,CHEMBL2007,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-257,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL1808,indapamide,indapamide,ACE,CHEMBL1808,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-258,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL2973,vibegron,vibegron,ROCK2,CHEMBL2973,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-259,WJBLNOPPDWQMCH-MBPVOVBZSA-N__CHEMBL1977,nalmefene,nalmefene,VDR,CHEMBL1977,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-260,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,morphine,morphine,CA2,CHEMBL205,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-261,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,eltrombopag,eltrombopag,HCK,CHEMBL3234,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-262,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,dexrazoxane,dexrazoxane,MMP8,CHEMBL4588,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-263,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL5366,bictegravir,bictegravir,PARP2,CHEMBL5366,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-264,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,retapamulin,retapamulin,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.25,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-265,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,vorapaxar,vorapaxar,DPP4,CHEMBL284,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.25,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-266,BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,oxycodone,oxycodone,CA2,CHEMBL205,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-267,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,pomalidomide,pomalidomide,HDAC11,CHEMBL3310,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-268,VPPJLAIAVCUEMN-GFCCVEGCSA-N__CHEMBL2039,lacosamide,lacosamide,MAOB,CHEMBL2039,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-269,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL242,brexanolone,brexanolone,ESR2,CHEMBL242,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-270,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,olopatadine,olopatadine,NR3C1,CHEMBL2034,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-271,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3116,thalidomide,thalidomide,CDK9,CHEMBL3116,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-272,QNZCBYKSOIHPEH-UHFFFAOYSA-N__CHEMBL3729,apixaban,apixaban,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-273,TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL3729,metoclopramide,metoclopramide,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-274,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,chloroprocaine,chloroprocaine,ACHE,CHEMBL220,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-275,ZBBHBTPTTSWHBA-UHFFFAOYSA-N__CHEMBL2243,nicardipine,nicardipine,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-276,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL325,binimetinib,binimetinib,HDAC1,CHEMBL325,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,3.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-277,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,piperacillin,piperacillin,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.75,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-278,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,rolapitant,rolapitant,PDE9A,CHEMBL3535,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.75,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-279,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,bempedoic acid,bempedoic acid,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.75,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-280,PNCPYILNMDWPEY-QGZVFWFLSA-N__CHEMBL1844,silodosin,silodosin,CSF1R,CHEMBL1844,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-281,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,macimorelin,macimorelin,MMP3,CHEMBL283,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-282,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,lifitegrast,lifitegrast,TYMS,CHEMBL1952,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-283,BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL2252,arformoterol,arformoterol,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-284,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,pilocarpine,pilocarpine,CYP11B2,CHEMBL2722,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-285,SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4073,relebactam,relebactam,MMP7,CHEMBL4073,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-286,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,pilocarpine,pilocarpine,CYP11B1,CHEMBL1908,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-287,HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL286,diltiazem,diltiazem,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-288,FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL1844,ixabepilone,ixabepilone,CSF1R,CHEMBL1844,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-289,SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,nicotine polacrilex,nicotine polacrilex,CYP46A1,CHEMBL4523510,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-290,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL5366,cobimetinib,cobimetinib,PARP2,CHEMBL5366,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-291,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4588,avibactam,avibactam,MMP8,CHEMBL4588,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-292,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,methylnaltrexone,methylnaltrexone,CA2,CHEMBL205,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-293,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL215,tapinarof,tapinarof,ALOX5,CHEMBL215,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-294,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL202,benoxinate,benoxinate,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-295,ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL3535,donepezil,donepezil,PDE9A,CHEMBL3535,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-296,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4898,pomalidomide,pomalidomide,NTRK2,CHEMBL4898,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-297,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,pomalidomide,pomalidomide,PIK3CA,CHEMBL4005,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-298,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL5366,panobinostat,panobinostat,PARP2,CHEMBL5366,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-299,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL2039,asenapine,asenapine,MAOB,CHEMBL2039,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.5,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-300,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,relugolix,relugolix,KDR,CHEMBL279,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.25,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-301,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,sonidegib,sonidegib,NTRK2,CHEMBL4898,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.25,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-302,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,sonidegib,sonidegib,LCK,CHEMBL258,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.25,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-303,WYQFJHHDOKWSHR-MNOVXSKESA-N__CHEMBL3045,upadacitinib,upadacitinib,PRKCB,CHEMBL3045,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-304,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL2850,esketamine,esketamine,GSK3A,CHEMBL2850,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-305,HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,lumateperone,lumateperone,COMT,CHEMBL2023,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-306,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,hydroxychloroquine,hydroxychloroquine,CTSC,CHEMBL2252,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-307,TXEIIPDJKFWEEC-UHFFFAOYSA-N__CHEMBL2008,tafamidis,tafamidis,RARB,CHEMBL2008,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-308,KWTWDQCKEHXFFR-SMDDNHRTSA-N__CHEMBL206,tapentadol,tapentadol,ESR1,CHEMBL206,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-309,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,brivaracetam,brivaracetam,CYP46A1,CHEMBL4523510,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-310,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4073,avibactam,avibactam,MMP7,CHEMBL4073,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-311,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,meropenem,meropenem,MMP7,CHEMBL4073,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-312,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,perampanel,perampanel,CYP46A1,CHEMBL4523510,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-313,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL288,ozanimod,ozanimod,PDE4D,CHEMBL288,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-314,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL286,furosemide,furosemide,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,10,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-315,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,meloxicam,meloxicam,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,2.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
