sequence_key,primary_gene,representative_protein_id,target_assay_family,structure_bin,pdb_path,scope_source,inclusion_reason
SEQ000587,PRKCB,P05771,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P05771-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000588,PTK2,Q05397,kinase,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q05397-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000589,PTK2B,Q14289,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q14289-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000590,ROR1,Q01973,kinase,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q01973-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000593,SCN9A,Q15858,ion_channel,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q15858-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000598,SLC6A9,P48067,transporter,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P48067-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000611,TP53,P04637,nuclear_epigenetic,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04637-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000612,TRAF3IP2,O43734,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43734-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000616,ABCC1,P33527,transporter,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P33527-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000617,ACVRL1,P37023,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P37023-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000618,ADAM17,P78536,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P78536-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000619,ADAMTS5,Q9UNA0,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UNA0-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000626,AKT1,P31749,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P31749-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000627,AKT3,Q9Y243,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y243-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000629,AOC3,Q16853,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16853-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000631,APEX1,P27695,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P27695-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000634,ATP2A2,P16615,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P16615-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000637,CACNA1A,O00555,ion_channel,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00555-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000638,CACNA1H,O95180,ion_channel,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95180-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000639,CASP1,P29466,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29466-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000640,CASP8,Q14790,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q14790-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000641,CASP9,P55211,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P55211-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000645,CCND1,P24385,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P24385-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000659,CDC7,O00311,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00311-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000660,CHEK1,O14757,kinase,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14757-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000661,CHEK2,O96017,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O96017-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000662,CMA1,P23946-2,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23946-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000666,CSNK2A1,P68400,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P68400-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000668,CTSS,P25774,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P25774-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000673,CYP26A1,O43174,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43174-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000674,CYP3A4,P08684,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08684-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000675,DBH,P09172,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09172-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000678,ECE1,P42892-3,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42892-3-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000681,EGR1,P18146,nuclear_epigenetic,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P18146-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000682,ENPP3,O14638,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14638-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000683,EPHX2,P34913-3,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P34913-3-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000690,FGFR4,P22455,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P22455-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000698,GABRA3,P34903,ion_channel,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P34903-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000699,GABRB3,P28472,ion_channel,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P28472-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000700,GBA1,P04062,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04062-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000702,GLS,O94925,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O94925-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000710,GRIA1,P42261,ion_channel,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42261-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000711,GRIA2,P42262,ion_channel,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42262-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000712,GRIK1,P39086,ion_channel,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P39086-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000715,GSK3A,P49840,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49840-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000716,GSK3B,P49841,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49841-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000717,GSTP1,P09211,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09211-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000719,HDAC11,Q96DB2,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96DB2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000720,HDAC8,Q9BY41,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9BY41-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000723,HSD11B1,P28845,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P28845-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000738,IRAK4,Q9NWZ3,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NWZ3-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000747,KLK3,P07288,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07288-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000752,LOXL2,Q9Y4K0,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y4K0-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000755,LTA4H,P09960,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09960-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000759,MAP3K1,Q13233,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13233-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000760,MAP3K8,P41279,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P41279-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000761,MAPK1,P28482,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P28482-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000762,MAPK3,P27361,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P27361-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000763,MAPK8,P45983-3,kinase,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P45983-3-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000764,MAPK9,P45984-2,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P45984-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000765,MAPKAPK5,Q8IW41,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8IW41-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000767,MARCKS,P29966,kinase,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29966-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000770,MERTK,Q12866,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12866-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000771,MGLL,Q99685,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99685-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000772,MMP14,P50281,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P50281-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000774,NAMPT,P43490,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P43490-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000777,NOS2,P35228,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35228-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000781,NOX1,Q9Y5S8,transporter,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y5S8-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000782,NOX4,Q9NPH5,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NPH5-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000787,P2RX7,Q99572-7,ion_channel,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99572-7-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000789,PDE9A,O76083,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O76083-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000790,PDPK1,O15530-2,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O15530-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000791,PIK3CB,P42338,kinase,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42338-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000792,PIKFYVE,Q9Y2I7,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y2I7-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000793,PLA2G4A,P47712,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P47712-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000794,PLK4,O00444,kinase,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00444-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000795,POLR1A,O95602,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95602-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000797,POLR3A,O14802,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14802-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000798,PORCN,Q9H237,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9H237-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000799,PPP2CA,P67775,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P67775-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000800,PPP2CB,P62714,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P62714-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000801,PPP5C,P53041,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P53041-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000802,PRKCD,Q05655,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q05655-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000803,PRKCE,Q02156,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q02156-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000804,PRKDC,P78527,kinase,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P78527-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000805,PRMT5,O14744,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14744-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000809,PTPN11,Q06124,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q06124-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000810,PTPRB,P23467-2,enzyme,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23467-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000811,PTPRC,P08575-4,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08575-4-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000814,RIPK1,Q13546,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13546-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000816,SCN11A,Q9UI33-2,ion_channel,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UI33-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000817,SCN2A,Q99250,ion_channel,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99250-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000818,SCN3A,Q9NY46,ion_channel,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NY46-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000819,SCN8A,Q9UQD0,ion_channel,B_strict_supported_overlap,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UQD0-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000824,SIRT1,Q96EB6,nuclear_epigenetic,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96EB6-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000825,SLC34A2,O95436,transporter,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95436-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000826,SLC39A6,Q13433,transporter,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13433-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000828,SOAT2,O75908,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O75908-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000829,SPHK2,Q9NRA0,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NRA0-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000832,STEAP1,Q9UHE8,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UHE8-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000836,TGFB1,P01137,nuclear_epigenetic,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P01137-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000838,TGFBR1,P36897,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P36897-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000849,TPH1,P17752,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P17752-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000851,TRPV3,Q8NET8,ion_channel,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8NET8-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000852,TTK,P33981,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P33981-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000853,TXN,P10599,enzyme,D_no_primary_structure_support,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10599-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000854,TYRP1,P17643,enzyme,C_manual_review_structure,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P17643-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000858,WEE1,P30291,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P30291-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000859,AKT2,P31751,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P31751-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000860,ARAF,P10398,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10398-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000861,AURKC,Q9UQB9-2,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UQB9-2-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000863,CHKA,P35790,kinase,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35790-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
SEQ000866,EPHA3,P29320,enzyme,A_strict_overlapping_pocket,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29320-F1-model_v6.pdb,legacy_direct_action_project,passed_direct_small_molecule_target_and_structure_rules
