sequence_key,primary_gene,representative_protein_id,pdb_path,expected_representative_protein_id,expected_sequence_length,expected_sequence_sha256,template_sequence_length,template_sequence_sha256,receptor_pdb_sha256,pocket_definition_sha256,pocket_definition_status,sequence_match_status
SEQ000626,AKT1,P31749,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P31749-F1-model_v6.pdb,B2RAM5,480,51db38ca000f0471707445dbc6e933598ffa1311b809a8da10aaf05174e5182d,480,51db38ca000f0471707445dbc6e933598ffa1311b809a8da10aaf05174e5182d,76beb2c6fdfdada1eea8583ef5c23e2f9e8708c81fbe7e6fc9fde7c698e90cca,c7f1ac5258f2c704aceb45029b33a1424bb1f908fc6b183237271fae2caf05d5,present,exact_match
SEQ000627,AKT3,Q9Y243,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y243-F1-model_v6.pdb,Q0VAA6,479,7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,479,7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,50dbb629e688c8a5889d778d0d0197019e20be79ccabbb3603cfbdbfa646ba51,8c5abd666f2168202fe01f0114c0295c2dc30fdd8922ef5b405cda9075c2fde4,present,exact_match
SEQ000629,AOC3,Q16853,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16853-F1-model_v6.pdb,B2RCI5,763,7ed9ac5c23544be7912027e65618ab7059050a2d248f3b1a609c318b0080fa95,763,7ed9ac5c23544be7912027e65618ab7059050a2d248f3b1a609c318b0080fa95,95e8251945fcb468fd133bedfadb56f650f9e49b162147f4bcaedefb96238841,33141767734534da56f95be79f11beeca3565591a14c4b71b7cb872684991f63,present,exact_match
SEQ000631,APEX1,P27695,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P27695-F1-model_v6.pdb,Q969L5,318,26609ead5948182ab7db59542853a0a1d88afd779de2e29919cf8ca312cfc55b,318,26609ead5948182ab7db59542853a0a1d88afd779de2e29919cf8ca312cfc55b,9eada0300dbb9f1ab67eb39aa01cf46e486f00d89e056694237fd9348f529c06,c3968cbaa3ae6f99d158efcd3dac2a1fa8a34bfa8f457bb7957798f88ea937c4,present,exact_match
SEQ000634,ATP2A2,P16615,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P16615-F1-model_v6.pdb,A6NDN7,1042,b70cdec6cd43cdcdf11909033159e3c13c0c2556f6b71f1e884f5fa5a2fafb99,1042,b70cdec6cd43cdcdf11909033159e3c13c0c2556f6b71f1e884f5fa5a2fafb99,ccd42a91b5ac85bb549437ecf02ce2a5e18142fe8d08c8680c2ec719be749a24,6e6ba9e9c3c190f2642067c81f1f6e8f0184a6f496e5c0a1551b0671b275d492,present,exact_match
SEQ000637,CACNA1A,O00555,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00555-F1-model_v6.pdb,J3KP41,2506,c0c4e4c51ca175b1a63d7e7645719706938dbfdcf3cba49b54896c64634e0bdf,2506,c0c4e4c51ca175b1a63d7e7645719706938dbfdcf3cba49b54896c64634e0bdf,c539ae8bdccb2cfe0d9c52286bb4dfb790d60425283f8dd2a9f3354a0f66cd21,90c50f966ee05f1f10308b2209dd65139d8dfa7bfcead3efbcfd2c78a985fe1e,present,exact_match
SEQ000638,CACNA1H,O95180,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O95180-F1-model_v6.pdb,B5ME00,2353,a64a69646209bd7078de92ee938caf58bd2616e8e36c85917fc353526695ee56,2353,a64a69646209bd7078de92ee938caf58bd2616e8e36c85917fc353526695ee56,1743e6dd298c152d1624fcfe5a3f83ad0209a0b07157a58553506894bfd8b3f4,dbc5a082fd70d57fc851b327524aa43c157bb881e0457dba9e6655ff6fb2f86a,present,exact_match
SEQ000639,CASP1,P29466,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29466-F1-model_v6.pdb,B5MDZ1,404,beec7f48b884ff00dab1aa4e52663858ce7c00a8499385c4008b88cd8c058176,404,beec7f48b884ff00dab1aa4e52663858ce7c00a8499385c4008b88cd8c058176,4a762d7bc8b30a2a61111286e4ee7cbe2256d8e2864308a2706667d809236d0e,61940d45d160c5fc46d905775db0100a507d5721abce37a30655dfa07a4e322a,present,exact_match
SEQ000640,CASP8,Q14790,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q14790-F1-model_v6.pdb,O14676,479,a23099a3856f1e0ce5a8563a28fdc25422081c8f516879f23e98abf0da67ba8d,479,a23099a3856f1e0ce5a8563a28fdc25422081c8f516879f23e98abf0da67ba8d,192e8c04e7e662de1789575a9ef895b5a3914bf17976ce3e5b435aba2f29e1fa,d419450c5179af293cea26fdc0c8a31e823fee565ea82c7b69cae7c0d48eea20,present,exact_match
SEQ000641,CASP9,P55211,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P55211-F1-model_v6.pdb,B4E1A3,416,4abebcd6fb389b5c4032e147846f854685da6000c7028e0622e8a1612a03006c,416,4abebcd6fb389b5c4032e147846f854685da6000c7028e0622e8a1612a03006c,0949cc4a2933b1e380f2770babb20cff79a62145cf325e92f9a388c2a4a2581c,792e8eefb1f91aaa16281e2f98f9dc4fbfa218e210841646ad2abca2af63e84b,present,exact_match
SEQ000645,CCND1,P24385,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P24385-F1-model_v6.pdb,Q6LEF0,295,e4d347c11b0569608066e36f7f033d7acab8e314176cf69b48c011a7eb55c432,295,e4d347c11b0569608066e36f7f033d7acab8e314176cf69b48c011a7eb55c432,4c51a54cbe06a594ffc4f9ad71cbeeef1d6a412a274fe7c9dca53e72340aa16d,51f00632f5e7fd16908cc2720ddc9a9aca64c1b6097f3bcb1c646ff72c54f353,present,exact_match
SEQ000659,CDC7,O00311,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00311-F1-model_v6.pdb,D3DT31,574,6a25cf3375cffdb55b1ac9fcd0bfd67323d01427cd5e8efd34cb623c84d72b48,574,6a25cf3375cffdb55b1ac9fcd0bfd67323d01427cd5e8efd34cb623c84d72b48,5ecf445be69fd0f13def6932c76434ac451ee8cff4ee3111853ecb960059d105,0949829819a1c74a97df23479a657d2cfcb9b64c5412c1b2d72d19ccb2d530b7,present,exact_match
SEQ000660,CHEK1,O14757,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14757-F1-model_v6.pdb,A8K934,476,a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,476,a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,81a021360067179a016bd82652349ab5544b21c1cd3f0928553ccf1913b0d582,3468f9890778e8a4f440af1496a789a72171909e1a12270895c1ffceaf741703,present,exact_match
SEQ000661,CHEK2,O96017,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O96017-F1-model_v6.pdb,A8K3Y9,543,e81f5dcd44302c3c277b4599449c71b5f2a7b3eb761bc2c584db236d9fbb8632,543,e81f5dcd44302c3c277b4599449c71b5f2a7b3eb761bc2c584db236d9fbb8632,1fc0ec0a78233dfdff2889ebb1f2d0eaf1eb2fc137414c85a8641480555e3461,af0c89d69db6bf442603cdff84e8fe047b42200d8fd8de6710be9604a344c3ed,present,exact_match
SEQ000662,CMA1,P23946-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23946-2-F1-model_v6.pdb,B5BUM8,247,61cb0337dda814c4297cda4289bf9f49b7cc3edb376a1562936e114443f83b3d,136,11df9f31ce58dbc8b63ed8e268dc1e610b7a54ba2d58faca562d6c6baa23d93e,237cab2500f3da78ab7c71a07d61b82d6144856afee39230e5a46c643ba41fb1,4c8fa16819f4c78aa497c56499048d0163532d82b1d162350945dbc5b7e083fa,present,sequence_mismatch
SEQ000666,CSNK2A1,P68400,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P68400-F1-model_v6.pdb,B4DYS6,391,f76d4444f84e1144c3d580f7f6c2ccb02d021a741c16a909ae2a9e2bc90b32f3,391,f76d4444f84e1144c3d580f7f6c2ccb02d021a741c16a909ae2a9e2bc90b32f3,cde2ccfd1e8a172d315368ba7cd2426a862a6a615812406fb32e8a96a7b4f1f9,fc31ddf170b282907b21993e96986c4d3083b00bea6eea43c1ac147a5b56b611,present,exact_match
SEQ000668,CTSS,P25774,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P25774-F1-model_v6.pdb,B4DWC9,331,acd1c3790427993ba8eea8553653c4d23fb6fe8590d065f65035e0aab0301c0a,331,acd1c3790427993ba8eea8553653c4d23fb6fe8590d065f65035e0aab0301c0a,1c47ce5c2ca53de15e8d45ecd09c00d4d2c12511465807b4531be933d8be1999,1b83694af9344e0d67cbfa6b7acd75abf9a804b3478f560adda9dbf5b85284c2,present,exact_match
SEQ000673,CYP26A1,O43174,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43174-F1-model_v6.pdb,B3KNI4,497,90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,497,90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,77b3a58b5f467f24ccdd6a60193a196bc7a9152e7d605be939c2358d13eb809a,74a885c867eb695b32782abc0dcf43e8c5912af819005425c2ab6fbe105c1abd,present,exact_match
SEQ000674,CYP3A4,P08684,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08684-F1-model_v6.pdb,P05184,503,d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d,503,d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d,a40c9e4e4d35fb4a90b38a90c64e47386493cc0fd13bbcf5d65fb3a0b8d1ea92,515ace20c00a992e4120b879d26543199cfcd4713cfa7da01901e7540b199b8b,present,exact_match
SEQ000675,DBH,P09172,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09172-F1-model_v6.pdb,Q5T381,617,4a2cdffb4170ad90dea6a85e6dd709acff401a12fbcfec8052ee1ece3625523b,617,4a2cdffb4170ad90dea6a85e6dd709acff401a12fbcfec8052ee1ece3625523b,7b43ec0837fa0d2686af0b40817a794079de01e2ed5aea9bafbd8d223e8b0b65,0cb123372afe640e9d1a7fe8d444c565a08706cdd73081bb23ccfc7aa585bdec,present,exact_match
SEQ000678,ECE1,P42892-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42892-3-F1-model_v6.pdb,A8K3P1,770,e3eb0529ac8c161622b5b757f7a6500333d7b1781b474e1e4b71785d579f4a31,754,abd064385180560ff1856743e7140f2b480f3b5fc091893b3957d1d12e487d21,8ae945132d62ab54718440eb9b00adbb384ad1f270e056c8609abcdee80ea567,965c56a72b15914be39569a7735b7ffc2556a66938b1b885f8ffe905d8ec0cc1,present,sequence_mismatch
SEQ000681,EGR1,P18146,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P18146-F1-model_v6.pdb,P18146,543,c614fbc89b206c6bfad72d08e87d075e2a5f8d97d6f5a0ee4912e15d5d4a5478,543,c614fbc89b206c6bfad72d08e87d075e2a5f8d97d6f5a0ee4912e15d5d4a5478,005e9395ca1722906f97e9df491be8af57177a6b3251afb3bc0ba6b97e2b2aab,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,exact_match
SEQ000682,ENPP3,O14638,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14638-F1-model_v6.pdb,Q5JTL3,875,332a615fa2c3bc173a06bcc49fae71432ccdd91eb59277b93cb8bbbbf0e67a42,875,332a615fa2c3bc173a06bcc49fae71432ccdd91eb59277b93cb8bbbbf0e67a42,02a660566f179633b860097d7abdf3ec9699fcd15382fe3c3b23ea4a83de2d21,76bf94ec1dd6a675c3fa3788f30e61751e467705a53f18cc7ad5ce8ff2861e02,present,exact_match
SEQ000683,EPHX2,P34913-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P34913-3-F1-model_v6.pdb,B2Z3B1,555,1c9241b56a619d629499ed1269bc3662f154bd72a3a25f047061c832e374af14,489,5ce6255e103bc9f0e2d2b4f286175dd91fc836fdc9f7ba5671a5f7f37c93d91c,f99e8007ec3a171d18f77d5ac17d05c787c9e8d8f7c06c6dc8a61dc02a723b92,9fa6f7ffcf24b20987fbbce59f77f603f3a78c3f572d1c5964f3b9b885b15163,present,sequence_mismatch
SEQ000690,FGFR4,P22455,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P22455-F1-model_v6.pdb,G3JVM2,802,defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,802,defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,7325c6cb1a7064d9f51997a52821b251051c05f2ed0411a695de04821e149f14,90656431d7fcc66cba2b7151d42b4d64599314221f0c11049dd0f39c2011ce6b,present,exact_match
SEQ000698,GABRA3,P34903,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P34903-F1-model_v6.pdb,Q8TAF9,492,0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,492,0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,9442105e98e459c95c2b788c95f61bd3f7285498c0c9a14456d9c14d27d94248,ccf521d6760c50f58e0f3ddfacae2111995248ae6d20195ce6e21ad3fc5a50be,present,exact_match
SEQ000699,GABRB3,P28472,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P28472-F1-model_v6.pdb,B7Z2W1,473,7f10a0276ca0f6917022cb3000efe665000389079d05be3da18888261d53eba2,473,7f10a0276ca0f6917022cb3000efe665000389079d05be3da18888261d53eba2,b95f3a6d67dd9058cc2f248628726af2da44a243bd8b56c17e6b4db3592b7776,485d1ecfb81b465eed73bd41489d7d0a5c6966683a2a075eb0fe38b83872a875,present,exact_match
SEQ000700,GBA1,P04062,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04062-F1-model_v6.pdb,A8K796,536,38e97d50880fc5ed6f0b961be3eff31062d9e7c8ddaa271c5384bb59ca0ce846,536,38e97d50880fc5ed6f0b961be3eff31062d9e7c8ddaa271c5384bb59ca0ce846,b1d56a3c8b08facf27930d9f9ee4b98d84aea8f4304181fb77af32a574ce68b0,11462280e81d9f632a5efcaf8456f86f83ddf9dd6c9f3d39f5025c7d589e7faf,present,exact_match
SEQ000702,GLS,O94925,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O94925-F1-model_v6.pdb,Q9UL05,669,00054e79d2c1f21a1744d2060bc18390be7446bb9a9477d37dabba316f3ebfcb,669,00054e79d2c1f21a1744d2060bc18390be7446bb9a9477d37dabba316f3ebfcb,5ab0941778eeb7d4e327d9bce97037454583760f962edac973844a797902b825,ccb1ad7ae6dc0214ea9e7b47b94c8b1eb3700e12999e234881a461bf28fb3a28,present,exact_match
SEQ000710,GRIA1,P42261,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42261-F1-model_v6.pdb,B7Z2S0,906,9a3c5bdbab281b0ae7e9b6290942e3be95966f4a71736489e3bfda45665d0f85,906,9a3c5bdbab281b0ae7e9b6290942e3be95966f4a71736489e3bfda45665d0f85,8daa0800e20276e8b7c59672913aff3e9f1df5270e713be8ca664c61e66c2fe0,fea5fce9d28660a2e61761dde76af1ea92bdb47171836cfeb2516f3711b8bfc2,present,exact_match
SEQ000711,GRIA2,P42262,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42262-F1-model_v6.pdb,A8MT92,883,b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,883,b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,3e46f49112a663a6adff9aaa1cae5cf2cf395fada2ee4130f8693e63c171e254,b7fa819444e97a54102af2985603ed453b64216bc56a0ea9f9970dc26729aa8c,present,exact_match
SEQ000712,GRIK1,P39086,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P39086-F1-model_v6.pdb,Q13001,918,00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,918,00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,ced989cc4443e7aef7ad94baf9ab3ab5dd6fa286146aaf0b325a8b5d45baea3a,ce3b5932ee4a7f81e89ab587211812383ff99105914f885c49fdd3bf079d304e,present,exact_match
SEQ000715,GSK3A,P49840,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49840-F1-model_v6.pdb,O14959,483,67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,483,67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,f5a6c2adace75e3dcbb9a4bfc5f1125c23ba8e2ce20557e62369fe39d87c4e5c,328976c99d1a97fb550cf7432d360ae40a7c7b34c6ccecfcefe888a2db54129e,present,exact_match
SEQ000716,GSK3B,P49841,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49841-F1-model_v6.pdb,D3DN89,420,2ca842f3e7a01314833c340d495dc171c89dca6271a7cf89edb90e6194b06fa3,420,2ca842f3e7a01314833c340d495dc171c89dca6271a7cf89edb90e6194b06fa3,72c6d57e2e65a47b7ccdf213e5c93cae6500bc42c01be0911b092ad587034b48,f34f2ccbb0a441358176c9a832d22cae86bebea193d93785efa91af782e93bc9,present,exact_match
SEQ000717,GSTP1,P09211,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09211-F1-model_v6.pdb,O00460,210,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,210,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,2555f186791cb7ef8facd0b72869869b946aa1e7d6a3a9694976cb1b6b7c9546,4e63701ef1966ec69be7780f10fa6fb0f6a510feae6f0d693601a69bb76d7a0f,present,exact_match
SEQ000719,HDAC11,Q96DB2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96DB2-F1-model_v6.pdb,B4DDK1,347,65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,347,65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,b0334cfb3847d82deab6ff71b1b355cd1e874681b1b8bf81aa135bb3a7cf3414,dd642558e8af291c20432764519968cc82a4963b27a9715c8d6db20b5c063e0c,present,exact_match
SEQ000720,HDAC8,Q9BY41,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9BY41-F1-model_v6.pdb,A6ND12,377,4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,377,4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,15d1593de41ba2b78c55a1961ac042efa4c39dc1dc1fceebccbafc65b3bb6a92,57444dfbbc8a116c8d33a48f51342d4d449efa4394b24e362e054586c9247f85,present,exact_match
SEQ000723,HSD11B1,P28845,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P28845-F1-model_v6.pdb,B2R9Z1,292,ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,292,ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,b4cfe6a97b64ece3201dc9c89d0d7a8d71e2e8a10a24acc4a2bc7e5ae95b5745,64df7ab4891abd61f7901c097e73ede4110c243b7cf1e025818ecef0470aad71,present,exact_match
SEQ000738,IRAK4,Q9NWZ3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NWZ3-F1-model_v6.pdb,Q69FE1,460,d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,460,d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,11f2f043b1fc05044e6a6f08ba3c1d33e3ddcd68ff3b7f4d7db0b92d2c39e4a3,e06ec366de6cf06d5d2c84ba6947afc6f04366fa9505b5b1a2415c7c7f1adafc,present,exact_match
SEQ000747,KLK3,P07288,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07288-F1-model_v6.pdb,C9JXH3,261,087ec39e04049bcd985131f9b3906f227ec88fffbfe1f1b051ffaf0619e2c8b4,261,087ec39e04049bcd985131f9b3906f227ec88fffbfe1f1b051ffaf0619e2c8b4,ec922440e5fc7e21a814d116020bf250471e517389fd42cdeae568c9f43195c9,9fdd20ca8d9fdb4bd781216223e57d27689a74a9a1e816ce9db3051445da1e32,present,exact_match
SEQ000752,LOXL2,Q9Y4K0,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y4K0-F1-model_v6.pdb,B2R5Q0,774,d27936d3053623e7b362f972e2897b1b9d66aec063a21d2cb4540543b90c301c,774,d27936d3053623e7b362f972e2897b1b9d66aec063a21d2cb4540543b90c301c,38ffb48fbba9382dab36c1c8434d9e0604a2345108138848089c26794cbcf423,cd896fb92b16686514257f67bc596c6ad625cf8b0f4bb9c2710a41d125e6b775,present,exact_match
SEQ000755,LTA4H,P09960,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09960-F1-model_v6.pdb,B4DNQ9,611,419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,611,419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,789eeaf3009826eebe4fa71132a53c0633406f4b29fef4a78d8b57be9fa4d24e,a0652ac08e2c1cdc7d5e11c4eeb08e43886f47b75f415a1ecd1e3be1f4010457,present,exact_match
SEQ000759,MAP3K1,Q13233,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13233-F1-model_v6.pdb,Q13233,1512,38d1f3c132e27453ae659213aa2b1a4cfd6b0e0431a5d5c7af550df3b2b272f1,1512,38d1f3c132e27453ae659213aa2b1a4cfd6b0e0431a5d5c7af550df3b2b272f1,f967885044bd3d92562245232397da336d63adbf452261b7bcfd2de3eb338c0d,a4d7505d198f7c56ef34badcd9ef8171d001cc2a9e46c5ba2e4be3efe5e7158c,present,exact_match
SEQ000760,MAP3K8,P41279,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P41279-F1-model_v6.pdb,A8K2Q5,467,85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,467,85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,f45ef6f1d9a9c7fa519978f3e25e9b3860a898fb1469a2e6323d5ef30f0104a5,01e52785e4333ece087a14e87ae5b0901843a16bd2ef12db41d64f98dd30c79a,present,exact_match
SEQ000761,MAPK1,P28482,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P28482-F1-model_v6.pdb,A8CZ64,360,1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,360,1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,78387a7613f2c3dab6a89464658c6bf9f1a875c58cb5eb2cd0686abf9ce1d61e,16f30e4e160f0b3d30afeacadc1ce53f7e8ef1c9c8b5463d553191d30fde5824,present,exact_match
SEQ000762,MAPK3,P27361,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P27361-F1-model_v6.pdb,A8CZ58,379,ea70f94ced8c73b71298700f937023c6fc660ef5e672a6c07738c08930a7925e,379,ea70f94ced8c73b71298700f937023c6fc660ef5e672a6c07738c08930a7925e,24ac3c50f7eb00b97f536b8e3b0fe7da4034496744b1f3e722fdefc4e36042f8,6ae33a25fc6d51d77070c2cac8acd7876891833e2a1ecf6fd389e49976e742bc,present,exact_match
SEQ000763,MAPK8,P45983-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P45983-3-F1-model_v6.pdb,B5BTZ5,427,e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,384,fede026aa484154c364682424c6abd2b845a64d0fe3c3530ecbc3c227261250b,eb9c27cbf919d0eee75c0778a6787a893af4cd93bd38b6baaa84ef896924ec5d,14c2a013a4bf2ddf86bc3710d8b57f7ef36e1786e5a57feaf39d713a772372c4,present,sequence_mismatch
SEQ000764,MAPK9,P45984-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P45984-2-F1-model_v6.pdb,A8K0S3,424,91879df6c55d94de68c2f51e05a06f8a798076a5bca1b45a5ad1d3fefa3c065f,382,e3ff8fd9bb2c0a9061e10bb8aaa12df7566db0bbb7589acf1a3f1e938d1723b1,82e4bc0cbd359f669e2dc6831f3436003d0e396412c79a3c561cea60117423e2,d286ea20740e6ea6640ca75f4e24f42bdead15a304aff60c199ccdf454b6c4ba,present,sequence_mismatch
SEQ000765,MAPKAPK5,Q8IW41,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8IW41-F1-model_v6.pdb,B3KVA5,473,528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,473,528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,2b3efe614602aad89205997e4ce5f0c5c8e8b0b4d7db78f82bade2ff350db5a4,2683dc06cd06705c8ad34eeed1b1ea02948ec44a1781c947e09589478bdb1c08,present,exact_match
SEQ000767,MARCKS,P29966,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P29966-F1-model_v6.pdb,E1P560,332,a0ff1bec77195b3fef9795c96769bb32cf9e7cfcfe5152a58842cba8594e33bd,332,a0ff1bec77195b3fef9795c96769bb32cf9e7cfcfe5152a58842cba8594e33bd,949a603c29d7e4ab799645e9bf0877f4fe75aa6b44d5aa96b72aba8fbec4139a,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,exact_match
SEQ000770,MERTK,Q12866,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12866-F1-model_v6.pdb,Q9HBB4,999,aa54247704f55ea2a11e5e339c873318fa24bfd23de6d43aa67e2f416e2b8e82,999,aa54247704f55ea2a11e5e339c873318fa24bfd23de6d43aa67e2f416e2b8e82,c6c103a0f335d65d67b26d76fddad89d3bd4cc7500a21561ac7ea7fd6262a893,e52eec36621fb9666b9470b072f721635124e6f30f903c036bb9540fc5cd9617,present,exact_match
SEQ000771,MGLL,Q99685,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99685-F1-model_v6.pdb,B3KRC2,303,6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,303,6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,a8afb2c88baa6b8676cc364431da02edf02555294185ac0da2804bbc4cb86067,ace1cf56915564555e3a06219878d057de4d639aa7ad4cb14fc2882a312b9ff3,present,exact_match
