review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0691,Ribociclib Succinate,YES1,YES1 相关乳腺癌或 RTK 耐药肿瘤探索,"child Open Targets 最佳疾病为 breast carcinoma，score=0.085（genetic=0.000, clinical=0.122, literature=0.378），YES1-疾病证据为弱。Ribociclib Succinate→YES1 主要由 ConPLEx=0.507/rank=7 支撑；Ribociclib-YES1 ConPLEx/rank 尚可，但 child OT 分数低且具体疾病仍泛化。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.507, rank=7; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：YES1 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 YES1 相关乳腺癌或 RTK 耐药肿瘤探索 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 YES1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,Ribociclib-YES1 ConPLEx/rank 尚可，但 child OT 分数低且具体疾病仍泛化。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0692,Dacomitinib,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Dacomitinib→PDGFRA 主要由 ConPLEx=0.519/rank=5 支撑；Dacomitinib-PDGFRA ConPLEx 中等偏好且 GIST evidence 强，可中优先级验证。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.519, rank=5; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P2_medium,keep_medium,Dacomitinib-PDGFRA ConPLEx 中等偏好且 GIST evidence 强，可中优先级验证。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0693,Larotrectinib Sulfate,PTPN11,SHP2/PTPN11 依赖 RTK/RAS 通路肿瘤；AML/JMML；NSCLC,"child Open Targets 最佳疾病为 acute myeloid leukemia，score=0.643（genetic=0.000, clinical=0.000, literature=0.948），PTPN11-疾病证据为较强。Larotrectinib Sulfate→PTPN11 主要由 ConPLEx=0.476/rank=43 支撑；PTPN11 disease evidence 主要来自文献，Larotrectinib rank=43，需先确认 engagement。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.476, rank=43; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：PTPN11 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 SHP2/PTPN11 依赖 RTK/RAS 通路肿瘤 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PTPN11 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,PTPN11 disease evidence 主要来自文献，Larotrectinib rank=43，需先确认 engagement。 child_ot_status=child_ot_match; best_child=acute myeloid leukemia; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0694,Belinostat,SLC34A2,暂不推荐；SLC34A2 肺癌/妇科肿瘤信号不支持转运体靶点,"child Open Targets 最佳疾病为 squamous cell lung carcinoma，score=0.370（genetic=0.000, clinical=0.000, literature=0.012），SLC34A2-疾病证据为中等。Belinostat→SLC34A2 主要由 ConPLEx=0.220/rank=34 支撑；Belinostat-SLC34A2 ConPLEx 低且 child OT 证据弱。","原始 target-engagement 可行性=中; assay lane=transporter uptake/efflux; ConPLEx=0.220, rank=34; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：SLC34A2 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 暂不推荐 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC34A2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,high,P4_deprioritize,deprioritize,Belinostat-SLC34A2 ConPLEx 低且 child OT 证据弱。 child_ot_status=child_ot_match; best_child=squamous cell lung carcinoma; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=转运体 readout 易受底物、外排和细胞状态影响；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0695,Alpelisib,SLC5A1,暂不推荐；SLC5A1-心律失常/心衰证据近空,"child Open Targets 最佳疾病为 cardiac arrhythmia，score=0.003（genetic=0.000, clinical=0.000, literature=0.021），SLC5A1-疾病证据为弱。Alpelisib→SLC5A1 主要由 ConPLEx=0.385/rank=25 支撑；child OT 分数接近零，心血管疾病候选不成立。","原始 target-engagement 可行性=高; assay lane=transporter uptake/efflux; ConPLEx=0.385, rank=25; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：SLC5A1 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 暂不推荐 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC5A1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,high,P4_deprioritize,deprioritize,child OT 分数接近零，心血管疾病候选不成立。 child_ot_status=child_ot_match; best_child=cardiac arrhythmia; novelty=文献状态未充分审计，需人工排重; major_risks=转运体 readout 易受底物、外排和细胞状态影响
strict895_0696,Ripretinib,SLC34A2,暂不推荐；SLC34A2 肺癌/妇科肿瘤信号不支持转运体靶点,"child Open Targets 最佳疾病为 squamous cell lung carcinoma，score=0.370（genetic=0.000, clinical=0.000, literature=0.012），SLC34A2-疾病证据为中等。Ripretinib→SLC34A2 主要由 ConPLEx=0.227/rank=21 支撑；Ripretinib-SLC34A2 ConPLEx 低且 child OT 证据弱。","原始 target-engagement 可行性=中; assay lane=transporter uptake/efflux; ConPLEx=0.227, rank=21; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：SLC34A2 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 暂不推荐 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC34A2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,high,P4_deprioritize,deprioritize,Ripretinib-SLC34A2 ConPLEx 低且 child OT 证据弱。 child_ot_status=child_ot_match; best_child=squamous cell lung carcinoma; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=转运体 readout 易受底物、外排和细胞状态影响；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0697,Capmatinib Hydrochloride,TXNRD1,TXNRD1 相关乳腺癌、宫颈癌或视网膜母细胞瘤探索,"child Open Targets 最佳疾病为 breast cancer，score=0.115（genetic=0.000, clinical=0.122, literature=0.791），TXNRD1-疾病证据为弱。Capmatinib Hydrochloride→TXNRD1 主要由 ConPLEx=0.383/rank=2 支撑；TXNRD1 有文献信号且 rank=2，但 child OT 综合分低，需低成本确认。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.383, rank=2; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：TXNRD1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 TXNRD1 相关乳腺癌、宫颈癌或视网膜母细胞瘤探索 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 TXNRD1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,TXNRD1 有文献信号且 rank=2，但 child OT 综合分低，需低成本确认。 child_ot_status=child_ot_match; best_child=breast cancer; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0698,Infigratinib Phosphate,BTK,BTK 依赖 CLL/B 细胞淋巴瘤；多发性骨髓瘤探索,"child Open Targets 最佳疾病为 B-cell chronic lymphocytic leukemia，score=0.719（genetic=0.000, clinical=0.985, literature=0.973），BTK-疾病证据为较强。Infigratinib Phosphate→BTK 主要由 ConPLEx=0.298/rank=33 支撑；BTK-CLL child OT clinical/literature 强，Infigratinib 作为 kinase 药物可中优先级验证。","原始 target-engagement 可行性=中高; assay lane=kinase biochemical/cellular; ConPLEx=0.298, rank=33; 自动优先级=P2_review_candidate. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：BTK 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 BTK 依赖 CLL/B 细胞淋巴瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 BTK 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,BTK-CLL child OT clinical/literature 强，Infigratinib 作为 kinase 药物可中优先级验证。 child_ot_status=child_ot_match; best_child=B-cell chronic lymphocytic leukemia; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0699,Cabozantinib S-Malate,KIT,KIT 相关黑色素瘤；KIT 依赖乳腺癌探索,"child Open Targets 最佳疾病为 melanoma，score=0.477（genetic=0.000, clinical=0.611, literature=0.979），KIT-疾病证据为中等。Cabozantinib S-Malate→KIT 主要由 ConPLEx=0.655/rank=5 支撑；Cabozantinib-KIT ConPLEx 高且 rank=5，保留但注意多靶点已知机制。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.655, rank=5; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：KIT 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 KIT 相关黑色素瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 KIT 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Cabozantinib-KIT ConPLEx 高且 rank=5，保留但注意多靶点已知机制。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0700,Capmatinib Hydrochloride,ODC1,ODC1 相关乳腺癌、宫颈癌或 AML 探索,"child Open Targets 最佳疾病为 breast cancer，score=0.084（genetic=0.000, clinical=0.114, literature=0.483），ODC1-疾病证据为弱。Capmatinib Hydrochloride→ODC1 主要由 ConPLEx=0.331/rank=5 支撑；ODC1 rank=5 但 child OT 分数低，疾病牵引不足。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.331, rank=5; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：ODC1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 ODC1 相关乳腺癌、宫颈癌或 AML 探索 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 ODC1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,ODC1 rank=5 但 child OT 分数低，疾病牵引不足。 child_ot_status=child_ot_match; best_child=breast cancer; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0701,Palbociclib,KEAP1,KEAP1/Nrf2 异常肺癌；氧化应激炎症模型（需先验证 KEAP1 engagement）,"child Open Targets 最佳疾病为 breast carcinoma，score=0.294（genetic=0.000, clinical=0.000, literature=0.568），KEAP1-疾病证据为弱。Palbociclib→KEAP1 主要由 ConPLEx=0.522/rank=11 支撑；ConPLEx 尚可，但 child OT 最佳为乳腺癌且 KEAP1 reporter/间接效应风险高。","原始 target-engagement 可行性=中高; assay lane=nuclear receptor/TF reporter; ConPLEx=0.522, rank=11; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：KEAP1 reporter、cofactor recruitment 和 CETSA/NanoBRET；在 KEAP1/Nrf2 异常肺癌 模型中检测下游靶基因 qPCR/蛋白变化。,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性；加入 KEAP1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除广谱转录调节、荧光素酶干扰和激素受体交叉效应。,high,P3_review_low,review_low,ConPLEx 尚可，但 child OT 最佳为乳腺癌且 KEAP1 reporter/间接效应风险高。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0702,Tucatinib,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Tucatinib→PDGFRA 主要由 ConPLEx=0.437/rank=5 支撑；PDGFRA-GIST evidence 强，Tucatinib rank=5，适合中优先级验证。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.437, rank=5; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P2_medium,keep_medium,PDGFRA-GIST evidence 强，Tucatinib rank=5，适合中优先级验证。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0703,Obeticholic Acid,GGCX,暂不推荐；GGCX-银屑病/皮炎证据不足,"child Open Targets 最佳疾病为 psoriasis，score=0.026（genetic=0.000, clinical=0.000, literature=0.000），GGCX-疾病证据为弱。Obeticholic Acid→GGCX 主要由 ConPLEx=0.340/rank=57 支撑；GGCX child OT 分数低且 rank=57，疾病仍泛化。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.340, rank=57; 自动优先级=P1_priority_manual_review. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：GGCX 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 暂不推荐 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 GGCX 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,GGCX child OT 分数低且 rank=57，疾病仍泛化。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0704,Difluprednate,RAF1,暂不推荐；RAF1-银屑病/皮炎证据不足,"child Open Targets 最佳疾病为 psoriasis，score=0.002（genetic=0.000, clinical=0.000, literature=0.018），RAF1-疾病证据为弱。Difluprednate→RAF1 主要由 ConPLEx=0.266/rank=71 支撑；RAF1 child OT 分数几乎为空且 rank=71，dermatology 方向不支撑。","原始 target-engagement 可行性=中高; assay lane=kinase biochemical/cellular; ConPLEx=0.266, rank=71; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：RAF1 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 暂不推荐 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 RAF1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P4_deprioritize,deprioritize,RAF1 child OT 分数几乎为空且 rank=71，dermatology 方向不支撑。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0705,Pazopanib Hydrochloride,PDGFRB,PDGFRB 相关肺腺癌、胰腺导管腺癌或白血病；乳腺癌证据作参考,"child Open Targets 最佳疾病为 breast cancer，score=0.428（genetic=0.000, clinical=0.659, literature=0.911），PDGFRB-疾病证据为中等。Pazopanib Hydrochloride→PDGFRB 主要由 ConPLEx=0.937/rank=1 支撑；Pazopanib-PDGFRB ConPLEx 极高且 rank=1，child OT 有 clinical/literature 支持。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.937, rank=1; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：PDGFRB 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRB 相关肺腺癌、胰腺导管腺癌或白血病 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRB 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P1_high,keep_high,Pazopanib-PDGFRB ConPLEx 极高且 rank=1，child OT 有 clinical/literature 支持。 child_ot_status=child_ot_match; best_child=breast cancer; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0706,Selpercatinib,FGFR2,FGFR2 相关乳腺癌；需限定 FGFR2 扩增/突变亚型,"child Open Targets 最佳疾病为 breast carcinoma，score=0.717（genetic=0.895, clinical=0.152, literature=0.960），FGFR2-疾病证据为较强。Selpercatinib→FGFR2 主要由 ConPLEx=0.482/rank=89 支撑；FGFR2 disease evidence 强，但 Selpercatinib rank=89，药物-靶点证据不足。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.482, rank=89; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：FGFR2 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 FGFR2 相关乳腺癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 FGFR2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,FGFR2 disease evidence 强，但 Selpercatinib rank=89，药物-靶点证据不足。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0707,Avibactam Sodium,SLC12A3,SLC12A3 相关 CKD/肾小管转运异常；肾纤维化探索,"child Open Targets 最佳疾病为 chronic kidney disease，score=0.614（genetic=0.000, clinical=0.995, literature=0.262），SLC12A3-疾病证据为较强。Avibactam Sodium→SLC12A3 主要由 ConPLEx=0.300/rank=59 支撑；SLC12A3-CKD clinical evidence 强，但 Avibactam rank=59 且 literature 较弱，低优先级复核。","原始 target-engagement 可行性=中; assay lane=transporter uptake/efflux; ConPLEx=0.300, rank=59; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：SLC12A3 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 SLC12A3 相关 CKD/肾小管转运异常 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC12A3 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,high,P3_review_low,review_low,SLC12A3-CKD clinical evidence 强，但 Avibactam rank=59 且 literature 较弱，低优先级复核。 child_ot_status=child_ot_match; best_child=chronic kidney disease; novelty=文献状态未充分审计，需人工排重; major_risks=转运体 readout 易受底物、外排和细胞状态影响
strict895_0708,Baclofen,SLC6A1,SLC6A1/GABA 转运相关精神分裂症；路易体痴呆和脊髓损伤低优先,"child Open Targets 最佳疾病为 schizophrenia，score=0.280（genetic=0.000, clinical=0.426, literature=0.693），SLC6A1-疾病证据为弱。Baclofen→SLC6A1 主要由 ConPLEx=0.201/rank=6 支撑；Baclofen-SLC6A1 ConPLEx 低，且同神经系统方向 novelty 偏弱。","原始 target-engagement 可行性=中; assay lane=transporter uptake/efflux; ConPLEx=0.201, rank=6; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：SLC6A1 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 SLC6A1/GABA 转运相关精神分裂症 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC6A1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,high,P3_review_low,review_low,Baclofen-SLC6A1 ConPLEx 低，且同神经系统方向 novelty 偏弱。 child_ot_status=child_ot_match; best_child=schizophrenia; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=转运体 readout 易受底物、外排和细胞状态影响；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0709,Atazanavir Sulfate,ACP3,暂不推荐；ACP3-肿瘤候选缺少具体 disease evidence,"child Open Targets 最佳疾病为 breast carcinoma，score=0.010（genetic=0.000, clinical=0.000, literature=0.080），ACP3-疾病证据为弱。Atazanavir Sulfate→ACP3 主要由 ConPLEx=0.358/rank=42 支撑；ACP3 child OT 分数接近零且疾病仍泛化。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.358, rank=42; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：ACP3 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 暂不推荐 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 ACP3 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,ACP3 child OT 分数接近零且疾病仍泛化。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=文献状态未充分审计，需人工排重; major_risks=主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0710,Bosutinib Monohydrate,PDGFRA,PDGFRA 突变 GIST；胶质瘤/肉瘤探索；肾纤维化不作为主线,"child Open Targets 最佳疾病为 gastrointestinal stromal tumor，score=0.825（genetic=0.647, clinical=0.979, literature=0.971），PDGFRA-疾病证据为强。Bosutinib Monohydrate→PDGFRA 主要由 ConPLEx=0.468/rank=24 支撑；PDGFRA-GIST evidence 强，Bosutinib ConPLEx 中等且 kinase assay 可行。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.468, rank=24; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：PDGFRA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 PDGFRA 突变 GIST 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 PDGFRA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P2_medium,keep_medium,PDGFRA-GIST evidence 强，Bosutinib ConPLEx 中等且 kinase assay 可行。 child_ot_status=child_ot_match; best_child=gastrointestinal stromal tumor; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
