matrix_target_index,gene_symbol,sequence_sha256,sequence_length,feature_route
665,KCNQ4,c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,695,frozen_bundle_exact
666,KCNQ5,730df54c5738d6d8ae47a9169792d054f5105116d1ff1df36053c59123543070,932,new_full_chain_esm2
667,P2RX3,0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,397,frozen_bundle_exact
668,P2RX7,155a223fdcfff03dcbafe49e96681986d306ca27fba7bd88c55e1480c0f59316,595,full_residue_bank
669,RYR1,13ec7d20623e4c991345c6e854938a42b0c3ba3acffa421ee016a700bcc189ef,5038,frozen_bundle_exact
670,RYR3,e6406862b531219d01dbc7bb56a8c17a02e38f4aa54182c87dae3d334eea6e7d,4870,full_residue_bank
671,SCN10A,c345e66ed21d45f9acfe03a6e99ca5b9744199478b48087e17cb99e2ac0364f4,1956,frozen_bundle_exact
672,SCN11A,31f3d057dcbc2abdd4120b7c760ca6af6ae43dd23ee21bbb6f2b25d42fe0fcc2,1791,frozen_bundle_exact
673,SCN2A,448e29b0b2d00f0702d2821a9d17cc5beff8d25389cce602e3f746e22a9584c2,2005,frozen_bundle_exact
674,SCN3A,92527863dc4b011caad9cf573b20b6c8616efaf0581b30b1aea9ec850f141aa3,2000,frozen_bundle_exact
675,SCN4A,d4b6667304f841b9798dc5b85e5de6e0aa708b3efbb34e8b63c4acc6c14b1420,1836,frozen_bundle_exact
676,SCN5A,3b1719ba4947964cb94b865175fff405120a047e44643495f0965aa8178f7f49,2016,frozen_bundle_exact
677,SCN8A,48b7226dc34e609ce66665fa7364fb3124108ada1effd7c7ef61ca7ca51b1974,1980,frozen_bundle_exact
678,SCN9A,6cf2c19bfc54eef2d536181ce04a499c239d2c869bf5d7a463d316dd221786f2,1988,frozen_bundle_exact
679,TRPA1,a93ba2d243a68358de9b9adec225e83c68e9ffc050c5d9a71ea6483fb92db338,1119,frozen_bundle_exact
680,TRPM8,b752efca239d6c441dadf5c0a7bb5e4a9500b78108fb7bafa7604d2ee58898cc,1104,frozen_bundle_exact
681,TRPV1,ed2277a5b7e4e7c44a5a8b9cb05f59452041ffcfcca4654de1a91e4705570cda,839,frozen_bundle_exact
682,TRPV4,001c5d2b571d4e8910b9409e8aaffc73b1ebe78a6b944bc951a7b21717ea1499,871,frozen_bundle_exact
683,ABL1,bf5ccc817349256c1c2f16dd66d61bfcd29ac4897fdead01d85e01cd84e33670,1130,frozen_bundle_exact
684,ACVR1,7c2a7bcf3a9e687a4734d149429648beaeb58a4936962328b18c1fd4d5c90203,509,frozen_bundle_exact
685,ACVRL1,41225f390d79410ec5e7bfef7e5f05341e7142207310e2a3d53bb09826db1795,503,frozen_bundle_exact
686,AKT1,51db38ca000f0471707445dbc6e933598ffa1311b809a8da10aaf05174e5182d,480,frozen_bundle_exact
687,AKT2,31df09ee54136584c9d22b78c72cb3401adeedaa4ef3491b7618f82c9f676527,481,frozen_bundle_exact
688,AKT3,7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,479,frozen_bundle_exact
689,ALK,74716bef5c87821e4b00db1043b6b1f1b4e661f13f1fc7dc3e9b3ceb33ba71d9,1620,frozen_bundle_exact
690,ARAF,39ad43cf31421ee66dcea16ed6c270c50e9b75b9984e56a6806f208b39ce4fe8,606,frozen_bundle_exact
691,ATR,88555a84c4118f20e778a3d47999537e19f9b068685bead8229317a09867f549,2644,full_residue_bank
692,AURKA,7192d652f813d4d86f957b1edb7729c8adb429515fb591d7f4c6937a9d54dec2,403,frozen_bundle_exact
693,AURKB,0f99982b545e61cc6fa4ca70be1e2f0f503d3e26f44fdb3067dd3c6905bb2788,344,frozen_bundle_exact
694,AURKC,652e9b375dbfa639eace1fcaeab438211e2b79b1d49c40add44ead3710e65990,309,frozen_bundle_exact
695,AXL,0e1b606ba4a2733bcc0bfda24d9072606dc3876638804d08520b6d5c668ea019,894,frozen_bundle_exact
696,BRAF,1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274,766,frozen_bundle_exact
697,BTK,2050e121c40716b1679af0b304ba648e1f3f6d4bf32ac563318974ec64d5167a,659,frozen_bundle_exact
698,CDC7,6a25cf3375cffdb55b1ac9fcd0bfd67323d01427cd5e8efd34cb623c84d72b48,574,frozen_bundle_exact
699,CDK1,1abdf9f5fe8a5ce4b11f9b7b9cbbd0bc1697da6c82615add5f03f1f0cb3a0cbf,297,frozen_bundle_exact
700,CDK2,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,298,frozen_bundle_exact
701,CDK4,94f997e8d7d44225d61d08b97659620e755c3a48269a7711847ad349a9125830,303,frozen_bundle_exact
702,CDK5,eaac9e9e767af863f147d3e73bfc2fa6441dcd6fa09f4a35d72f78f9a9973f5a,292,frozen_bundle_exact
703,CDK6,051fc4732e4921492421cda1544c298561f4d5e41751c6e73886e38ed9280207,326,frozen_bundle_exact
704,CDK7,2a5c3173293b02025db072c77174be6a288eb4a6f97c0af6a9f7c8fe8ab5d3a2,346,frozen_bundle_exact
705,CDK9,2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,372,frozen_bundle_exact
706,CHEK1,a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,476,frozen_bundle_exact
707,CHEK2,e81f5dcd44302c3c277b4599449c71b5f2a7b3eb761bc2c584db236d9fbb8632,543,frozen_bundle_exact
708,CLK2,c1d8460d5126247ab038e25728de72367a0b8b3a5cad88ce58627800b516b936,499,frozen_bundle_exact
709,CSF1R,52b1cbc0ca3474810cb7949467e3a5a2851350643eb734f1c33aaca65b4a6fe4,972,frozen_bundle_exact
710,CSNK1E,2546fc8eb85f6ddb0c86a8118b17e473bd385a8c6e3d14c60d4193d21d098fc1,416,frozen_bundle_exact
711,CSNK2A1,f76d4444f84e1144c3d580f7f6c2ccb02d021a741c16a909ae2a9e2bc90b32f3,391,frozen_bundle_exact
712,DDR2,39060bb69c4e8f76b5ea4babc2f97724fa4e7d5c79be4dc83ef5cc192a840c31,855,frozen_bundle_exact
713,DYRK1A,ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,763,frozen_bundle_exact
714,EGFR,dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,1210,frozen_bundle_exact
715,EPHA2,29416c9490a3c35fa69a9086f09fb7c75915d5d7467cb594e5b517e8fa9f344f,976,frozen_bundle_exact
716,EPHB4,37003eca217f6b25fc4ae29a2d6ffc1e7b18df0a7f2e9f9ea509a636a68f8260,987,frozen_bundle_exact
717,ERBB2,a5f256fc653515d110f6dd48ad55b8ea21bf6d45af33b7f5c182c6c31455b636,1255,frozen_bundle_exact
718,ERBB3,17edac2fa022b912a92821032c8b6d4a300cd07a4c81906cb7faa2b94996f600,1342,frozen_bundle_exact
719,ERBB4,1d456f9470d2ff57ac97450faa7588aef382adc7eff33d54259187c71584d11a,1308,frozen_bundle_exact
720,FGFR1,ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03,822,frozen_bundle_exact
721,FGFR2,c81b4e9e806e0ace9f779e65477e6c988dea6cad5eecfbcb35f2364c5fc884dd,821,frozen_bundle_exact
722,FGFR3,9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,806,frozen_bundle_exact
723,FGFR4,defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,802,frozen_bundle_exact
724,FLT1,cabcd0382ed2f6481aa338d4235c57b559cc4d1a254f9c9aae6c341230ecaa90,1338,frozen_bundle_exact
725,FLT3,68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,993,frozen_bundle_exact
726,FLT4,e269bc198cd67f0c6b80d470b4d790fedd12e2902018aee33e1d4750980d7caa,1363,full_residue_bank
727,FRK,266e943682a0ddcb4cd4532fc9a4d6b6bf941ce7d8c2bd9f5011cf7fd02d13bd,505,frozen_bundle_exact
728,FYN,a25f82cd1b4be74e9b43bdc43c058fe9ce987dc011b712f1ce43a21e4d45d0a4,537,frozen_bundle_exact
729,GSK3A,67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,483,frozen_bundle_exact
730,GSK3B,2ca842f3e7a01314833c340d495dc171c89dca6271a7cf89edb90e6194b06fa3,420,frozen_bundle_exact
731,HCK,bd65d9ee0f06d8b5a3bd439e675adb40ddfe5d83aa100e62fd04f3da7a9520e3,526,frozen_bundle_exact
732,IGF1R,e11a8ca0d0d551f3fa704c31f4d0af57361c9d19d838a54bdd6b63528cbb7a1e,1367,frozen_bundle_exact
733,IKBKB,22705f55903aa2007eb23dc3b4909f6525a7ab6303fb968f9a8f156a8b5d15f3,756,frozen_bundle_exact
734,INSR,90397a156f87a91b9bb1e01e97437e9f353b3b37025d48c3c0efdf77fe4ccaf8,1382,frozen_bundle_exact
735,IRAK1,920d53f2ba8db9ed226d6430fe54f562849c9cd1a5c72a52e854cc4e3bc78348,712,frozen_bundle_exact
736,IRAK4,d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,460,frozen_bundle_exact
737,ITK,33e035b87b94c840395554b01f49e9c988594ecea98632b70b107be32d538bc4,620,frozen_bundle_exact
738,JAK1,1c6644344a12e467bac221d095a23fc2da3d2eb868d6085259979d4b76029cba,1154,frozen_bundle_exact
739,JAK2,21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,1132,frozen_bundle_exact
740,JAK3,18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,1124,frozen_bundle_exact
741,KDR,fc7e217443f8e66fc4af3971109e40c570f998fb293d1bf4f799cffcc127e76b,1356,frozen_bundle_exact
742,KIT,7b430dd4888d7410e8d65d331b8bd4f5bd9abd4f3a9290f2a93f37b0ed495c5c,976,frozen_bundle_exact
743,LCK,01b6c32eee0d173b181b1bb3926e78b1014c3c8a350003ef462b97fcad650063,509,frozen_bundle_exact
744,LYN,87208f7d25d760d405971be60e739e07826b41f96550fef7b3e4b593f208c082,512,frozen_bundle_exact
745,MAP2K1,946738194771d8903ea1de39783f6bebe496fb1b4c6d06255e560ee6678d0676,393,frozen_bundle_exact
746,MAP2K2,679986c39e4cb9599dc08211bd0f7b4941586aff6eabbf20148fcc35d02c21f4,400,frozen_bundle_exact
747,MAP3K1,38d1f3c132e27453ae659213aa2b1a4cfd6b0e0431a5d5c7af550df3b2b272f1,1512,full_residue_bank
748,MAP3K10,2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,954,frozen_bundle_exact
749,MAP3K11,1a32a0b33ebb4ddda7dfecb87ed99595da3dfc7c10e80c7fbc1ad3777f3990c3,847,full_residue_bank
750,MAP3K12,b43db80f7a2a9a1a5499909e2cd5fab0a2376b5a8fb9dfbe694828f9de6e91fa,859,frozen_bundle_exact
751,MAP3K13,4b73868ce025017dbd7dc7c6e3d898657ae4faf8dd559c654aec1cb4c86901db,966,frozen_bundle_exact
752,MAP3K5,acb6bfceb028a3ae5829248426f3ea5eb5863b320d20d32d78a5fa3bcb55f7fe,1374,frozen_bundle_exact
753,MAP3K8,85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,467,frozen_bundle_exact
754,MAP3K9,6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,1104,frozen_bundle_exact
755,MAPK1,1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,360,frozen_bundle_exact
756,MAPK10,808152c23dd7903f79cd211e69be307502872a8319329ebfdb49ad3c6d25ad55,464,frozen_bundle_exact
757,MAPK11,c6506b4a937e3a2dfb3534c595b075c700a8dc0eb18b8996c0e43cdfec088e1a,364,frozen_bundle_exact
758,MAPK14,539a4d890afc072187b18b4a970c82df0c180f5a8e93ab2442dbfe99c0aec049,360,frozen_bundle_exact
759,MAPK3,ea70f94ced8c73b71298700f937023c6fc660ef5e672a6c07738c08930a7925e,379,frozen_bundle_exact
760,MAPK8,e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,427,frozen_bundle_exact
761,MAPK9,91879df6c55d94de68c2f51e05a06f8a798076a5bca1b45a5ad1d3fefa3c065f,424,frozen_bundle_exact
762,MAPKAPK2,df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,400,frozen_bundle_exact
763,MAPKAPK5,528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,473,frozen_bundle_exact
764,MERTK,aa54247704f55ea2a11e5e339c873318fa24bfd23de6d43aa67e2f416e2b8e82,999,frozen_bundle_exact
765,MET,cc24e8701a5717fd1fa418174adb3b6cbaeae8a76f78b33a995f44c5bb394056,1390,frozen_bundle_exact
766,MST1R,223384aa416b5e9b85eba0bd82b798c35b38f8ae4325c35ff46c78dbac5325ed,1400,frozen_bundle_exact
767,MTOR,14c12f3038e6dde2d28b78c0961e52dae3040876f6c8e2ce7208899bca679c80,2549,frozen_bundle_exact
768,NTRK1,c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,796,frozen_bundle_exact
769,NTRK2,5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,822,frozen_bundle_exact
770,NTRK3,3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,839,frozen_bundle_exact
771,PAK4,261a58d7e60edfc0e5856fbe4a7731d73aecba5005d564fad9d5dafb5bfe869e,591,frozen_bundle_exact
772,PDGFRA,96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,1089,frozen_bundle_exact
773,PDGFRB,809c105e2a6e885c842e5d098845d69476d417336b2a21c12259fdcbc240cb32,1106,full_residue_bank
774,PDPK1,7a35c5b4006d9a7e80fc848a1691b4033874f87f578229f3fc6a0f98635b384b,556,frozen_bundle_exact
775,PLK1,03bfae282c699ad0b358e53c924c5fc3b921d43eccfec4f32b71a4382263a1f4,603,frozen_bundle_exact
776,PLK4,4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5,970,frozen_bundle_exact
777,PRKCB,16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,671,frozen_bundle_exact
778,PRKDC,0b73a9ecfe713d096e2570931e596b9d42e47a4359a3d72144f02dde6c361636,4128,frozen_bundle_exact
779,PTK2,673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,1052,frozen_bundle_exact
780,PTK2B,87744367b800f3cc95c3a6d293b833f1eb880275dbff337dd1b2025d071efdaf,1009,frozen_bundle_exact
781,PTK6,72ae3fbfaabc73063f5b44342bc0fc94ddc2c535148ab9ca1dbcf91c673da3f4,451,frozen_bundle_exact
782,RAF1,cccfc1d98eae3098eabc4172a1261029642e3f31e5bbc317cc8a820a75086f1d,648,frozen_bundle_exact
783,RET,10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,1114,frozen_bundle_exact
784,RIPK1,a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,671,frozen_bundle_exact
785,ROCK2,2674aa9015e37da743be74d67bce80b3cb35df6161e9182af9b87d25cb645d52,1388,frozen_bundle_exact
786,ROS1,cf559ca22e969dc6a8bb865fe5e89cf38d07e22a24caf182f8384201045496e1,2347,frozen_bundle_exact
787,RPS6KB1,5108f141bd89daf8332040d559884335f4f156f72cf7a919dc97f8e0322cbda4,525,frozen_bundle_exact
788,SRC,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,frozen_bundle_exact
789,SYK,52dacce1ddca9fd8fb4569f19a8d82ad0456ba36260370784d604d66e8b697b2,635,frozen_bundle_exact
790,TEK,098f8e95556545c4417a8526c58549235f89930e00529d662ba941c1c2e8a9dd,1124,frozen_bundle_exact
791,TGFBR1,639fec58970beb225b8efb16a3ad59713134601c6ee978bb08af353971c651ec,503,frozen_bundle_exact
792,TTK,6d5bab5d8d70be3a440bacfb3ec857e93468837e7e7298ba8ba0a1486ec8d732,857,frozen_bundle_exact
793,TYK2,3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,1187,frozen_bundle_exact
794,WEE1,5ef1f29ae6c48b186caa6e996c42991c0077374bda1649603ab90d4cbe9752aa,646,frozen_bundle_exact
795,YES1,346cb787e598f5e4716e72b52876c6d754b1a6dab9ed0f94e7677f3b5738d813,543,frozen_bundle_exact
796,A2M,3ee0b59c31b62639a736da5c2a82042db3dc927f55f0ecb02a33c9d326563ce0,1474,new_full_chain_esm2
797,ALOX5AP,79c4fb50b32b27208d2466d10cdcab1cde6127125a76a5a1aecc5fcbb8e2148c,161,full_residue_bank
798,BCL2L2,7aefc129cd06ec747b67e4b97d78466ee5553c4f7f1bce7b24e2a1872eafb0f5,193,new_full_chain_esm2
799,CALM1,4a9f2f38a0afe61f9cd35d05788764536c1b394551a521687d0e537ad2760ff5,149,full_residue_bank
800,CCND1,e4d347c11b0569608066e36f7f033d7acab8e314176cf69b48c011a7eb55c432,295,full_residue_bank
801,EEF1A2,716f4233dbf07bef50a59a252fdb91a5f1bf153bbc208994fb1fe38786066cbf,463,new_full_chain_esm2
802,FLNA,ce6f63b72268824fe1f46266e0788e12fc8686fc98243d4e72e0348de847f251,2647,new_full_chain_esm2
803,HNF4A,514960cc107b46ce490896aece2217b057ec0c403c2b265af775304fe85a3847,474,new_full_chain_esm2
804,KEAP1,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,624,full_residue_bank
805,KIF11,845aac6ccf05bb051344fc17bed5055169ad447b78533db19a6649181b08f1ff,1056,full_residue_bank
806,LGALS3,9796e4a195066b95cb46d4fbb869f06afddbe3672b9e1f789fa4e3e5c9560e0c,250,full_residue_bank
807,MCL1,0b63beb01de62ea4910251f17ee36750f150e89785b412f48844567ec3390baa,350,new_full_chain_esm2
808,MEN1,7810003b5817178cf1f0238a337d954f732e3387da5080f93df679003054f5a6,610,full_residue_bank
809,NISCH,4c8109fd3a64faa49984ec6febd82849e4f2108437986ccccf6f3849c7e6747e,1504,full_residue_bank
810,NLRP3,138b95b30ab8f0f5159c8e47139e072be23cc2dda5f74980956ee5764897d1d7,1036,added_residue_bank
811,NOD2,ef161768e7c976580d006d192e7b5660c7c33afb39c7005fc11aac8ef2a9a2c9,1040,new_full_chain_esm2
812,PDE4,381933b60429d8237a71ff15627f2aca7f1776ffc72257388805497b38c4ab1d,102,new_full_chain_esm2
813,UTRN,52c4241338e673628e6e195c6fb1703d78df06228629bfb87878f98107e83c7a,3433,new_full_chain_esm2
814,XPO1,9d6ddb14d57b4928c7f03be948a131de842eda0614bccf1bfc98e6e0b1f4d5df,1071,added_residue_bank
815,AGER,a5ae49bcb2a382f186994f88e53ecf0e3e4f5475b709bd38238868f984ccc81e,404,new_full_chain_esm2
816,APP,0f79dd8c1ea278edbe797ca3ccb235de12e8d482492499a37a977a0692d3e49b,770,added_residue_bank
817,GHR,b20d1ec09d847b56a629ffab0752f2d138c9b3ecdc5abf97611d40e640e99ccc,638,new_full_chain_esm2
818,ITGA4,1f0a5a2544b02a305ead1c891b2b8cd0ed571e0d110175d833be071d086e6560,1032,new_full_chain_esm2
819,MPL,61da292a0dae7936eff33d3c0909040d846053dc4925c3fb94d6a9bbe00d7c12,635,new_full_chain_esm2
820,NPC1L1,30f612a2b222f259462d5eb29bd65b0d8672652a14cbf4e759cd486bb3bbe678,1359,new_full_chain_esm2
821,SIGMAR1,505bfb3d1260c6a4e19cde894af5b280bdb5f0833bc980cb58448501fc7e158b,223,full_residue_bank
822,TLR2,cbd050a75aeb073e1c490af0ef9827a4c2ea74d0f03ebe4a5245403c1f54c69d,784,new_full_chain_esm2
823,TLR4,f94b50d07a54dfafb481d544c5ae3034e5f8c23d13aeffce054621d6e348af4c,839,new_full_chain_esm2
824,TLR7,3eea137da930d96e7e51d6f68a027b9ced8d98c4baf44a6e450220fc83c678d0,1049,new_full_chain_esm2
825,TLR8,6e4cfb2991dbf1a983f4709781db5da383101532e39b404912a5528f75e51d17,1041,new_full_chain_esm2
826,TLR9,b17771e006a986a20bb8aaf49a621d867d7e13dcd905de470b145eae695a1aba,1032,added_residue_bank
827,TSPO,20a6b94861f0cf314539c09f81e963061ffb85f749a47a103bb6de76c0fb62fc,169,added_residue_bank
828,AHR,37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,848,frozen_bundle_exact
829,AR,043f80df5b673d9048e118735cb0230b0baaa23f788c3bae0010f9995412d852,920,frozen_bundle_exact
830,DNMT1,fc574e32e4a88543e8f5373b656b0b1999faaac2fec70fcdbe637f375aa2f65a,1616,frozen_bundle_exact
831,DNMT3A,52ea10c47364c98bc0b066941229148e42ad779b70b1b8569855db412b95cacd,912,full_residue_bank
832,EPAS1,bc397cc8eb78693a226a23c89a09eb3c0054deef0ef8c9cae74b11a491fad1df,870,frozen_bundle_exact
833,ESR1,59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,595,frozen_bundle_exact
834,ESR2,7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,530,frozen_bundle_exact
835,ESRRG,47f215840b7ee1171d9fe5b93552ff6be5333e0e7dd49eee0d8b106793ccbc2c,458,frozen_bundle_exact
836,EZH2,4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,746,frozen_bundle_exact
837,HDAC1,7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,482,frozen_bundle_exact
838,HDAC11,65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,347,frozen_bundle_exact
839,HDAC2,955979c609c58538ca00aee39b91bfe3f7988d4c5d7ac63d68ced1c874449011,488,frozen_bundle_exact
840,HDAC3,9d0bf140dd3e9610a05d0391d0b3076177bb6c5932d4b003e913cd9bfb378d81,428,frozen_bundle_exact
841,HDAC6,9a7fa3c16640c215ee56fb067330853d5928b50181834259d9e00abb24e9b751,1215,frozen_bundle_exact
842,HDAC8,4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,377,frozen_bundle_exact
843,KDM1A,54d4ad68b7f18c59288a5d0ac6b402df893d8aadb55fda3f5e03b57be254e647,852,frozen_bundle_exact
844,NFE2L2,850aba8ba2a5e1681e7e3dbc08958a52248c816c95be57b749d282e591253998,605,frozen_bundle_exact
845,NR1H2,456b0bd6f627e1b046e11eb32cede3edc8125bd526e9d62d6a237b897f455cff,460,frozen_bundle_exact
846,NR1H3,930ebc290600ab8f12f93fc9a88f07aafbd39ee68720b02c19e357865ad59626,447,frozen_bundle_exact
847,NR1H4,450a21105b740fd60df57b1fa1f127cbbcfe9167e01cd5ddd638d7d55c4c53e5,486,frozen_bundle_exact
848,NR3C1,c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,777,frozen_bundle_exact
849,NR3C2,cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,984,frozen_bundle_exact
850,PGR,55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,933,frozen_bundle_exact
851,PPARA,764ef6f778faca895ff91fffd4fa52f9d65cec8f985aed444769b03068e81c4b,468,frozen_bundle_exact
852,PPARD,f85202b5d75177e17ae2f6ce9634dd0f5a12ba04f3d22ab75c2febd126f075bf,441,frozen_bundle_exact
853,PPARG,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,505,frozen_bundle_exact
854,PRMT5,426a120e9105502534446b6b2f93d80918127f6d0a708f46a005683d0db7c88e,637,frozen_bundle_exact
855,RARA,8004a1c9c217fe6012b36949fb19437e9570870715c656d08f9b5e16ac29a282,462,frozen_bundle_exact
856,RARB,73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5,455,frozen_bundle_exact
857,RARG,20d95bbd7219ed692991fc802f5ec153736cebcc544b1d5f94408f674165e914,454,frozen_bundle_exact
858,RXRA,8e243e32883cfc5ef70c61b40fccb9f5c9241e4ff31f0797437cd643f82d9740,462,frozen_bundle_exact
859,SIRT1,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,747,frozen_bundle_exact
860,THRB,94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,461,frozen_bundle_exact
861,TP53,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,393,frozen_bundle_exact
862,VDR,535363783c0c533c3a927c0ad3ef395e2a62e8f7b3fbe3ece2c45a98e2b59b25,427,frozen_bundle_exact
863,ABCA1,3136cc5cb28231272477a2bcc16add022b5fc6d26aa161cedaa8d3271e785d34,2261,frozen_bundle_exact
864,ABCB1,e104bd0942475592d1b9846250cd047178657b11a0718e3dc71de016002d13f9,1280,frozen_bundle_exact
865,ABCC1,e6d2ca75ad62139dc7684b05ef50eb7e6732950e26a0bb3b5a309286f342c4cf,1531,frozen_bundle_exact
866,CACNA2D1,e03d2e2ed78aa1bafd41b89899496ec841b53734dee0bf878a1743bb56279654,1103,frozen_bundle_exact
867,CACNA2D2,d6d8452f76cc3f6139b4f8a26fda368bf45c8a247218abf27402397b08b56943,1150,frozen_bundle_exact
868,CPT1B,a93d8265b260ba945a147042f68980aeec2ea04e8b4588fbcc912da3ec27dc1e,772,frozen_bundle_exact
869,NOX1,87dbdcd6bb922f6c07c087bedb6707d8d54078cc3912c82ea227236f19974349,564,frozen_bundle_exact
870,SLC10A2,314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,348,frozen_bundle_exact
871,SLC12A1,da02982123f1f4c22734b86851c507afb751568922ebc5feb52d3c74a9e37d6a,1099,frozen_bundle_exact
872,SLC12A3,88a8c1a1f2cf753a5c462e5f24930bbc0dd9ff72cc88a4aafa5800d2e014f52f,1021,frozen_bundle_exact
873,SLC18A2,0b6a052b9555faa3d4d4664f357b23e5ca0f6f71a459d41757d4b10000fce676,514,frozen_bundle_exact
874,SLC22A11,65489e1dd3fb7c6fb5b047c99220414ae4da8bd60d048e07df4ae3f9077244c7,550,full_residue_bank
875,SLC22A12,b2f7f8437797ff0397a89aeb7f6ff2916d84a5895e2cca8247f9dc9428c257dd,553,frozen_bundle_exact
876,SLC22A6,f4530393413bef6fed4161594ee08a4d063a4dcbc1b9ce61a747fd299e1ee5de,563,frozen_bundle_exact
877,SLC22A8,2d18ac9566390f8e8a70ccbb95841c3aa5c4e4c5fd088d59fd7e1ac28d693c44,542,frozen_bundle_exact
878,SLC29A1,49bca4bf056d239c66207751c15e2f1bf5c5f810a8685932c00ef588360f46ae,456,frozen_bundle_exact
879,SLC5A1,e8bea1dfd0a8c2ec4d98cd0838eacf112aef4b3cf82ace51b15a0ba957e1b4ae,664,frozen_bundle_exact
880,SLC5A2,18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,672,frozen_bundle_exact
881,SLC6A1,9061011260b9d045e365e5402f4e150b7e1bc166a21b6dcd06b0d24f3294833e,599,frozen_bundle_exact
882,SLC6A2,7f69aba6b465001d13b7bd7589de4d14647de313773b2cdfa0446b095330ee08,617,frozen_bundle_exact
883,SLC6A3,b94221f783eb87845713fd033590015677926a71ee9010789aeb11e63c50cbd0,620,frozen_bundle_exact
