排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,原药内排名_384,A药内排名_384,A排名变化_正数为后移,A排名区间,A原规则去向,A三个种子Top20次数,A_种子20260921_药内排名,A_种子20260922_药内排名,A_种子20260923_药内排名,A靶点内药物排名_720,B药内排名_384,B排名变化_正数为后移,B排名区间,B原规则去向,B三个种子Top20次数,B_种子20260921_药内排名,B_种子20260922_药内排名,B_种子20260923_药内排名,B靶点内药物排名_720,共识Top20组合
266,C384-109,ruxolitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,6,363,357,201–384,仅因药内排名超过20而未通过,0,365,343,331,702,289,283,201–384,仅因药内排名超过20而未通过,0,279,246,282,674,A和B均未进Top20
267,C384-030,alvimopan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,6,154,148,101–200,仅因药内排名超过20而未通过,0,111,167,383,419,6,0,1–10,通过原Top20及既有审核,1,2,35,22,64,仅B在Top20
268,C384-264,retapamulin,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,6,3,-3,1–10,通过原Top20及既有审核,3,19,14,7,63,35,29,21–50,仅因药内排名超过20而未通过,1,73,90,20,310,仅A在Top20
269,C384-267,pomalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,6,44,38,21–50,仅因药内排名超过20而未通过,2,142,20,20,369,243,237,201–384,仅因药内排名超过20而未通过,0,95,287,234,265,A和B均未进Top20
270,C384-309,brivaracetam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,6,249,243,201–384,仅因药内排名超过20而未通过,0,284,86,317,661,99,93,51–100,仅因药内排名超过20而未通过,0,47,86,244,134,A和B均未进Top20
271,C384-311,meropenem,MMP7 — Matrilysin,先解决具体问题,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,6,180,174,101–200,仅因药内排名超过20而未通过,0,120,197,130,317,290,284,201–384,仅因药内排名超过20而未通过,0,354,122,248,123,A和B均未进Top20
272,C384-320,mirdametinib,HDAC11 — Histone deacetylase 11,先解决具体问题,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,6,21,15,21–50,仅因药内排名超过20而未通过,1,28,12,42,598,112,106,101–200,仅因药内排名超过20而未通过,0,129,383,55,684,A和B均未进Top20
273,C384-123,esmolol,CA7 — Carbonic anhydrase 7,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,7,2,-5,1–10,通过原Top20及既有审核,3,7,17,1,491,3,-4,1–10,通过原Top20及既有审核,3,3,7,9,410,A和B均在Top20
274,C384-202,ivabradine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,7,226,219,201–384,仅因药内排名超过20而未通过,0,275,94,299,348,16,9,11–20,通过原Top20及既有审核,1,2,77,31,494,仅B在Top20
275,C384-203,epinephrine,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,7,363,356,201–384,仅因药内排名超过20而未通过,0,297,321,334,717,369,362,201–384,仅因药内排名超过20而未通过,0,346,329,349,581,A和B均未进Top20
276,C384-206,eltrombopag,LCK — Tyrosine-protein kinase Lck,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,7,63,56,51–100,仅因药内排名超过20而未通过,1,205,87,20,320,55,48,51–100,仅因药内排名超过20而未通过,0,295,34,47,87,A和B均未进Top20
277,C384-265,vorapaxar,DPP4 — Dipeptidyl peptidase 4,先解决具体问题,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,7,254,247,201–384,仅因药内排名超过20而未通过,0,352,306,156,584,83,76,51–100,仅因药内排名超过20而未通过,0,53,148,131,91,A和B均未进Top20
278,C384-119,bazedoxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,7,32,25,21–50,仅因药内排名超过20而未通过,0,58,80,53,31,58,51,51–100,仅因药内排名超过20而未通过,1,54,2,144,129,A和B均未进Top20
279,C384-133,hydroxychloroquine,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,7,230,223,201–384,仅因药内排名超过20而未通过,0,271,188,205,177,268,261,201–384,仅因药内排名超过20而未通过,0,318,192,255,357,A和B均未进Top20
280,C384-312,perampanel,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,7,133,126,101–200,仅因药内排名超过20而未通过,0,29,296,179,284,120,113,101–200,仅因药内排名超过20而未通过,1,6,314,238,166,A和B均未进Top20
281,C384-168,aripiprazole,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,8,106,98,101–200,仅因药内排名超过20而未通过,0,72,72,159,72,190,182,101–200,仅因药内排名超过20而未通过,0,141,255,171,122,A和B均未进Top20
282,C384-072,calcipotriene,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,8,130,122,101–200,仅因药内排名超过20而未通过,0,80,169,192,19,141,133,101–200,仅因药内排名超过20而未通过,0,42,101,276,37,A和B均未进Top20
283,C384-208,imipenem,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,8,95,87,51–100,仅因药内排名超过20而未通过,0,44,173,316,424,162,154,101–200,仅因药内排名超过20而未通过,0,28,208,288,141,A和B均未进Top20
284,C384-315,meloxicam,DHFR — Dihydrofolate reductase,先解决具体问题,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,8,193,185,101–200,仅因药内排名超过20而未通过,0,53,322,240,510,97,89,51–100,仅因药内排名超过20而未通过,0,52,140,199,403,A和B均未进Top20
285,C384-324,crisaborole,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,8,263,255,201–384,仅因药内排名超过20而未通过,0,80,153,371,214,49,41,21–50,仅因药内排名超过20而未通过,0,106,62,24,59,A和B均未进Top20
286,C384-327,deutetrabenazine,UGCG — Ceramide glucosyltransferase,先解决具体问题,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,8,251,243,201–384,仅因药内排名超过20而未通过,0,306,66,220,217,112,104,101–200,仅因药内排名超过20而未通过,0,158,85,121,397,A和B均未进Top20
287,C384-363,tazemetostat,DHFR — Dihydrofolate reductase,先解决具体问题,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,8,149,141,101–200,仅因药内排名超过20而未通过,0,145,203,266,34,356,348,201–384,仅因药内排名超过20而未通过,0,344,318,350,322,A和B均未进Top20
288,C384-026,zavegepant,INSR — Insulin receptor,先解决具体问题,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,9,98,89,51–100,仅因药内排名超过20而未通过,0,153,149,92,36,47,38,21–50,仅因药内排名超过20而未通过,0,38,87,113,7,A和B均未进Top20
289,C384-035,olmesartan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,9,7,-2,1–10,通过原Top20及既有审核,2,5,3,32,34,195,186,101–200,仅因药内排名超过20而未通过,0,343,69,287,558,仅A在Top20
290,C384-036,atrasentan,ERBB2 — Receptor tyrosine-protein kinase erbB-2,先解决具体问题,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,9,341,332,201–384,仅因药内排名超过20而未通过,0,309,291,369,715,175,166,101–200,仅因药内排名超过20而未通过,0,168,134,214,670,A和B均未进Top20
291,C384-127,colchicine,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,9,193,184,101–200,仅因药内排名超过20而未通过,0,90,282,94,560,294,285,201–384,仅因药内排名超过20而未通过,0,239,213,344,652,A和B均未进Top20
292,C384-210,ivabradine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,9,257,248,201–384,仅因药内排名超过20而未通过,0,277,117,306,387,40,31,21–50,仅因药内排名超过20而未通过,1,14,109,73,520,A和B均未进Top20
293,C384-292,methylnaltrexone,CA2 — Carbonic anhydrase 2,先解决具体问题,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,9,51,42,51–100,仅因药内排名超过20而未通过,1,284,1,24,199,59,50,51–100,仅因药内排名超过20而未通过,1,155,12,227,261,A和B均未进Top20
294,C384-120,raloxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,9,38,29,21–50,仅因药内排名超过20而未通过,0,138,101,49,58,19,10,11–20,通过原Top20及既有审核,2,4,2,91,84,仅B在Top20
295,C384-270,olopatadine,NR3C1 — Glucocorticoid receptor,先解决具体问题,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,9,1,-8,1–10,通过原Top20及既有审核,3,6,3,1,31,14,5,11–20,通过原Top20及既有审核,1,86,12,38,161,A和B均在Top20
296,C384-110,amisulpride,CA2 — Carbonic anhydrase 2,先解决具体问题,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,10,43,33,21–50,仅因药内排名超过20而未通过,1,79,10,30,144,47,37,21–50,仅因药内排名超过20而未通过,1,9,70,78,397,A和B均未进Top20
297,C384-039,ozanimod,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,10,313,303,201–384,仅因药内排名超过20而未通过,0,324,243,285,391,258,248,201–384,仅因药内排名超过20而未通过,0,279,314,157,124,A和B均未进Top20
298,C384-216,aclidinium,PPARG — Peroxisome proliferator-activated receptor gamma,先解决具体问题,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,10,267,257,201–384,仅因药内排名超过20而未通过,0,248,343,190,444,74,64,51–100,仅因药内排名超过20而未通过,0,87,125,81,153,A和B均未进Top20
299,C384-332,enzalutamide,NTRK1 — High affinity nerve growth factor receptor,先解决具体问题,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,10,170,160,101–200,仅因药内排名超过20而未通过,0,205,105,279,481,93,83,51–100,仅因药内排名超过20而未通过,0,59,133,195,348,A和B均未进Top20
300,C384-042,glycopyrronium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,11,328,317,201–384,仅因药内排名超过20而未通过,0,295,363,237,582,90,79,51–100,仅因药内排名超过20而未通过,0,81,106,84,374,A和B均未进Top20
301,C384-140,dolutegravir,MAPK8 — Mitogen-activated protein kinase 8,先解决具体问题,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,11,47,36,21–50,仅因药内排名超过20而未通过,1,16,187,61,211,185,174,101–200,仅因药内排名超过20而未通过,0,144,307,142,162,A和B均未进Top20
302,C384-141,pemigatinib,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,11,180,169,101–200,仅因药内排名超过20而未通过,0,189,329,129,369,151,140,101–200,仅因药内排名超过20而未通过,0,84,253,25,3,A和B均未进Top20
303,C384-229,vigabatrin,MMP8 — Neutrophil collagenase,先解决具体问题,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,11,10,-1,1–10,通过原Top20及既有审核,1,24,137,13,153,222,211,201–384,仅因药内排名超过20而未通过,0,272,150,140,471,仅A在Top20
304,C384-333,vardenafil,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,11,215,204,201–384,仅因药内排名超过20而未通过,1,329,13,175,58,5,-6,1–10,通过原Top20及既有审核,3,10,1,15,129,仅B在Top20
305,C384-382,trametinib,DHFR — Dihydrofolate reductase,先解决具体问题,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,11,197,186,101–200,仅因药内排名超过20而未通过,0,317,96,239,686,111,100,101–200,仅因药内排名超过20而未通过,0,86,170,83,719,A和B均未进Top20
306,C384-015,mesalamine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,12,18,6,11–20,通过原Top20及既有审核,1,166,33,9,81,100,88,51–100,仅因药内排名超过20而未通过,0,31,156,272,612,仅A在Top20
307,C384-231,rivaroxaban,LCK — Tyrosine-protein kinase Lck,先解决具体问题,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,12,129,117,101–200,仅因药内排名超过20而未通过,1,180,146,14,180,137,125,101–200,仅因药内排名超过20而未通过,0,84,354,136,152,A和B均未进Top20
308,C384-365,selumetinib,UGCG — Ceramide glucosyltransferase,先解决具体问题,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,12,77,65,51–100,仅因药内排名超过20而未通过,0,285,31,50,424,105,93,101–200,仅因药内排名超过20而未通过,0,86,79,232,719,A和B均未进Top20
309,C384-016,sotalol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,13,165,152,101–200,仅因药内排名超过20而未通过,0,349,107,142,533,55,42,51–100,仅因药内排名超过20而未通过,0,21,175,120,450,A和B均未进Top20
310,C384-050,sufentanil,F12 — Coagulation factor XII,先解决具体问题,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,13,344,331,201–384,仅因药内排名超过20而未通过,0,241,272,370,167,381,368,201–384,仅因药内排名超过20而未通过,0,384,282,381,543,A和B均未进Top20
311,C384-144,levamlodipine,CA1 — Carbonic anhydrase 1,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,13,21,8,21–50,仅因药内排名超过20而未通过,1,32,58,7,121,15,2,11–20,通过原Top20及既有审核,1,5,61,61,47,仅B在Top20
312,C384-192,calcipotriene,AR — Androgen receptor,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,13,9,-4,1–10,通过原Top20及既有审核,1,17,36,37,21,276,263,201–384,仅因药内排名超过20而未通过,1,17,344,289,46,仅A在Top20
313,C384-233,norephinephrine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,13,95,82,51–100,仅因药内排名超过20而未通过,0,77,120,91,628,205,192,201–384,仅因药内排名超过20而未通过,0,119,314,210,564,A和B均未进Top20
314,C384-235,brexpiprazole,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,13,154,141,101–200,仅因药内排名超过20而未通过,0,218,137,172,173,168,155,101–200,仅因药内排名超过20而未通过,0,92,246,235,329,A和B均未进Top20
315,C384-171,aripiprazole,PTK2 — Focal adhesion kinase 1,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,13,223,210,201–384,仅因药内排名超过20而未通过,0,89,79,296,186,234,221,201–384,仅因药内排名超过20而未通过,0,241,194,238,243,A和B均未进Top20
316,C384-219,ivosidenib,AKT1 — RAC-alpha serine/threonine-protein kinase,先解决具体问题,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,13,120,107,101–200,仅因药内排名超过20而未通过,0,161,230,28,103,308,295,201–384,仅因药内排名超过20而未通过,0,338,166,300,118,A和B均未进Top20
317,C384-340,afatinib,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,13,254,241,201–384,仅因药内排名超过20而未通过,0,136,380,227,531,10,-3,1–10,通过原Top20及既有审核,2,6,26,11,327,仅B在Top20
318,C384-341,baclofen,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,13,299,286,201–384,仅因药内排名超过20而未通过,0,178,250,346,680,304,291,201–384,仅因药内排名超过20而未通过,0,325,198,280,577,A和B均未进Top20
319,C384-342,clobazam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,13,343,330,201–384,仅因药内排名超过20而未通过,0,210,371,381,377,67,54,51–100,仅因药内排名超过20而未通过,0,77,26,171,189,A和B均未进Top20
320,C384-366,esmolol,ACE — Angiotensin-converting enzyme,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,13,117,104,101–200,仅因药内排名超过20而未通过,0,55,340,116,549,271,258,201–384,仅因药内排名超过20而未通过,0,362,221,152,611,A和B均未进Top20
321,C384-017,ozenoxacin,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,14,360,346,201–384,仅因药内排名超过20而未通过,0,367,306,340,712,111,97,101–200,仅因药内排名超过20而未通过,0,139,134,141,135,A和B均未进Top20
322,C384-239,dexrazoxane,MMP7 — Matrilysin,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,14,180,166,101–200,仅因药内排名超过20而未通过,0,106,148,350,524,295,281,201–384,仅因药内排名超过20而未通过,0,241,209,344,414,A和B均未进Top20
323,C384-278,rolapitant,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,14,59,45,51–100,仅因药内排名超过20而未通过,0,63,94,197,119,240,226,201–384,仅因药内排名超过20而未通过,0,293,269,107,102,A和B均未进Top20
324,C384-112,glasdegib,FLT3 — Receptor-type tyrosine-protein kinase FLT3,先解决具体问题,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,14,299,285,201–384,仅因药内排名超过20而未通过,0,212,263,345,638,47,33,21–50,仅因药内排名超过20而未通过,0,96,80,29,189,A和B均未进Top20
325,C384-220,bempedoic acid,MMP12 — Macrophage metalloelastase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,14,66,52,51–100,仅因药内排名超过20而未通过,1,5,137,156,248,159,145,101–200,仅因药内排名超过20而未通过,0,94,202,177,473,A和B均未进Top20
326,C384-297,pomalidomide,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,14,175,161,101–200,仅因药内排名超过20而未通过,0,136,165,148,492,100,86,51–100,仅因药内排名超过20而未通过,0,222,57,105,138,A和B均未进Top20
327,C384-300,relugolix,KDR — Vascular endothelial growth factor receptor 2,先解决具体问题,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,14,380,366,201–384,仅因药内排名超过20而未通过,0,363,382,370,493,88,74,51–100,仅因药内排名超过20而未通过,0,181,126,66,75,A和B均未进Top20
328,C384-343,oliceridine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,14,297,283,201–384,仅因药内排名超过20而未通过,0,316,215,173,482,27,13,21–50,仅因药内排名超过20而未通过,1,47,17,84,450,A和B均未进Top20
329,C384-344,diazepam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,14,233,219,201–384,仅因药内排名超过20而未通过,0,275,308,124,591,54,40,51–100,仅因药内排名超过20而未通过,0,23,56,243,398,A和B均未进Top20
330,C384-345,dimethyl fumarate,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,14,134,120,101–200,仅因药内排名超过20而未通过,0,373,57,240,411,188,174,101–200,仅因药内排名超过20而未通过,0,167,241,154,485,A和B均未进Top20
331,C384-346,linagliptin,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,14,52,38,51–100,仅因药内排名超过20而未通过,0,71,40,145,52,106,92,101–200,仅因药内排名超过20而未通过,0,137,148,47,121,A和B均未进Top20
332,C384-347,colchicine,UGCG — Ceramide glucosyltransferase,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,14,269,255,201–384,仅因药内排名超过20而未通过,0,264,252,81,497,173,159,101–200,仅因药内排名超过20而未通过,0,188,82,211,625,A和B均未进Top20
333,C384-384,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,14,378,364,201–384,仅因药内排名超过20而未通过,0,372,370,334,575,13,-1,11–20,通过原Top20及既有审核,1,2,83,41,618,仅B在Top20
334,C384-172,brexanolone,ESR1 — Estrogen receptor,先解决具体问题,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,15,197,182,101–200,仅因药内排名超过20而未通过,0,204,216,144,134,276,261,201–384,仅因药内排名超过20而未通过,0,299,106,269,288,A和B均未进Top20
335,C384-175,ozanimod,PRKCB — Protein kinase C beta type,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,15,267,252,201–384,仅因药内排名超过20而未通过,0,352,227,37,255,342,327,201–384,仅因药内排名超过20而未通过,0,349,225,367,259,A和B均未进Top20
336,C384-274,chloroprocaine,ACHE — Acetylcholinesterase,先解决具体问题,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,15,91,76,51–100,仅因药内排名超过20而未通过,0,62,190,88,438,32,17,21–50,仅因药内排名超过20而未通过,1,92,5,166,289,A和B均未进Top20
337,C384-349,cobimetinib,HDAC11 — Histone deacetylase 11,先解决具体问题,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,15,58,43,51–100,仅因药内排名超过20而未通过,1,107,19,37,577,168,153,101–200,仅因药内排名超过20而未通过,0,144,329,51,712,A和B均未进Top20
338,C384-020,etonogestrel,CYP19A1 — Aromatase,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,16,9,-7,1–10,通过原Top20及既有审核,2,20,13,89,83,297,281,201–384,仅因药内排名超过20而未通过,0,116,181,373,195,仅A在Top20
339,C384-056,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,16,362,346,201–384,仅因药内排名超过20而未通过,0,336,288,363,572,330,314,201–384,仅因药内排名超过20而未通过,0,348,267,302,599,A和B均未进Top20
340,C384-076,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,16,177,161,101–200,仅因药内排名超过20而未通过,0,224,159,193,230,45,29,21–50,仅因药内排名超过20而未通过,0,30,37,121,399,A和B均未进Top20
341,C384-177,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,先解决具体问题,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,16,185,169,101–200,仅因药内排名超过20而未通过,0,127,249,85,719,361,345,201–384,仅因药内排名超过20而未通过,0,278,380,305,642,A和B均未进Top20
342,C384-178,copanlisib,NTRK3 — NT-3 growth factor receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,16,343,327,201–384,仅因药内排名超过20而未通过,0,199,272,356,665,40,24,21–50,仅因药内排名超过20而未通过,0,33,203,29,580,A和B均未进Top20
343,C384-180,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,先解决具体问题,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,16,376,360,201–384,仅因药内排名超过20而未通过,0,279,368,357,398,157,141,101–200,仅因药内排名超过20而未通过,0,157,159,172,658,A和B均未进Top20
344,C384-181,migalastat,UMPS — Uridine 5'-monophosphate synthase,先解决具体问题,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,16,36,20,21–50,仅因药内排名超过20而未通过,0,32,160,38,260,208,192,201–384,仅因药内排名超过20而未通过,0,80,285,221,345,A和B均未进Top20
345,C384-301,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,16,140,124,101–200,仅因药内排名超过20而未通过,0,66,106,245,162,115,99,101–200,仅因药内排名超过20而未通过,1,198,18,73,88,A和B均未进Top20
346,C384-352,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,16,150,134,101–200,仅因药内排名超过20而未通过,0,201,149,51,528,5,-11,1–10,通过原Top20及既有审核,3,12,17,2,62,仅B在Top20
347,C384-374,lesinurad,UGCG — Ceramide glucosyltransferase,先解决具体问题,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,16,272,256,201–384,仅因药内排名超过20而未通过,0,337,272,150,205,123,107,101–200,仅因药内排名超过20而未通过,0,143,80,149,472,A和B均未进Top20
348,C384-021,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,17,6,-11,1–10,通过原Top20及既有审核,2,23,15,14,128,108,91,101–200,仅因药内排名超过20而未通过,0,191,60,152,236,仅A在Top20
349,C384-058,trospium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,17,315,298,201–384,仅因药内排名超过20而未通过,0,260,232,325,637,84,67,51–100,仅因药内排名超过20而未通过,0,100,181,50,384,A和B均未进Top20
350,C384-182,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,17,66,49,51–100,仅因药内排名超过20而未通过,0,118,79,56,305,54,37,51–100,仅因药内排名超过20而未通过,0,351,38,42,211,A和B均未进Top20
351,C384-353,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,17,101,84,101–200,仅因药内排名超过20而未通过,0,76,135,26,530,24,7,21–50,仅因药内排名超过20而未通过,0,21,21,173,437,A和B均未进Top20
