homology_cluster,sequences,split
SEQ:c6e6378637cd53b09b214b686feffc324b8131b612ae8dcfafecb089091cb4f5,1,test
SEQ:c71f02d5e6b002c9b32cf414ee0b39725177582f77435d23f71089af3c22ef6f,1,train
SEQ:c7292916fa6aa68b7dd5e3d6182e1acd4d2586c7b8bfa1107d882b3ed3f2d54d,1,train
SEQ:c7337a695468969fc8d3fbdadc7355a1d62ff41de7f49cbb130e4cf95afe250a,1,test
SEQ:c7351dd0f48d8028da4e069d410d0ad92fc4002dcd2ce20331018d2eefd004f6,1,train
SEQ:c742bd3cd0ac4fae9daa8969725721f1e8c4d5a0fdd87486f05654b35486ce0e,1,test
SEQ:c76130017e286c57d74a82ab39245c4ed418a8046225a153a06dace37c4af061,1,train
SEQ:c77590006998a55e6e1b045a8b69e1c4361e823eb2377f502808c7c75106406b,1,test
SEQ:c77baa94ca515c677c53a1bfea0501effe47370436f2fd01911d36ad8eccae0d,1,train
SEQ:c789633dcae94f1348602f9e9fca0698ed3b6e053f82262f816006aeffa454eb,1,train
SEQ:c7b71df336e2c001f2840290e8b2e3ca6ada952138d9ab37f1bc5845b0d6765a,1,validation
SEQ:c7c2fb99e9df4c26858d1b3fd74b68b4962c1d6c0913ba7cdccaf8d0c10166ca,1,train
SEQ:c7ca641493265c7a44a74c40d18682a892d5055fbbfd4ba70e60f96b378a77ed,1,validation
SEQ:c7d3134e533a65783e49ac3da5caf96401d3d7f62c77b7c531348e8661c68a9f,1,train
SEQ:c7d89195be5dd57758ade12a734176e10e96b03d83f353293e1d71de43c11274,1,train
SEQ:c7e920fd4bedf3d69d790dcb40cc27b05e17211ccf7df8f4b5e8c33818b88f96,2,train
SEQ:c7fbad6b1a043280dec9ef0df69a730f7b60292cb70eb7161813f3449e63a202,1,train
SEQ:c83e73ba314b8c3dec954f6435ab68e30a2539292b3468764292d2a755a7b28d,1,train
SEQ:c84833ca9b21a2b5e016063db984fec92305eca6eeb3750f52e1bffa64648f8d,2,train
SEQ:c87774f0852fc0b856d60e1c37650fabba0ca10facc5cf87ab2501f3e182e3b2,1,train
SEQ:c889868897b0353218c09ce0d9a7b2f0238d4e0f0c0b4e01ba559c120f43fdf9,1,train
SEQ:c8d7d5efbdc92efd0e8c597fb765fdbcbc01e6b93f55322347b0167253faa517,2,train
SEQ:c8e1c55da65999d47cea2534e1238ce1416bde4b470cb23391e0576e927c1119,1,train
SEQ:c8ee5148aca0c268d48afb8f701df373b231891adf13060c1756efeb15299008,2,train
SEQ:c901a8a384fea6feea46dc8e67570910a8a9bb96be3b2861c6299ec4999ef687,1,train
SEQ:c91a4336a1c050f5292f28f762b4d221c8e501da8e8ed83be2277fd7c4fd9c2c,1,train
SEQ:c91f387d6cb02a8334f17cb2e0cace199ee8f9cb09be580c9af0496c7c0a08a4,1,train
SEQ:c94acccca7cb2f9459d2544eb7edfb5efe68797c7f318bedd9d65b6d2df2229e,1,train
SEQ:c985034dc82a17feddef34429c5265038e8d676bce8b7d60729c3aa3a6b0788e,1,train
SEQ:c98bc6b1ebb3f3864869706c689e6589ad7201e23223761b696bd3f1cc1bcd72,1,train
SEQ:c9c940a37064f559676f430a472ca13abd0344097e9caea8fde931bd54f2bfa4,1,train
SEQ:c9cf5ce451551420b05c33b17d1e1a69c5bd55854578c48d3a9facb85b092d72,1,train
SEQ:ca07dc8a959a78af28836075d16923d0b3ffc1f336d30857ef9f249a26839e96,1,train
SEQ:ca0bf127c4523dd8551136a7ebc73659208579b305df940af13b94b5139f2599,1,train
SEQ:ca10338e0290a270cfda1c955630495c37d34a05ca9230f05cfa7d9ce1f68fe6,1,train
SEQ:ca34652b15caef26218ee7078749ef298ee79d5ff5824a39460d1e9b80411639,1,train
SEQ:ca65ffda62c7cfd75c8abbce71a98e7207aafc3a0712c4f02b25fc73999dd496,1,train
SEQ:ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,1,train
SEQ:caa66c8069880514fd225b7c8673a1f4877dbfc3e15d10e69400cb453a226918,1,test
SEQ:cab2686aa9266d6480b78dbca6270fe8de796ddc0f4861812590c6e8b4529599,1,train
SEQ:cab46bc57a39e00c016a0d3f7904b5076aa2b082f595bd156c08a2f5a446aeac,1,train
SEQ:caba781681ec3aa7b19faa8ea22b04d9adf83a9226881fe7d475abd80e8d879b,1,train
SEQ:cac11874e46fc669e356c91bf2d3bb2a7548d0e86cf88b5a7ebdef6ef3921523,1,train
SEQ:cad059dd2ca126ffcbd8fcb325a3a40dcc2bec8485eef7c01e6af70b2b653ef5,1,train
SEQ:cad54c2870d3dd667185d08c2524927445f5d98779993a5dff9b44a66f45e9af,1,train
SEQ:caf343257590d0955e08cbc0f9f7d93aef9ebc6874b9aa8bb7a3bc013d1da192,1,train
SEQ:cb17e7a0aae2e99ddfd0bf964ad621c4b9f2342f01a43321ac1acd75c135d635,1,validation
SEQ:cb2c360ade0d444a4e0e80b05e899c04c3660bb5d23e11f6b15efb714fe43c58,1,train
SEQ:cb34554f21906984e33e1a07329e01ff8a2c1e8cadc4fcc91ce91c6acbd45c6a,1,train
SEQ:cb3b9f9c3ede2d536c245815a678713a150f14ac95a1e0f0cd78704f09786886,1,train
SEQ:cb4679b9603a1f7e013fd567393fb174cd1c789a15dd70b3c64e96504a328d8b,1,train
SEQ:cb4f72299b255c9c098a1f8f1f97bc8b483f46649c2a945cdedc67a193814613,1,test
SEQ:cb5e5922fab6c99919bb818c2c7a54cbe75397d2c36bbe16e16c6afb4cbd4ff8,1,test
SEQ:cb60c63ed24565a3207c0de620915d616f2e41c682845327fdbcd9a116e156e6,1,train
SEQ:cb666140d4e6beda0655395fb74540a6a143c3917c09390a14975150400e0e71,1,train
SEQ:cb6831276759b31f21243bb181e37f4d01bb4f68306290e0e5820dd41c8b6d8e,1,train
SEQ:cb7139e9a366c027a8500e6ebe63242e33322b0b44af2b21f4346660b845580f,1,train
SEQ:cb9cc6f6d394cf70f9226697b643be59ba2a4de702214256442badf9ad5c7e78,1,train
SEQ:cbb8cd3a68abfe1fb5215083a2fa48ed0fca414b48dbe5e84753651ab153802a,1,train
SEQ:cbba329ce75519af1362d50f06fa79d4a2f0ddac5bac4f8bef20779f5b709219,1,train
SEQ:cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,1,train
SEQ:cbd0150189dc85fbff4ac39671247d709a5da9d1cea5d6113342c0c1f345d9a5,1,train
SEQ:cbf4afd75828585711a676f0461ec3e9d2db86c170ff85ca5ae80b6656e47279,1,train
SEQ:cc0331a0c0937202b841316e697bb7892fb7480c6a35a7a75b0e3991cbe81ac0,1,train
SEQ:cc20daec72157ac15cebf2a583ea97433bf69ceeb84ed827d6c985f9d2e28850,2,train
SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,1,validation
SEQ:cc4191ee04ad1c066df56a7d7d8d28a100ecdf74205d848043782e37d26c84f5,1,train
SEQ:cc6051cc087ee7754ce05ac28b3e20fc0ba4908ece9a5f529acfbd9a9a5b1314,1,train
SEQ:cc6f2ed182a2e8bb36e3ae081926e30444525e2e03659e1a553ea168b9404ead,1,test
SEQ:cc72d28c684e3e7d8c0e9a7bbbf132e22a45da0144db987e5a985a3ca9842b72,1,train
SEQ:cc748238144e65245f776034bd0a1d6cff6e109bb172756e83cddb90ab4e6e23,1,validation
SEQ:cc77d21e8d797ca19fe9f6ff2ce35e75ebd4a52cf6e2ab12bd96c25d619afd0f,1,validation
SEQ:cc7c225aaf8759a1ff3eff944f769a07c86eabc261f6405d6170a52ae3664deb,1,test
SEQ:cc7e891bba9c449b00c58faa528fc0dba007e4afaec57f3d9b299bcd73c70357,1,train
SEQ:cc7f66d902568ab8d9b10bd0dd06e32878c5bcdb3dd169f4429afc57fa414982,1,test
SEQ:cc8d3e22d9683336517384781318007be4cdc45ce14d1fdd627fdb645b090ff2,1,train
SEQ:cc94a0398fb8b2fdbd0dd98c523f12462b794f873c96fea019dcceaa6aa65412,1,train
SEQ:cc9657ed9d24be73f3ac2409be1b57319f8dfa7b1db7a59a3cd08630064a38a1,1,train
SEQ:ccb87238f4eb51f6af1b547c8931a8f84f306d50436c68524afbe4228577c06b,3,train
SEQ:ccbbcb644fc94ada9c6fea150eec2e40cdb7c88ba7bffce8b71d19d8cd3e14f6,1,train
SEQ:ccc22206dc2558c2edcc250ea6f52827b7597f91dd9d368017d243127b7e5dec,1,train
SEQ:ccd3b700438395641f9f68412808ef4731d2fe653fa3bd33856f42c1f43f156a,1,test
SEQ:cce27e5b195f508616b5626d8729d3f75036060f6559d7a48ee5cca02c36373b,1,train
SEQ:ccfb802363bb92063090b8e864c93f671ed2101698b86445fa7be0ddcd08d62d,1,train
SEQ:cd390cd121a89a5dd0bc34d8204b6054afb295bd6b1413461b6b373949938b37,1,train
SEQ:cd6beb5beef1a648f84c004c738fdb16835ac2721618a29545624b9569a84583,1,train
SEQ:cd6c2b457a3f278b912e61f8cbf28984f5f6839529aa01c4a6a10b97ee6d950f,1,train
SEQ:cd700ef5170364ec8023ae1398c0fc1dc4acf656109c79a620a1859c9e00c15a,1,train
SEQ:cd72f0041c68701d9e1d48fa8ebed61b74190028ed4d76dc670f5f2380789989,1,train
SEQ:cd9eaa62d14a6ce9cd670486b012640e8c0381e9cd955c94113630f0e7ab2135,1,train
SEQ:cdb2dbc0f1e0b877f28974ac8a6c5de4cf121e191133b634fd333cadf3903c70,1,train
SEQ:cdd27dbf2774c29e6f71ffe63bdb5d7d646daac6596333f85c6681795882f18d,1,train
SEQ:cdea14a6643104abd3f9a614cca4d7af426c04e5f60a8a7e90337b959a0e8163,1,validation
SEQ:ce13cee44c9d91a2b4b38b16a509351140df0beda2b1f06d7ca223a26771f75d,1,train
SEQ:ce61606d43721fa40ccf718fea9ccbda1e67ad6d144f3a09dd9d7489446d601e,1,test
SEQ:ce823a478324441a65e43381043744ef5e9a52b44c22183402ca15f6ed44ba51,1,train
SEQ:ce879afb6bfdcb8eee83a6c8b1361cf6be6047a699486f973b97f0cab295a455,1,train
SEQ:ce9b13dacb27f973e2832aab3e51291a17a7406efa4171114b66043096cd38a6,1,train
SEQ:ce9be1b6049442dbd48e2100bcef53a760817c8223f6bb6b07a625132a04eff8,1,train
SEQ:ceb79f61e9ada9d194eea7315712cab72ee7e258047f71288a2e4ca5b514c548,1,train
SEQ:cec893548787546bdc09cf8470caad8a33e4b93bd1e36c8834f9f4c06aeb504b,1,train
SEQ:cecd15bac55731c8fd5c418e45d1939f0f08ccc4a5ae46bcbe8aa9b1876c6b1e,1,validation
SEQ:ced00862aaaf78f3139591a5a6bae3f17d2deaefb333c9b830ac489b44c839e1,1,train
SEQ:ced9262ea7b495b998308dc1a2669fdedeb512a22fb11a2f640ca8b9ed7b41f8,1,test
SEQ:cee2030ccd107853cb2414c2f1505cf49f0fbe2a72f2624a1d31482371db1514,1,train
SEQ:cef4bb8fb7b8677076cb40c5dcd728f3d037cfeef3f6b90276cc4509ac6da407,1,validation
SEQ:cefa09d0001fe0b8d2de5f52df596c5118abd90db7537b6a4e3200ad41342b15,1,train
SEQ:cefbb77774f628209737943e0459225e70705399f1a9f204bfa5b810d2b54435,1,train
SEQ:cf005bf3aa29b5d353ad646d36effc89008bc66bc1422938e83b66670eb35847,1,test
SEQ:cf4e40ed7395c7d102164051cd889e30e4d854a2eeb3835e69cec51107905c2a,1,train
SEQ:cf559ca22e969dc6a8bb865fe5e89cf38d07e22a24caf182f8384201045496e1,1,train
SEQ:cf674d367854d6476628ce5c3f0fc56d9d45bd4738f21aaaf0fcb3f43a5ed249,1,test
SEQ:cf7709723962882fa5da7d3979ce5c4305a72d4df400e16e812ad86993acebd7,1,train
SEQ:cf7a07d69cd81ff0a65b66626ebe2f533406424586216919c31d1d7f8a55133d,1,validation
SEQ:cf97ef15eb6c2d8442ab0876ad4ca9fc5b4c55331a8d3580dd96a49fcbe9d2ca,1,train
SEQ:cfa0ea35738c48786918fc666531dc11b5b1aa4f1f4504fd214776c543181b08,1,train
SEQ:cfabe3e4ea8c031d0e9f60ef190e8bb791b54323eb4b5173ed349b1aff94e4c7,1,train
SEQ:cfadfd2d22fc799ff3dce2d86b279edeec648fe64c700185d189ba4c28a62244,1,train
SEQ:cfaf77d5f25107a12403b6dfc0be9fe04a629f5af56184a4dc266a67a086340d,1,train
SEQ:cfcc8cd3408f8ffd727a330b9c52ebb01105a42fac5f9b04556d3576f9a1d0a7,1,validation
SEQ:cfda4a398452169f637e9ddb4ffb8ea02bc4f761becb93c8cbe3721f3c95e0e7,1,validation
SEQ:cfde4ce2cb56a9b79111c9f96dde1a04380fbaea60d5b5d9e8065b96910ca2a2,1,train
SEQ:cff1859c252eb25b09ebef342029d83388406aae74f86b0ab435cc65ecd57d12,1,train
SEQ:d030009dc765d2f6e375e2c149c8c70175bfef4452b98cc5830880e970536508,1,train
SEQ:d040b00cc12fdfad9a0adf1073e41775711b73c1df6c46ecb359f645eca9217d,1,train
SEQ:d04182476edfdece501454d2d100f92fd1396e20b146d874e3e8d057b42cb26c,2,train
SEQ:d06f2318b1a8a8c2be00b64c0f9bdf25f28ebffbb847466b95062d31272f580b,1,train
SEQ:d07722a95e38b3a5df0e01311cb4f97ec309d88e7d9f1eaba11f45263557c1e9,1,train
SEQ:d09b86592c128c04587415e3c6d0c3eb826d90372c00d8b91d03b52a6af10d44,1,validation
SEQ:d09ccefe7c2bfdced1a34d5b22166e6c404cde3a727eb657af6f0552c68bdaf5,1,train
SEQ:d0ab90ec41dfb6e98da7a058eb1157f61190d5bddb6f07671e674e95f21efb3b,1,train
SEQ:d0aea8dcecffc82eba06dc72981a03e0707720a1f7d82953bcd4bd5c21ee8802,1,train
SEQ:d0b1d733f3c67da31368f9192bf60d7535dd511911ca2b823bb12329727ca167,1,train
SEQ:d0ba9f9f7c16120c11d2b27069e9f2975301cda3192eb31cabc0612873e44fb7,1,train
SEQ:d0bda3846489fda215481a6264a904a1670c879fbb21eea6b3f5c5b19c2ef745,1,train
SEQ:d0d1cc8d1ae4663985c858900e4d3c28ec00df64fe7c9dace2e8197a1e6d6c21,1,train
SEQ:d0d785a9069a3f7735ca0c7a48f6214fa7772200c049aa323a919d4f3d0f6bc2,1,train
SEQ:d0d9c6417466c7a934c9ab7d8b21b57d716f2ba4b50164fc65de1449a889300b,1,train
SEQ:d1394db5a96a81eb272c6aa9aa2c8248761f01710674119b310a22c2d151798d,1,train
SEQ:d148b4143c5b28c3a8fc19fb6d53ab913fb6e1e7d33b3f4332ca37221e173782,1,train
SEQ:d1752cf71fc2a5fdb154485502e0227a0b757fdfd08490cf167ada3a3b8c8c33,1,train
SEQ:d17a096ba5bf16880ce0998510eff5bb1f6342a9fc2f6697d6b032f5a4aacb0a,1,train
SEQ:d1c71d5b7309a0687ace6b723010db546c5d4140da4abdee35536caaa08e2b16,1,validation
SEQ:d1c74b70ba2527a9a7c716539b89ee9412e3776f093a609395f2befe5217f76a,1,train
SEQ:d1cf15a8ad5bf5939551e11b7c3e25a948f9ea399cef9eb5a9b119f91eea4fe3,1,train
SEQ:d1cfdb298223b06cd27391295cd4fe33c5bc5d34cde9984f7c15965253fd3bf0,1,train
SEQ:d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,1,train
SEQ:d1eb8ca9961aeeac61ca2ecb0722f6c4ba6dd43d02e715b30790573eac07203f,1,train
SEQ:d1f39424c9f72e84cd833c0c5e9b65857274b743a5eec553c18909057afd937c,1,validation
SEQ:d1f538089b5dfc026a617cf1179e87f7088ed04a59fc6f03d7fb8fa2bd90a186,1,train
SEQ:d1fbed974e6837b0257738109e1e9697c6ab2baa981f192b6ecb20b181ca8016,1,train
SEQ:d1fce4fbd291337f5ca9806c5e3fd7b8daa8b6fd682fe71874889355968e91b6,1,train
SEQ:d211f724098edc873310d04c52ca59daa7a509b9a976c8c35e557e5fc0fd5082,1,train
SEQ:d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,1,train
SEQ:d2340d6a740f88c242441d4ecb323d3da39dcfadf8c812a2ac9e365af9a18992,1,train
SEQ:d23f8aef25057073cf03296d1bbc83fbbd3922c90f7c7ad9cf5b48adede76468,1,train
SEQ:d243a65cb958812c204bb0784ceb2e0003275a88285559e5fdfb6f15bf269aec,1,train
SEQ:d25ca147d658515cdc0d3667be00edb3e0ed37339f10343e7e59b75014661369,1,train
SEQ:d27ec74e8b8316619ff76d7b3687004435111caf66823026411040dc7c2e897c,1,train
SEQ:d2acd2093cfa2ae749e25f6f0651ed2c6ad0c000b9b10a866a688e536c8950ae,1,train
SEQ:d2b2774c7eeb65caca5bb4c6be7085ab6e7001f22d6b24df8c5a0170f7cf721b,1,train
SEQ:d2d8c3d2c73136d875adcac6d11c10cf6b9974790f8be0466fddffb27f010a71,1,test
SEQ:d2ed8c53cfee7bdc99c1d4ee7151972e1a7533afe570ad1a8ab4cec5b5e6852d,1,validation
SEQ:d3060ee7b5361dbee05d79c89e76d2d066bb7b2b4373489589506f267e5706b8,1,test
SEQ:d3335b4e65e6b8249c7670fe6ae01c101c060ad4cbf57f878c0053633b5aa871,1,train
SEQ:d33925b23b50f2c6bbd4e2728f5206696a1be18270d54306ef44e01f8dd09fce,1,train
SEQ:d346a521e96f86e11e38b355471d2b8d4d30783e76eeca8d536565009b0a4b58,1,train
SEQ:d36987e04a95d968024a7706369867ebd27615c80cb234f38c45578660b1c55a,1,validation
SEQ:d36c64fc835cdd4046e109e3ee8702b61dc32dc4b2603a4be261de0666730a33,1,train
SEQ:d385d15805ee541604af892865572eee0895c90bf121c52586437db4946acad2,1,train
SEQ:d396af55353460619b65fecb3cc9a81f32fa102940620cc525029973753bca1e,1,train
SEQ:d3b2e8c3ff08ed2d0a207419c7e3df2dc7b948c324a2779f071db5950332b84e,1,train
SEQ:d40d4d3be40f85598f822b856fea0c980882f768092964b4c6112e08415d89c0,1,train
SEQ:d4106fb2dd2db671948db262caa7261929307d3deba8c7a411a4a67de747346d,2,train
SEQ:d42678925ee28b0866d6329ea33acb0d667a02fd6b7ef34b22cf4c482ddfecd1,2,train
SEQ:d427fdd452484c79ceb87191899158ec6e26d222381114c51163d561fc99d4c8,1,train
SEQ:d42e83b9b32e8ff9ebbee03ae0004e990adb30a3261dc53c2c4528caa777b997,1,train
SEQ:d4450542c18c24b5a4718f24fc7af047331742ab99ebbb73727093ad30d0f518,1,train
SEQ:d496560feb8f0af54a38e759a5504311d6933453003afeaccccbf33240fe7079,1,validation
SEQ:d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,1,train
SEQ:d49c395fb320acb07c1dc88d32b22a0bdfc214f8514dc0bc770e1e59f254355f,1,test
SEQ:d4a7632363cce180aa0fe34a55d5941bb72a49a6f99b7287a2290178c0a02fbd,1,train
SEQ:d4b095e56c69fe894b772347fa9e93a7b134920d45be83f906cac6835ea343ea,1,train
SEQ:d4b1360daa9e4742e1671ba815144768a39e0ff41b7f39fe542fdbcb3350844c,1,train
SEQ:d4b37be6fb2f99446c34fde5fb089cab1bbd628b5b1c55551505d30ee5160666,1,train
SEQ:d4b382d296f0824420b0315ece35e25386944565282417760704c6dca70e7165,1,train
SEQ:d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,1,train
SEQ:d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,1,test
SEQ:d51769f1fd8c7d082bf067d8883366652c3d45937df67ae81a32497251aa8017,1,train
SEQ:d52cb68cf313abb92b85c6ec578cbae3626037f7a7e627f91660fd422eb6bca7,1,train
SEQ:d535811c44f71ec5df6056b78f458d9e722640252a60f38687d6fb41809c5218,1,train
SEQ:d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1,train
SEQ:d58a362e7e6061c3e3ca1455272f008832e88b0d850609843887587047a6f27b,1,validation
SEQ:d592484ce5eff1d7023c2cc76e5eca15c9aee417454333f4f191ca7c0965d16b,2,train
SEQ:d594a8d3aa1431e1f9216a9f566fa6cbf9578a7d328b30d773a7cf340ddbed41,1,train
SEQ:d5c96727835a203ffe4fd4c4e0584d46af209c7491602bad5edc62bedac2bc4d,1,train
SEQ:d5cf3e74c209c0757c6e0c8ed593e62c9640e2b160103c323a7b1defb25514da,1,test
SEQ:d5d0497065ded167fe669f5862fa16ead7e92dec4aeaa0aa905867579bb0714b,1,train
SEQ:d5e2a12fdc6f4109d602784891818cf8fae39c99aa0e62cb8d6ad0137f15fbd4,1,test
SEQ:d6199e34e1e5055f51fd1c3611b5ae3053a6234ceee227c6e39812959569f917,1,train
SEQ:d6323563b121e85952ffc50a7591958caaf7d052cab94bbd6a65e11122b8b339,1,train
SEQ:d637974b8084f6d94d3f1f830f012212805c2e79fe24c17bdd273b507b6db9f1,1,train
SEQ:d658a19bbc4cce7a7ecfac54d13f92d5808e76e5ff8265446bf9d450de358347,1,train
SEQ:d66c1912bd251688088ddc62bba6e8a682a18190b3c3af107173ab6292053980,1,train
SEQ:d699a4c699bc72ef97a0cf6ce5fea84bc4b4f93815e75fc26b92c3bdbcf32f08,1,train
SEQ:d6a41a61d39b3513c7373fe91c23df605fd0e439d0d6f9e7f1a77eac10756ed0,1,validation
SEQ:d6b21b1330cf2c6cdfa443792139942a4a4253776681dcbc840ada1d244193b2,1,train
SEQ:d6bcf4550c7acf0927781b6399545680bf8115a0c28d008bebc1bfd2521537e0,1,train
SEQ:d6d06f633a8f72864763c5881e5d8974a5d8aecff8629d2ea8bc706a413e086d,1,train
SEQ:d6d7f91f89ed3be9f3554127a672c6e593cc46b5bb28c973b0fac267395ff468,1,validation
SEQ:d6d8452f76cc3f6139b4f8a26fda368bf45c8a247218abf27402397b08b56943,2,train
SEQ:d6ee5cd74bf0486420e32bbe8510aa64651d332ddc2d01ee3752760973d7add7,1,train
SEQ:d727a7a6901e4f27bb96b8dd8735651004412ceeff854610a655490db51d2960,1,train
SEQ:d729cfbda0f92d9ed803c970faf9997e42aa2ebb4347b27fc7e9b20931206bf0,1,test
SEQ:d738d81bef04eeabaeef9b958b3be9f2e7475a5ed9e2867fac984d3fab09d068,1,train
SEQ:d7552f6298d92202ccebbd0103482ba36ccf826a9da3b7a5baabae9ebb08ef21,1,train
SEQ:d77f7a0f0bcfe21186ff985e3eac14702691d659cfd32e910b9e61e32217ad97,1,train
SEQ:d7a0c25e8a55632815b73e1eb1ed0907570bc3a6ded6982a91dab179b546865a,1,train
SEQ:d7a2d8db6c843884094d1ffb0ac65d2db5aa3fd0ec0853ac4700b467570b3a81,1,validation
SEQ:d7adc24e59be73a83b7168d45ab8f0ee06a0c64baba9d6cbf7e1c64231e56d96,1,test
SEQ:d7d4206f3396b2adfc36ab30202fe76ce36509ff8923b60fa4ed9775007576c8,1,train
SEQ:d7e9f5b93bceb3ea7e6b5279702ecb4cadc764e9dfee2fb1496e393a53bfda0e,1,validation
SEQ:d81448d37438b7c12b5f773c50dac548dde4429b3a22cf50c60d699e596e519d,1,validation
SEQ:d8291d4a13ddbcc665f191cd899e780d4f26487e9522538c61bd57b142578337,1,train
SEQ:d8374d39aae728d880402eecdbf8f6a750ebf5f2d64cadecf46fb84591d74d43,1,validation
SEQ:d839c1e7bbfddd8a991606764ce2993b78e0eb29cf1b0a10f239de93296c3067,1,train
SEQ:d83a9a8ba2e9d88ebf60aaf7f186a6bec5baac5340478a25b25a6f6b2cadd878,1,train
SEQ:d872cf8709ecf81d61cb70ea279f76570094ef9f3e4e6d240ffb6a5bdac98e04,1,train
SEQ:d872f6aaeab3b5bae2e605e8306a49d433269c6f3cc40b9803676ccf61f1bb47,1,validation
SEQ:d8766228613d90eec8b5d683e0b08d0ac0a267d8b20d557e73af40590e9ea5bb,1,train
SEQ:d8882eaaaaab2855cccda45238fba88eb80fed509291abaf177dbc100d81227d,1,train
SEQ:d889c8b4257efc8791abcfab2133b7fdaa3bbefd2c7faf23de00687acafbd130,1,test
SEQ:d88a9bc4272c0b720af6da0d1d915ad46838bd5ddf83f2d83224207d4ee25aa9,1,train
SEQ:d8bd9a15e351eefd3b021612d555619240fd6ed39db3bfe12b40877f1a81c04a,1,train
SEQ:d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,1,train
SEQ:d8d11d6083e585a720a87a543f656e30b0eaec284ad2725f092a629e818c7916,1,train
SEQ:d8efdf0ec1fd1b3fa1e049dbdba7d8c73ff17a0fddc109c3b38a50b5c9fbd5a1,2,train
SEQ:d8f34c554ba55b974515a8c43ba436b2955b902b7a0c484741370184e15e327d,1,train
SEQ:d9038a28b26993b5f36dd75e7be1e5ba9326d3ac80b9eace95634d83015fec29,1,train
SEQ:d910f06f3647209c83de79324c52f474e83db616d9e0aa72c6b0559e59750a0a,1,train
SEQ:d985b6fdf83ea856e6cd5d5169385d5361c4f261c6df04abe9ac837ed831844e,1,train
SEQ:d98a1b07bc2a869fd0047698573dda51826de9a7ee5ea4a944b2458390c3d12a,1,train
SEQ:d9a426ca5ac18acdd4e6e0f30e1ad4b929d78152799802e3b6fd32108045c6c1,1,train
SEQ:d9fc79386f5526c967b0d5b31bf5d0a5c90e715870f3b6c45418a179469d91cf,1,train
SEQ:da0d27e3794fc7e6be2daea455e2d50285c367f53a161e435f14e54ddb3f99a1,1,train
SEQ:da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,1,train
SEQ:da52cb57effc9ba63e34676f4b68162d302e03a4d5d7e200aa83288af6496991,1,train
SEQ:da6cc608fe79e6562618573c2f4fe0ea1c428faa8b7d2e2c70688f04fd9b4cf0,1,train
SEQ:da6f1d4fec04fcc71b62cf6c7cbb0683151b5e29db9653e77276b8f3b27f2774,1,train
SEQ:da732b5e8d2d70df356a38fcb7dcb1f2c8c200f00268f7978afe49f9a7b1783d,1,train
SEQ:da74353803ca84bbbd940409cc3f23404ce072b6e59470c91c9d5511c8ab8956,1,test
SEQ:da7cf2eef06369b44f4b2bbc5b92c9a165b89d249e82180c95a41fc58390aedb,1,train
SEQ:da80bd451c7c6fe9df3c444e13584cd3c9ec01cc1e17dffc428fd223e6deb9d0,1,validation
SEQ:da8fe7db75aea410e32c8cc1b5771c920c98494ff3ff61d907be360ebb063047,1,validation
SEQ:dab3116205b9e740bab8886a478c10c5d6f6d15e1fc9d255f21c867d2d96d7bc,1,train
SEQ:dac286728e6e8f7fab2f5b0b3a3c663c7f04b01c5d8cd5872b6b184824e3c6f9,1,validation
SEQ:dac50f0a84d7dc8a76b3ae92a634c2a38d7f6e37e0820f65f8a9f881abf811b9,1,train
SEQ:dac5ab4de8de90c1e633ec3418bc50e468035dd48e191a2d542f4f67b758df2a,1,validation
SEQ:dadaaf7a104d6c3545d1469b1197d454d7c3692a267171025cc22937d4bfee9b,1,validation
SEQ:dafcd0da42fb7f4d87db58285dd48d36dde2229808f2e698d096d26c0357566d,1,train
SEQ:db20616a415dae80fe8a0a66e0a519dbd38fe6443f1fdd61d804d03d78354f04,1,train
SEQ:db29266cabb815d657a406059bdb8641cbbd084ea9c2fc69bc011e4c33acd5b8,1,train
SEQ:db2f77f58d901163c7bad2e47e65732545c09e7b721d4fe3f4173dcfeecd40d4,1,train
SEQ:db3ee956b37e2f9f15f16872fcd12398306394b24c9d1f51beb1850864591861,1,train
SEQ:db54e0cc67d4543182067c96386574a9d044f48e1c45eac6c7a394f9fb07e8c6,1,train
SEQ:db57d2798afde791e21bbea9f3f553970ba4ecbdfe9851e5801fc3daef97070d,1,train
SEQ:db5e44627aab2c073fc65040dc4139c336ba04e5db1739e7996335cf86955809,1,train
SEQ:db6648be4631669c36ceb52a9a1edfe84b7835f8e0c51a9ec245c1f0c385e81f,1,train
