target_id,target_name,organism,target_type,component_id,uniprot_id,gene,protein_length,protein_sha256,small_molecule_moa,chembl_gpcr,ot_class_contains_gpcr,is_gpcr,assay_lane,evidence_class,af_exact_sequence_model,structure_ready_strict,legacy_384_member,local_exact_af_file_exists
CHEMBL4235,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens,SINGLE PROTEIN,2554,P28845,HSD11B1,292,ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4245,Estrogen-related receptor gamma,Homo sapiens,SINGLE PROTEIN,2564,P62508,ESRRG,458,47f215840b7ee1171d9fe5b93552ff6be5333e0e7dd49eee0d8b106793ccbc2c,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4247,ALK tyrosine kinase receptor,Homo sapiens,SINGLE PROTEIN,2566,Q9UM73,ALK,1620,74716bef5c87821e4b00db1043b6b1f1b4e661f13f1fc7dc3e9b3ceb33ba71d9,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4266,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Homo sapiens,SINGLE PROTEIN,2585,O00555,CACNA1A,2506,c0c4e4c51ca175b1a63d7e7645719706938dbfdcf3cba49b54896c64634e0bdf,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4282,RAC-alpha serine/threonine-protein kinase,Homo sapiens,SINGLE PROTEIN,5788,P31749,AKT1,480,51db38ca000f0471707445dbc6e933598ffa1311b809a8da10aaf05174e5182d,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4295646,Mannan-binding lectin serine protease 2,Homo sapiens,SINGLE PROTEIN,18067,O00187,MASP2,686,fefaeffff4711a283120fd15ffc328be87843f3dce76b8c55b8359649abd7339,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL4295685,Sodium-dependent phosphate transport protein 2B,Homo sapiens,SINGLE PROTEIN,18106,O95436,SLC34A2,690,33ce6c59e28a7373fce51debe32cec8d891ef691c2e77a0655a74040da25eef9,False,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL4295690,Alpha-2-macroglobulin,Homo sapiens,SINGLE PROTEIN,18111,P01023,A2M,1474,3ee0b59c31b62639a736da5c2a82042db3dc927f55f0ecb02a33c9d326563ce0,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL4296,Sodium channel protein type 9 subunit alpha,Homo sapiens,SINGLE PROTEIN,2613,Q15858,SCN9A,1988,6cf2c19bfc54eef2d536181ce04a499c239d2c869bf5d7a463d316dd221786f2,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4296022,Melanoma-associated antigen 4,Homo sapiens,SINGLE PROTEIN,18441,P43358,MAGEA4,317,660f85d6da75ad79cf925fe2843acea6d4e2abea2b6bf202c635609810a6a239,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4302,ATP-dependent translocase ABCB1,Homo sapiens,SINGLE PROTEIN,2619,P08183,ABCB1,1280,e104bd0942475592d1b9846250cd047178657b11a0718e3dc71de016002d13f9,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4303061,Sialic acid-binding Ig-like lectin 10,Homo sapiens,SINGLE PROTEIN,18596,Q96LC7,SIGLEC10,697,71114101ab258a107462c5f9bc80ef80bf2ed4f4a14c8acf26d4006d3072ea83,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4304,Calcium-activated potassium channel subunit alpha-1,Homo sapiens,SINGLE PROTEIN,2621,Q12791,KCNMA1,1236,d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4305,Intermediate conductance calcium-activated potassium channel protein 4,Homo sapiens,SINGLE PROTEIN,2622,O15554,KCNN4,427,bf748f82514de6ba0970b64a7ebe3c2f03477f9e4ce23b5dfdc5aa2eedc6d687,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL4306,Potassium voltage-gated channel subfamily A member 5,Homo sapiens,SINGLE PROTEIN,2623,P22460,KCNA5,613,7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4323,Phospholipase A2 group V,Homo sapiens,SINGLE PROTEIN,2640,P39877,PLA2G5,138,dae962d47d0e506646bd12f506f4001f6d24c32a9e2b8b6c33ef76bb4ab5b078,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL4331,Hemoglobin subunit beta,Homo sapiens,SINGLE PROTEIN,2649,P68871,HBB,147,9ebf320eb707d71644444fe5006ed58af56a0bf0ec9568eb6a3a65e0e8191465,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL4338,Purine nucleoside phosphorylase,Homo sapiens,SINGLE PROTEIN,2656,P00491,PNP,289,26869a7fa856d719c193b67a32ea0b6e3508c17ae6b4a22b7ec5e3fcce984a5f,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4342,Group 10 secretory phospholipase A2,Homo sapiens,SINGLE PROTEIN,2660,O15496,PLA2G10,165,a77a65704b9ea9bce6c2f5f2312b945c7cda764b41fa08b0a802c7a6c8dfde79,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,2678,Q07820,MCL1,350,0b63beb01de62ea4910251f17ee36750f150e89785b412f48844567ec3390baa,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL4393,Macrophage metalloelastase,Homo sapiens,SINGLE PROTEIN,2709,P39900,MMP12,470,d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4409,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Homo sapiens,SINGLE PROTEIN,2725,Q9Y233,PDE10A,1055,af1da04ff0aec04b89f2c4605eb222fc00ba4b5fdb08b537f284cac275b33a17,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4439,TGF-beta receptor type-1,Homo sapiens,SINGLE PROTEIN,2756,P36897,TGFBR1,503,639fec58970beb225b8efb16a3ad59713134601c6ee978bb08af353971c651ec,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4444,Vitamin K-dependent protein C,Homo sapiens,SINGLE PROTEIN,2761,P04070,PROC,461,cf852057f4453227cc5a715f361fef11505f87941d0aa224877a55db7699a0fe,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL4445,Protein phosphatase 3 catalytic subunit alpha,Homo sapiens,SINGLE PROTEIN,2762,Q08209,PPP3CA,521,f6aaf7e71a1fc00010820206a124962549475105134324cb83accc64b6d4e9c4,False,False,False,False,ENZYME_BIOCHEMICAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4465,Sterol O-acyltransferase 2,Homo sapiens,SINGLE PROTEIN,2781,O75908,SOAT2,522,873156a7a929474a459571e94fb623f12d92e6af90d92b51b3f3cf556215a96e,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4467,Mucosal addressin cell adhesion molecule 1,Homo sapiens,SINGLE PROTEIN,2783,Q13477,MADCAM1,382,98012c7f3961d86cb8a471e2eb232f5bddffa8e239ae935d233c558c827c6b84,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4478,Voltage-dependent N-type calcium channel subunit alpha-1B,Homo sapiens,SINGLE PROTEIN,2795,Q00975,CACNA1B,2339,455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4481,"Nitric oxide synthase, inducible",Homo sapiens,SINGLE PROTEIN,2798,P35228,NOS2,1153,045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4482,Serine/threonine-protein kinase PAK 4,Homo sapiens,SINGLE PROTEIN,2799,O96013,PAK4,591,261a58d7e60edfc0e5856fbe4a7731d73aecba5005d564fad9d5dafb5bfe869e,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4501,Ribosomal protein S6 kinase beta-1,Homo sapiens,SINGLE PROTEIN,2818,P23443,RPS6KB1,525,5108f141bd89daf8332040d559884335f4f156f72cf7a919dc97f8e0322cbda4,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4502,Cytidine deaminase,Homo sapiens,SINGLE PROTEIN,2819,P32320,CDA,146,6bac7f2ffc270dc95b451aae54c85ce01ab5e4f15f7ced5e397d76fe1501dea2,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4506,NAD-dependent protein deacetylase sirtuin-1,Homo sapiens,SINGLE PROTEIN,2823,Q96EB6,SIRT1,747,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4523230,Utrophin,Homo sapiens,SINGLE PROTEIN,18730,P46939,UTRN,3433,52c4241338e673628e6e195c6fb1703d78df06228629bfb87878f98107e83c7a,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,False,False,False,False
CHEMBL4523374,Phosphodiesterase isozyme 4,Homo sapiens,SINGLE PROTEIN,18878,Q86V67,PDE4,102,381933b60429d8237a71ff15627f2aca7f1776ffc72257388805497b38c4ab1d,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL4523377,Stimulator of interferon genes protein,Homo sapiens,SINGLE PROTEIN,18881,Q86WV6,STING1,379,8d1fc91f90056f7fc4e638d2dbf7cd73c12e30e4e9cb97c76cac1d5b308643ed,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4523510,Cholesterol 24-hydroxylase,Homo sapiens,SINGLE PROTEIN,19014,Q9Y6A2,CYP46A1,500,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4523581,Zinc transporter ZIP6,Homo sapiens,SINGLE PROTEIN,19022,Q13433,SLC39A6,755,c07dd8c882d1dcfd0f1aa4f5360bf3f2c0e1baa17465459fa650172e694db8c1,False,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4523584,Lymphocyte antigen 6E,Homo sapiens,SINGLE PROTEIN,19025,Q16553,LY6E,131,aa7ecb4461835c5a89e0bd39c60993d49540437ced6c8c56f09837a87cd0bb72,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4523586,E3 ubiquitin ligase TRAF3IP2,Homo sapiens,SINGLE PROTEIN,19027,O43734,TRAF3IP2,574,174342209ff7997c1d7b13c4caf0cec2736c7567b3e3f0ebc61838003007f3b8,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4523587,Tumor necrosis factor receptor superfamily member 17,Homo sapiens,SINGLE PROTEIN,19028,Q02223,TNFRSF17,184,4b524cded1d0dcca58eed976f96f88678f4c739ef87aefccfd2f2ffc05de1410,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4530,Coagulation factor XIII A chain,Homo sapiens,SINGLE PROTEIN,2847,P00488,F13A1,732,46a764779f6a34087a12339f47517c70efcb0aec88c0e3b61a5166d4ba9b7bec,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL4531,Galectin-3,Homo sapiens,SINGLE PROTEIN,2848,P17931,LGALS3,250,9796e4a195066b95cb46d4fbb869f06afddbe3672b9e1f789fa4e3e5c9560e0c,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL4550,Arachidonate 5-lipoxygenase-activating protein,Homo sapiens,SINGLE PROTEIN,2867,P20292,ALOX5AP,161,79c4fb50b32b27208d2466d10cdcab1cde6127125a76a5a1aecc5fcbb8e2148c,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL4581,Kinesin-like protein KIF11,Homo sapiens,SINGLE PROTEIN,2897,P52732,KIF11,1056,845aac6ccf05bb051344fc17bed5055169ad447b78533db19a6649181b08f1ff,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL4588,Neutrophil collagenase,Homo sapiens,SINGLE PROTEIN,2904,P22894,MMP8,467,105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4601,Protein-tyrosine kinase 6,Homo sapiens,SINGLE PROTEIN,2918,Q13882,PTK6,451,72ae3fbfaabc73063f5b44342bc0fc94ddc2c535148ab9ca1dbcf91c673da3f4,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4618,Leukotriene A-4 hydrolase,Homo sapiens,SINGLE PROTEIN,2935,P09960,LTA4H,611,419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4625,Bcl-2-like protein 1,Homo sapiens,SINGLE PROTEIN,2942,Q07817,BCL2L1,233,7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4630,Serine/threonine-protein kinase Chk1,Homo sapiens,SINGLE PROTEIN,2947,O14757,CHEK1,476,a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4630876,Interferon beta,Homo sapiens,SINGLE PROTEIN,19490,P01574,IFNB1,187,783298856c3779f3be0132fd9633d416590dc1e167c5ad0e447f4b682a5b21e6,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630877,Sialic acid-binding Ig-like lectin 8,Homo sapiens,SINGLE PROTEIN,19491,Q9NYZ4,SIGLEC8,499,9f9a78aaf64bb0d91f2f040c1c7bc33947ead1e15528ba6b9c9869772ba1f7ae,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630878,T-cell immunoreceptor with Ig and ITIM domains,Homo sapiens,SINGLE PROTEIN,19492,Q495A1,TIGIT,244,22dc14d09647814c2a5f576164558a9a147cc6bce88d01b76d6bc884f8c1db64,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630879,Hepatitis A virus cellular receptor 2,Homo sapiens,SINGLE PROTEIN,19493,Q8TDQ0,HAVCR2,301,19fad6122957287e994f5b674a6ed813fad5c4be3a60f4403e005ed2dbed0ffa,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630880,Interleukin-17F,Homo sapiens,SINGLE PROTEIN,19494,Q96PD4,IL17F,163,9d44f5cf4e33996baa7b01e43794e8ba3e50c7247fc4e65d2badb433eb294f3e,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630881,Lymphocyte activation gene 3 protein,Homo sapiens,SINGLE PROTEIN,19495,P18627,LAG3,525,113644b29f7d57ec595b7e5bec205e538f0a12cb2c1872fe136ebf0f7534d9f5,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630882,Tumor necrosis factor receptor superfamily member 13C,Homo sapiens,SINGLE PROTEIN,19496,Q96RJ3,TNFRSF13C,184,fc31814c002cbcc8a1cfdb0e2d547804d21c2a7ba42b0038cd24d6f24327fff9,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630883,Fractalkine,Homo sapiens,SINGLE PROTEIN,19497,P78423,CX3CL1,397,e027d8d07437525fdee990b0e01610f8518f9bf478b2f08825b79886609bc7dc,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630884,Prolow-density lipoprotein receptor-related protein 1,Homo sapiens,SINGLE PROTEIN,19498,Q07954,LRP1,4544,410e11a3f99c2d0856c30719f5351be4032af31eac235f45354e3446dfffbf50,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,False,False,False,False
CHEMBL4630885,Oncostatin-M-specific receptor subunit beta,Homo sapiens,SINGLE PROTEIN,19499,Q99650,OSMR,979,165917db3e001410759a2b5a6b66a628f36704f3d3fd62f8dee94a3a6137148d,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630886,Repulsive guidance molecule A,Homo sapiens,SINGLE PROTEIN,19500,Q96B86,RGMA,450,befc8d1ee7622d163e941d3ff2237f0eda6f793d8e268b4f1df09ea8eda13e48,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630887,Semaphorin-4D,Homo sapiens,SINGLE PROTEIN,19501,Q92854,SEMA4D,862,b5ac170945c554a1e6e067d996c9f4953de2ac62ca8ce766a020cc4a3aabd9c0,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL4630888,Delta-like protein 3,Homo sapiens,SINGLE PROTEIN,19502,Q9NYJ7,DLL3,618,08655e45c9c70122a1320e3ba4b74aa9d81f6e2598e67d546a928ae5498e801e,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630889,Glypican-3,Homo sapiens,SINGLE PROTEIN,19503,P51654,GPC3,580,77dfca719964bc76f8f4a345c1fa314a8b55845c770a272f9b3e2e81f348df23,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630890,Interleukin-33,Homo sapiens,SINGLE PROTEIN,19504,O95760,IL33,270,366784cc84122a70558c9c7a58cf9b683abbf9ab00110cd6a2731f38ab80ffc8,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630891,Platelet glycoprotein Ib alpha chain,Homo sapiens,SINGLE PROTEIN,19505,P07359,GP1BA,652,d2e24234727640e0c9c76c6cab1e22acf7c45c2da8048fa12fa2e3d3bbf56cde,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630892,NKG2-A/NKG2-B type II integral membrane protein,Homo sapiens,SINGLE PROTEIN,19506,P26715,KLRC1,233,314831cbc6e4498d0fcc752197b9432f7f2f39b80bed7e4b715a72171ac2df7b,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630894,Interleukin-31 receptor subunit alpha,Homo sapiens,SINGLE PROTEIN,19508,Q8NI17,IL31RA,732,e084bbd65f6764775ced15af9fc479374e905476d173ec7a9c2cc0b112a0d3a5,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4630895,Killer cell immunoglobulin-like receptor 3DL2,Homo sapiens,SINGLE PROTEIN,19509,P43630,KIR3DL2,455,45e3d15803483be073e406c2154f2d6c4c8b88d207e6c354683e3d667214ee11,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4660,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Homo sapiens,SINGLE PROTEIN,2978,P28907,CD38,300,cd93638e360115a76f40fc9134aac479b8c46054174220c524975b8e00665fab,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL4662938,Protransforming growth factor alpha,Homo sapiens,SINGLE PROTEIN,19591,P01135,TGFA,160,d18a89bf2daa95c4bd4d581664e00678a12e814a203cbd84fac5e9425989754c,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4662939,Proepiregulin,Homo sapiens,SINGLE PROTEIN,19592,O14944,EREG,169,d7a3af4abcb01729596e0b6193c05636a38d6cac43142e20d30dd26dcd16894d,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4662940,Low affinity immunoglobulin gamma Fc region receptor II-b,Homo sapiens,SINGLE PROTEIN,19593,P31994,FCGR2B,310,63347018c0546f586a0103dc47699e4684a641a4e8f356356a1d6a7171cc9a5c,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4662941,Melanoma-associated antigen 3,Homo sapiens,SINGLE PROTEIN,19594,P43357,MAGEA3,314,2144e0047f0cd67d310fa25f966fc8a76354fb49c104060a2986dabeb21defc2,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4662942,Wilms tumor protein,Homo sapiens,SINGLE PROTEIN,19595,P19544,WT1,449,8a480d6775e0b4097060fe9ef81b2e1dc300b80f16b5b8939200aa9e88a2eff2,False,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4662944,Syncytin-1,Homo sapiens,SINGLE PROTEIN,19597,Q9UQF0,ERVW-1,538,835a8281ffe1a694db294d859d89332de72fa9de9b8793158a28cc05e5f39d2b,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4665582,DNA-directed RNA polymerase III subunit RPC1,Homo sapiens,SINGLE PROTEIN,19601,O14802,POLR3A,1390,39cab1db4ac394157a582eb025b06086ce3ec5b96fe16205e2d1d91b08a6482d,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4665584,CD166 antigen,Homo sapiens,SINGLE PROTEIN,19603,Q13740,ALCAM,583,5a7d75d37b59d40a855df134ad4f62531934d3495f5d87b1fa7f0f541423b092,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4665585,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Homo sapiens,SINGLE PROTEIN,19604,Q01973,ROR1,937,ec6867bc5bacc933a118937a895d4f6d05381eab1f38a3f45a0f957b1f60ec69,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4665586,Interleukin-21,Homo sapiens,SINGLE PROTEIN,19605,Q9HBE4,IL21,162,6207e57b8d77aca4654faabe5ee5c8b1c05cee3f1a76c94cdf9c3f081af2eb5d,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4677,Bcl-2-like protein 2,Homo sapiens,SINGLE PROTEIN,2995,Q92843,BCL2L2,193,7aefc129cd06ec747b67e4b97d78466ee5553c4f7f1bce7b24e2a1872eafb0f5,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL4683,Prolyl endopeptidase FAP,Homo sapiens,SINGLE PROTEIN,3001,Q12884,FAP,760,fc502b7363283bca3ea0e276ed1d65d0ae8d5064519a226a06f9c77059235b6f,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL4685,"Indoleamine 2,3-dioxygenase 1",Homo sapiens,SINGLE PROTEIN,3003,P14902,IDO1,403,553ddef377b84167048c087d19725632b8355f16ce8d6c8e47cdea8591dbc6cf,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4692,HLA class II histocompatibility antigen gamma chain,Homo sapiens,SINGLE PROTEIN,3010,P04233,CD74,296,f6909ab67f84bc41d8ef8976b6e5634ebcb9031613d297ac41e582c377b48728,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL4703,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Homo sapiens,SINGLE PROTEIN,3021,P67775,PPP2CA,309,369ec29171b6cdc692766d64e716681db8e6f2bb3004c12acc5f79c99bc484a1,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4722,Aurora kinase A,Homo sapiens,SINGLE PROTEIN,3039,O14965,AURKA,403,7192d652f813d4d86f957b1edb7729c8adb429515fb591d7f4c6937a9d54dec2,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
